"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"7293","469","4","""33""","""43""","""long""","""5-5""","""43""","""right""","""simple""","""tiburalex"""
"7294","469","5","""31""","""50""","""short""","""3-4""","""31""","""right""","""complex""","""wugnum"""
"7295","469","6","""57""","""28""","""short""","""1-1""","""28""","""left""","""simple""","""vatrus"""
"7296","469","7","""36""","""20""","""long""","""1-5""","""36""","""left""","""complex""","""gaburatum"""
"7297","47","0","""58""","""51""","""short""","""4-4""","""51""","""left""","""simple""","""bugorn"""
"7298","47","1","""7""","""24""","""long""","""3-3""","""24""","""right""","""simple""","""tiburalex"""
"7299","47","2","""35""","""15""","""long""","""1-5""","""35""","""left""","""complex""","""mipatorun"""
"7300","47","3","""21""","""11""","""short""","""4-5""","""21""","""left""","""complex""","""wugnum"""
"7301","47","4","""23""","""12""","""long""","""3-4""","""12""","""left""","""simple""","""kibagronan"""
"7302","47","5","""34""","""22""","""short""","""2-2""","""34""","""left""","""complex""","""lopus"""
"7303","47","6","""33""","""27""","""long""","""5-5""","""27""","""right""","""simple""","""binivatrus"""
"7304","47","7","""14""","""50""","""short""","""3-5""","""50""","""right""","""simple""","""ratum"""
"7305","470","0","""52""","""44""","""short""","""1-5""","""44""","""left""","""simple""","""ratum"""
"7306","470","1","""5""","""4""","""short""","""2-2""","""5""","""left""","""complex""","""torun"""
"7307","470","2","""58""","""10""","""long""","""2-4""","""10""","""right""","""simple""","""tiburalex"""
"7308","470","3","""8""","""55""","""long""","""2-3""","""55""","""right""","""simple""","""fepolopus"""
"7309","470","4","""31""","""24""","""long""","""3-4""","""31""","""right""","""complex""","""tupabugorn"""
"7310","470","5","""49""","""46""","""long""","""1-2""","""49""","""left""","""complex""","""kibagronan"""
"7311","470","6","""47""","""45""","""short""","""4-4""","""45""","""right""","""simple""","""wugnum"""
"7312","470","7","""38""","""34""","""short""","""2-5""","""38""","""right""","""complex""","""vatrus"""
"7313","471","0","""36""","""24""","""short""","""3-5""","""24""","""right""","""simple""","""wugnum"""
"7314","471","1","""47""","""56""","""long""","""3-4""","""47""","""right""","""complex""","""mipatorun"""
"7315","471","2","""39""","""15""","""long""","""1-3""","""39""","""right""","""complex""","""kibagronan"""
"7316","471","3","""45""","""41""","""short""","""4-4""","""41""","""right""","""simple""","""lopus"""
"7317","471","4","""32""","""14""","""long""","""5-5""","""32""","""right""","""complex""","""tiburalex"""
"7318","471","5","""50""","""48""","""short""","""3-3""","""50""","""left""","""complex""","""ratum"""
"7319","471","6","""38""","""31""","""short""","""4-5""","""31""","""right""","""simple""","""bugorn"""
"7320","471","7","""52""","""54""","""long""","""1-5""","""52""","""right""","""complex""","""binivatrus"""
"7321","472","0","""53""","""6""","""short""","""2-5""","""6""","""left""","""simple""","""ralex"""
"7322","472","1","""22""","""46""","""short""","""1-2""","""46""","""right""","""simple""","""wugnum"""
"7323","472","2","""26""","""55""","""long""","""2-4""","""55""","""right""","""simple""","""kibagronan"""
"7324","472","3","""12""","""3""","""short""","""1-3""","""3""","""right""","""simple""","""vatrus"""
"7325","472","4","""17""","""10""","""long""","""2-2""","""17""","""left""","""complex""","""gaburatum"""
"7326","472","5","""40""","""1""","""long""","""3-3""","""1""","""left""","""simple""","""fepolopus"""
"7327","472","6","""48""","""4""","""short""","""2-3""","""4""","""left""","""simple""","""torun"""
"7328","472","7","""58""","""8""","""long""","""3-4""","""8""","""left""","""simple""","""tupabugorn"""
"7329","473","0","""9""","""5""","""long""","""2-2""","""9""","""left""","""complex""","""gaburatum"""
"7330","473","1","""30""","""19""","""long""","""1-4""","""30""","""left""","""complex""","""kibagronan"""
"7331","473","2","""39""","""46""","""short""","""1-3""","""39""","""left""","""complex""","""vatrus"""
"7332","473","3","""48""","""55""","""long""","""2-3""","""55""","""left""","""simple""","""pakuwugnum"""
"7333","473","4","""41""","""10""","""long""","""2-4""","""41""","""left""","""complex""","""tiburalex"""
"7334","473","5","""38""","""34""","""short""","""2-5""","""34""","""right""","""simple""","""lopus"""
"7335","473","6","""24""","""56""","""short""","""3-3""","""56""","""right""","""simple""","""bugorn"""
"7336","473","7","""44""","""57""","""short""","""1-1""","""44""","""left""","""complex""","""torun"""
"7337","474","0","""55""","""46""","""short""","""1-2""","""55""","""right""","""complex""","""wugnum"""
"7338","474","1","""32""","""58""","""long""","""4-5""","""58""","""right""","""simple""","""binivatrus"""
"7339","474","2","""45""","""50""","""long""","""3-4""","""50""","""left""","""simple""","""gaburatum"""
"7340","474","3","""38""","""1""","""long""","""3-5""","""1""","""left""","""simple""","""kibagronan"""
"7341","474","4","""24""","""54""","""short""","""1-3""","""24""","""left""","""complex""","""ralex"""
"7342","474","5","""51""","""19""","""short""","""1-4""","""51""","""right""","""complex""","""torun"""
"7343","474","6","""40""","""22""","""short""","""2-3""","""40""","""left""","""complex""","""lopus"""
"7344","474","7","""56""","""39""","""long""","""3-3""","""39""","""right""","""simple""","""tupabugorn"""
"7345","475","0","""52""","""12""","""long""","""3-5""","""52""","""right""","""complex""","""fepolopus"""
"7346","475","1","""21""","""4""","""short""","""2-5""","""21""","""left""","""complex""","""vatrus"""
"7347","475","2","""18""","""48""","""long""","""3-4""","""48""","""right""","""simple""","""tiburalex"""
"7348","475","3","""30""","""31""","""short""","""4-4""","""31""","""right""","""simple""","""bugorn"""
"7349","475","4","""27""","""15""","""short""","""1-5""","""27""","""right""","""complex""","""torun"""
"7350","475","5","""22""","""46""","""long""","""1-2""","""22""","""left""","""complex""","""kibagronan"""
"7351","475","6","""25""","""33""","""long""","""5-5""","""33""","""right""","""simple""","""gaburatum"""
"7352","475","7","""36""","""51""","""short""","""4-5""","""51""","""left""","""simple""","""wugnum"""
"7353","476","0","""14""","""21""","""short""","""5-5""","""21""","""left""","""simple""","""wugnum"""
"7354","476","1","""32""","""41""","""short""","""4-5""","""41""","""right""","""simple""","""lopus"""
"7355","476","2","""16""","""19""","""short""","""1-3""","""19""","""left""","""simple""","""vatrus"""
"7356","476","3","""11""","""1""","""long""","""3-4""","""11""","""right""","""complex""","""kibagronan"""
"7357","476","4","""31""","""49""","""long""","""2-4""","""49""","""right""","""simple""","""gaburatum"""
"7358","476","5","""25""","""37""","""long""","""2-5""","""37""","""left""","""simple""","""tiburalex"""
"7359","476","6","""35""","""8""","""long""","""3-5""","""8""","""left""","""simple""","""tupabugorn"""
"7360","476","7","""12""","""24""","""short""","""3-3""","""12""","""right""","""complex""","""torun"""
"7361","477","0","""24""","""34""","""long""","""2-3""","""24""","""left""","""complex""","""gaburatum"""
"7362","477","1","""38""","""4""","""long""","""2-5""","""4""","""left""","""simple""","""tupabugorn"""
"7363","477","2","""59""","""20""","""long""","""1-1""","""20""","""left""","""simple""","""mipatorun"""
"7364","477","3","""21""","""28""","""short""","""1-5""","""21""","""right""","""complex""","""wugnum"""
"7365","477","4","""41""","""12""","""short""","""3-4""","""12""","""right""","""simple""","""lopus"""
"7366","477","5","""14""","""45""","""short""","""4-5""","""45""","""left""","""simple""","""gronan"""
"7367","477","6","""9""","""5""","""long""","""2-2""","""5""","""right""","""simple""","""binivatrus"""
"7368","477","7","""11""","""17""","""short""","""2-4""","""17""","""right""","""simple""","""ralex"""
"7369","478","0","""36""","""17""","""long""","""2-5""","""17""","""left""","""simple""","""fepolopus"""
"7370","478","1","""45""","""28""","""short""","""1-4""","""28""","""left""","""simple""","""vatrus"""
"7371","478","2","""32""","""39""","""short""","""3-5""","""32""","""right""","""complex""","""torun"""
"7372","478","3","""26""","""56""","""short""","""3-4""","""56""","""left""","""simple""","""ratum"""
"7373","478","4","""6""","""20""","""long""","""1-2""","""6""","""left""","""complex""","""tiburalex"""
"7374","478","5","""31""","""22""","""long""","""2-4""","""31""","""left""","""complex""","""pakuwugnum"""
"7375","478","6","""43""","""59""","""short""","""1-5""","""43""","""right""","""complex""","""gronan"""
"7376","478","7","""52""","""53""","""long""","""5-5""","""52""","""left""","""complex""","""tupabugorn"""
"7377","479","0","""29""","""3""","""short""","""1-1""","""29""","""right""","""complex""","""vatrus"""
"7378","479","1","""11""","""54""","""long""","""1-4""","""54""","""right""","""simple""","""mipatorun"""
"7379","479","2","""32""","""40""","""short""","""3-5""","""32""","""left""","""complex""","""wugnum"""
"7380","479","3","""55""","""13""","""long""","""1-2""","""13""","""left""","""simple""","""gaburatum"""
"7381","479","4","""42""","""60""","""short""","""3-4""","""42""","""right""","""complex""","""bugorn"""
"7382","479","5","""50""","""12""","""short""","""3-3""","""12""","""left""","""simple""","""ralex"""
"7383","479","6","""8""","""2""","""long""","""2-3""","""8""","""right""","""complex""","""fepolopus"""
"7384","479","7","""33""","""20""","""long""","""1-5""","""33""","""right""","""complex""","""kibagronan"""
"7385","48","0","""7""","""15""","""long""","""1-3""","""7""","""left""","""complex""","""tupabugorn"""
"7386","48","1","""36""","""44""","""short""","""1-5""","""44""","""right""","""simple""","""lopus"""
"7387","48","2","""30""","""20""","""short""","""1-4""","""30""","""left""","""complex""","""ralex"""
"7388","48","3","""27""","""12""","""short""","""3-5""","""27""","""right""","""complex""","""gronan"""
"7389","48","4","""51""","""49""","""long""","""2-4""","""51""","""right""","""complex""","""binivatrus"""
"7390","48","5","""24""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""pakuwugnum"""
"7391","48","6","""45""","""50""","""long""","""3-4""","""45""","""left""","""complex""","""mipatorun"""
"7392","48","7","""25""","""31""","""short""","""4-5""","""31""","""right""","""simple""","""ratum"""
"7393","480","0","""32""","""3""","""short""","""1-5""","""3""","""right""","""simple""","""vatrus"""
"7394","480","1","""1""","""60""","""short""","""3-3""","""60""","""left""","""simple""","""ratum"""
"7395","480","2","""23""","""18""","""long""","""4-4""","""23""","""left""","""complex""","""mipatorun"""
"7396","480","3","""27""","""42""","""short""","""4-5""","""42""","""left""","""simple""","""bugorn"""
"7397","480","4","""38""","""40""","""long""","""3-5""","""38""","""right""","""complex""","""kibagronan"""
"7398","480","5","""58""","""49""","""long""","""2-4""","""49""","""left""","""simple""","""pakuwugnum"""
"7399","480","6","""39""","""46""","""short""","""1-3""","""39""","""right""","""complex""","""ralex"""
"7400","480","7","""5""","""28""","""long""","""1-2""","""28""","""left""","""simple""","""fepolopus"""
"7401","481","0","""44""","""20""","""short""","""1-1""","""20""","""left""","""simple""","""ralex"""
"7402","481","1","""26""","""6""","""long""","""2-4""","""26""","""left""","""complex""","""mipatorun"""
"7403","481","2","""40""","""59""","""long""","""1-3""","""59""","""right""","""simple""","""gaburatum"""
"7404","481","3","""16""","""34""","""long""","""2-3""","""34""","""left""","""simple""","""tupabugorn"""
"7405","481","4","""50""","""24""","""short""","""3-3""","""24""","""right""","""simple""","""vatrus"""
"7406","481","5","""32""","""11""","""long""","""4-5""","""32""","""right""","""complex""","""pakuwugnum"""
"7407","481","6","""27""","""38""","""short""","""5-5""","""38""","""left""","""simple""","""lopus"""
"7408","481","7","""14""","""55""","""short""","""2-5""","""55""","""right""","""simple""","""gronan"""
"7409","482","0","""32""","""22""","""long""","""2-5""","""32""","""right""","""complex""","""pakuwugnum"""
"7410","482","1","""42""","""58""","""short""","""4-4""","""42""","""left""","""complex""","""torun"""
"7411","482","2","""16""","""13""","""short""","""1-3""","""16""","""right""","""complex""","""lopus"""
"7412","482","3","""1""","""4""","""long""","""2-3""","""4""","""left""","""simple""","""tiburalex"""
"7413","482","4","""12""","""40""","""long""","""3-3""","""40""","""right""","""simple""","""kibagronan"""
"7414","482","5","""35""","""21""","""short""","""5-5""","""35""","""right""","""complex""","""ratum"""
"7415","482","6","""20""","""28""","""long""","""1-1""","""20""","""left""","""complex""","""binivatrus"""
"7416","482","7","""41""","""19""","""short""","""1-4""","""41""","""right""","""complex""","""bugorn"""
"7417","483","0","""36""","""46""","""short""","""1-5""","""36""","""left""","""complex""","""wugnum"""
"7418","483","1","""22""","""54""","""long""","""1-2""","""22""","""right""","""complex""","""tiburalex"""
"7419","483","2","""41""","""1""","""long""","""3-4""","""41""","""left""","""complex""","""binivatrus"""
"7420","483","3","""21""","""18""","""short""","""4-5""","""21""","""right""","""complex""","""lopus"""
"7421","483","4","""30""","""44""","""short""","""1-4""","""44""","""right""","""simple""","""bugorn"""
"7422","483","5","""11""","""31""","""short""","""4-4""","""31""","""right""","""simple""","""gronan"""
"7423","483","6","""59""","""3""","""long""","""1-1""","""3""","""right""","""simple""","""gaburatum"""
"7424","483","7","""14""","""27""","""long""","""5-5""","""14""","""left""","""complex""","""mipatorun"""
"7425","484","0","""48""","""9""","""long""","""2-3""","""48""","""left""","""complex""","""binivatrus"""
"7426","484","1","""21""","""41""","""long""","""4-5""","""41""","""right""","""simple""","""tupabugorn"""
"7427","484","2","""47""","""20""","""long""","""1-4""","""47""","""right""","""complex""","""tiburalex"""
"7428","484","3","""45""","""31""","""short""","""4-4""","""31""","""left""","""simple""","""wugnum"""
"7429","484","4","""1""","""24""","""long""","""3-3""","""1""","""left""","""complex""","""kibagronan"""
"7430","484","5","""38""","""3""","""short""","""1-5""","""3""","""left""","""simple""","""ratum"""
"7431","484","6","""53""","""25""","""short""","""5-5""","""53""","""right""","""complex""","""torun"""
"7432","484","7","""32""","""37""","""short""","""2-5""","""37""","""right""","""simple""","""lopus"""
"7433","485","0","""26""","""6""","""short""","""2-4""","""6""","""right""","""simple""","""torun"""
"7434","485","1","""27""","""18""","""long""","""4-5""","""18""","""right""","""simple""","""gaburatum"""
"7435","485","2","""53""","""36""","""long""","""5-5""","""36""","""right""","""simple""","""kibagronan"""
"7436","485","3","""59""","""54""","""long""","""1-1""","""54""","""left""","""simple""","""fepolopus"""
"7437","485","4","""48""","""60""","""short""","""3-3""","""60""","""right""","""simple""","""bugorn"""
"7438","485","5","""21""","""7""","""long""","""3-5""","""21""","""right""","""complex""","""pakuwugnum"""
"7439","485","6","""42""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""vatrus"""
"7440","485","7","""4""","""29""","""short""","""1-2""","""4""","""right""","""complex""","""ralex"""
"7441","486","0","""33""","""49""","""short""","""2-5""","""33""","""right""","""complex""","""torun"""
"7442","486","1","""47""","""24""","""long""","""3-4""","""24""","""left""","""simple""","""pakuwugnum"""
"7443","486","2","""10""","""13""","""long""","""1-2""","""10""","""right""","""complex""","""binivatrus"""
"7444","486","3","""36""","""40""","""long""","""3-5""","""36""","""left""","""complex""","""gaburatum"""
"7445","486","4","""42""","""19""","""long""","""1-4""","""42""","""right""","""complex""","""tupabugorn"""
"7446","486","5","""56""","""22""","""short""","""2-3""","""22""","""right""","""simple""","""ralex"""
"7447","486","6","""45""","""18""","""short""","""4-4""","""18""","""left""","""simple""","""lopus"""
"7448","486","7","""16""","""39""","""short""","""3-3""","""16""","""right""","""complex""","""gronan"""
"7449","487","0","""58""","""1""","""long""","""3-4""","""58""","""left""","""complex""","""binivatrus"""
"7450","487","1","""32""","""23""","""short""","""4-5""","""32""","""left""","""complex""","""wugnum"""
"7451","487","2","""22""","""55""","""long""","""2-2""","""22""","""left""","""complex""","""kibagronan"""
"7452","487","3","""21""","""12""","""long""","""3-5""","""21""","""right""","""complex""","""tiburalex"""
"7453","487","4","""33""","""52""","""short""","""5-5""","""52""","""right""","""simple""","""ratum"""
"7454","487","5","""16""","""48""","""short""","""3-3""","""16""","""right""","""complex""","""torun"""
"7455","487","6","""60""","""49""","""long""","""2-3""","""60""","""right""","""complex""","""fepolopus"""
"7456","487","7","""31""","""47""","""short""","""4-4""","""47""","""right""","""simple""","""bugorn"""
"7457","488","0","""56""","""49""","""short""","""2-3""","""49""","""right""","""simple""","""vatrus"""
"7458","488","1","""21""","""45""","""short""","""4-5""","""45""","""right""","""simple""","""gronan"""
"7459","488","2","""52""","""22""","""short""","""2-5""","""22""","""left""","""simple""","""bugorn"""
"7460","488","3","""60""","""12""","""long""","""3-3""","""60""","""left""","""complex""","""mipatorun"""
"7461","488","4","""24""","""19""","""short""","""1-3""","""24""","""left""","""complex""","""wugnum"""
"7462","488","5","""14""","""28""","""long""","""1-5""","""14""","""left""","""complex""","""gaburatum"""
"7463","488","6","""25""","""27""","""long""","""5-5""","""25""","""right""","""complex""","""fepolopus"""
"7464","488","7","""13""","""3""","""long""","""1-1""","""3""","""right""","""simple""","""tiburalex"""
"7465","489","0","""60""","""22""","""long""","""2-3""","""60""","""left""","""complex""","""mipatorun"""
"7466","489","1","""19""","""44""","""short""","""1-1""","""19""","""right""","""complex""","""wugnum"""
"7467","489","2","""42""","""9""","""short""","""2-4""","""42""","""right""","""complex""","""vatrus"""
"7468","489","3","""38""","""12""","""long""","""3-5""","""38""","""left""","""complex""","""gaburatum"""
"7469","489","4","""4""","""15""","""short""","""1-2""","""4""","""left""","""complex""","""bugorn"""
"7470","489","5","""27""","""28""","""short""","""1-5""","""27""","""left""","""complex""","""gronan"""
"7471","489","6","""30""","""56""","""long""","""3-4""","""30""","""right""","""complex""","""fepolopus"""
"7472","489","7","""25""","""55""","""long""","""2-5""","""25""","""left""","""complex""","""tiburalex"""
"7473","49","0","""45""","""12""","""long""","""3-4""","""45""","""left""","""complex""","""fepolopus"""
"7474","49","1","""42""","""41""","""short""","""4-4""","""41""","""right""","""simple""","""ralex"""
"7475","49","2","""56""","""20""","""long""","""1-3""","""56""","""left""","""complex""","""tupabugorn"""
"7476","49","3","""17""","""54""","""short""","""1-2""","""54""","""right""","""simple""","""vatrus"""
"7477","49","4","""25""","""31""","""short""","""4-5""","""25""","""right""","""complex""","""ratum"""
"7478","49","5","""24""","""39""","""long""","""3-3""","""39""","""right""","""simple""","""kibagronan"""
"7479","49","6","""51""","""19""","""long""","""1-4""","""51""","""right""","""complex""","""mipatorun"""
"7480","49","7","""28""","""46""","""short""","""1-1""","""28""","""right""","""complex""","""wugnum"""
"7481","490","0","""7""","""59""","""long""","""1-3""","""7""","""left""","""complex""","""binivatrus"""
"7482","490","1","""11""","""47""","""short""","""4-4""","""47""","""right""","""simple""","""lopus"""
"7483","490","2","""32""","""50""","""long""","""3-5""","""32""","""right""","""complex""","""tupabugorn"""
"7484","490","3","""54""","""19""","""long""","""1-1""","""54""","""left""","""complex""","""pakuwugnum"""
"7485","490","4","""12""","""60""","""short""","""3-3""","""12""","""left""","""complex""","""torun"""
"7486","490","5","""42""","""15""","""short""","""1-4""","""42""","""right""","""complex""","""gronan"""
"7487","490","6","""53""","""21""","""long""","""5-5""","""21""","""right""","""simple""","""tiburalex"""
"7488","490","7","""8""","""34""","""short""","""2-3""","""8""","""left""","""complex""","""ratum"""
"7489","491","0","""47""","""34""","""long""","""2-4""","""47""","""right""","""complex""","""gaburatum"""
"7490","491","1","""1""","""37""","""short""","""2-3""","""1""","""right""","""complex""","""vatrus"""
"7491","491","2","""38""","""49""","""short""","""2-5""","""38""","""left""","""complex""","""gronan"""
"7492","491","3","""17""","""55""","""short""","""2-2""","""17""","""left""","""complex""","""lopus"""
"7493","491","4","""60""","""59""","""long""","""1-3""","""59""","""right""","""simple""","""mipatorun"""
"7494","491","5","""43""","""7""","""long""","""3-5""","""43""","""right""","""complex""","""tiburalex"""
"7495","491","6","""21""","""28""","""long""","""1-5""","""21""","""right""","""complex""","""pakuwugnum"""
"7496","491","7","""41""","""19""","""short""","""1-4""","""41""","""right""","""complex""","""bugorn"""
"7497","492","0","""35""","""6""","""long""","""2-5""","""6""","""left""","""simple""","""kibagronan"""
"7498","492","1","""52""","""32""","""long""","""5-5""","""32""","""left""","""simple""","""binivatrus"""
"7499","492","2","""23""","""1""","""short""","""3-4""","""23""","""right""","""complex""","""lopus"""
"7500","492","3","""43""","""59""","""short""","""1-5""","""43""","""left""","""complex""","""ralex"""
"7501","492","4","""12""","""4""","""long""","""2-3""","""12""","""right""","""complex""","""gaburatum"""
"7502","492","5","""5""","""28""","""short""","""1-2""","""28""","""left""","""simple""","""torun"""
"7503","492","6","""48""","""40""","""long""","""3-3""","""48""","""left""","""complex""","""pakuwugnum"""
"7504","492","7","""19""","""57""","""short""","""1-1""","""57""","""right""","""simple""","""bugorn"""
"7505","493","0","""48""","""57""","""long""","""1-3""","""48""","""right""","""complex""","""gaburatum"""
"7506","493","1","""49""","""54""","""short""","""1-2""","""49""","""right""","""complex""","""ralex"""
"7507","493","2","""28""","""59""","""long""","""1-1""","""59""","""left""","""simple""","""kibagronan"""
"7508","493","3","""21""","""7""","""short""","""3-5""","""7""","""left""","""simple""","""torun"""
"7509","493","4","""30""","""31""","""long""","""4-4""","""30""","""left""","""complex""","""binivatrus"""
"7510","493","5","""16""","""6""","""long""","""2-3""","""6""","""left""","""simple""","""tupabugorn"""
"7511","493","6","""38""","""33""","""short""","""5-5""","""38""","""right""","""complex""","""lopus"""
"7512","493","7","""27""","""37""","""short""","""2-5""","""37""","""right""","""simple""","""wugnum"""
"7513","494","0","""25""","""26""","""short""","""4-5""","""25""","""left""","""complex""","""ratum"""
"7514","494","1","""5""","""13""","""long""","""1-2""","""13""","""right""","""simple""","""binivatrus"""
"7515","494","2","""32""","""24""","""short""","""3-5""","""32""","""left""","""complex""","""gronan"""
"7516","494","3","""37""","""9""","""short""","""2-2""","""9""","""right""","""simple""","""ralex"""
"7517","494","4","""43""","""29""","""short""","""1-5""","""29""","""left""","""simple""","""torun"""
"7518","494","5","""41""","""10""","""long""","""2-4""","""41""","""right""","""complex""","""tupabugorn"""
"7519","494","6","""60""","""7""","""long""","""3-3""","""60""","""left""","""complex""","""pakuwugnum"""
"7520","494","7","""52""","""22""","""long""","""2-5""","""52""","""left""","""complex""","""fepolopus"""
"7521","495","0","""1""","""4""","""long""","""2-3""","""1""","""right""","""complex""","""tupabugorn"""
"7522","495","1","""52""","""26""","""short""","""4-5""","""26""","""left""","""simple""","""ratum"""
"7523","495","2","""45""","""54""","""long""","""1-4""","""54""","""right""","""simple""","""binivatrus"""
"7524","495","3","""23""","""47""","""short""","""4-4""","""47""","""left""","""simple""","""gronan"""
"7525","495","4","""60""","""3""","""long""","""1-3""","""60""","""left""","""complex""","""fepolopus"""
"7526","495","5","""42""","""24""","""short""","""3-4""","""42""","""left""","""complex""","""wugnum"""
"7527","495","6","""18""","""22""","""long""","""2-4""","""18""","""left""","""complex""","""tiburalex"""
"7528","495","7","""56""","""16""","""short""","""3-3""","""16""","""right""","""simple""","""torun"""
"7529","496","0","""38""","""48""","""short""","""3-5""","""48""","""right""","""simple""","""bugorn"""
"7530","496","1","""46""","""57""","""long""","""1-1""","""57""","""right""","""simple""","""fepolopus"""
"7531","496","2","""37""","""49""","""short""","""2-2""","""37""","""left""","""complex""","""ralex"""
"7532","496","3","""7""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""torun"""
"7533","496","4","""23""","""42""","""long""","""4-4""","""23""","""right""","""complex""","""binivatrus"""
"7534","496","5","""16""","""24""","""long""","""3-3""","""24""","""left""","""simple""","""gaburatum"""
"7535","496","6","""30""","""13""","""long""","""1-4""","""30""","""left""","""complex""","""pakuwugnum"""
"7536","496","7","""52""","""22""","""short""","""2-5""","""52""","""left""","""complex""","""gronan"""
"7537","497","0","""22""","""4""","""long""","""2-2""","""4""","""right""","""simple""","""binivatrus"""
"7538","497","1","""11""","""2""","""short""","""2-4""","""2""","""left""","""simple""","""bugorn"""
"7539","497","2","""23""","""7""","""long""","""3-4""","""23""","""right""","""complex""","""tiburalex"""
"7540","497","3","""47""","""18""","""long""","""4-4""","""47""","""right""","""complex""","""kibagronan"""
"7541","497","4","""51""","""13""","""short""","""1-4""","""51""","""left""","""complex""","""lopus"""
"7542","497","5","""16""","""46""","""short""","""1-3""","""16""","""left""","""complex""","""torun"""
"7543","497","6","""38""","""31""","""short""","""4-5""","""38""","""left""","""complex""","""ratum"""
"7544","497","7","""43""","""25""","""long""","""5-5""","""25""","""left""","""simple""","""pakuwugnum"""
"7545","498","0","""35""","""29""","""short""","""1-5""","""29""","""right""","""simple""","""gronan"""
"7546","498","1","""60""","""22""","""long""","""2-3""","""60""","""left""","""complex""","""tiburalex"""
"7547","498","2","""6""","""17""","""long""","""2-2""","""6""","""left""","""complex""","""gaburatum"""
"7548","498","3","""58""","""54""","""long""","""1-4""","""54""","""right""","""simple""","""mipatorun"""
"7549","498","4","""14""","""23""","""short""","""4-5""","""14""","""right""","""complex""","""bugorn"""
"7550","498","5","""1""","""28""","""short""","""1-3""","""28""","""left""","""simple""","""lopus"""
"7551","498","6","""26""","""16""","""short""","""3-4""","""26""","""left""","""complex""","""wugnum"""
"7552","498","7","""42""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""binivatrus"""
"7553","499","0","""23""","""48""","""long""","""3-4""","""23""","""left""","""complex""","""kibagronan"""
"7554","499","1","""21""","""25""","""long""","""5-5""","""21""","""left""","""complex""","""tupabugorn"""
"7555","499","2","""27""","""18""","""short""","""4-5""","""18""","""left""","""simple""","""vatrus"""
"7556","499","3","""12""","""34""","""short""","""2-3""","""34""","""left""","""simple""","""lopus"""
"7557","499","4","""50""","""8""","""short""","""3-3""","""50""","""left""","""complex""","""torun"""
"7558","499","5","""14""","""39""","""short""","""3-5""","""14""","""left""","""complex""","""wugnum"""
"7559","499","6","""42""","""17""","""long""","""2-4""","""42""","""left""","""complex""","""tiburalex"""
"7560","499","7","""41""","""54""","""long""","""1-4""","""54""","""left""","""simple""","""gaburatum"""
"7561","5","0","""38""","""26""","""short""","""4-5""","""38""","""left""","""complex""","""torun"""
"7562","5","1","""43""","""25""","""long""","""5-5""","""25""","""right""","""simple""","""binivatrus"""
"7563","5","2","""36""","""57""","""long""","""1-5""","""36""","""left""","""complex""","""tiburalex"""
"7564","5","3","""42""","""50""","""short""","""3-4""","""42""","""right""","""complex""","""gronan"""
"7565","5","4","""24""","""60""","""short""","""3-3""","""60""","""right""","""simple""","""lopus"""
"7566","5","5","""41""","""19""","""long""","""1-4""","""41""","""right""","""complex""","""pakuwugnum"""
"7567","5","6","""12""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""ratum"""
"7568","5","7","""16""","""37""","""long""","""2-3""","""16""","""left""","""complex""","""tupabugorn"""
"7569","50","0","""10""","""22""","""short""","""2-2""","""22""","""left""","""simple""","""bugorn"""
"7570","50","1","""41""","""58""","""long""","""4-4""","""41""","""left""","""complex""","""tiburalex"""
"7571","50","2","""12""","""49""","""long""","""2-3""","""12""","""right""","""complex""","""pakuwugnum"""
"7572","50","3","""8""","""54""","""long""","""1-3""","""54""","""right""","""simple""","""mipatorun"""
"7573","50","4","""21""","""37""","""short""","""2-5""","""37""","""left""","""simple""","""lopus"""
"7574","50","5","""3""","""13""","""short""","""1-1""","""13""","""left""","""simple""","""gronan"""
"7575","50","6","""31""","""17""","""short""","""2-4""","""17""","""right""","""simple""","""vatrus"""
"7576","50","7","""35""","""32""","""long""","""5-5""","""35""","""right""","""complex""","""gaburatum"""
"7577","500","0","""12""","""57""","""short""","""1-3""","""57""","""left""","""simple""","""wugnum"""
"7578","500","1","""52""","""44""","""long""","""1-5""","""52""","""right""","""complex""","""gaburatum"""
"7579","500","2","""53""","""38""","""short""","""5-5""","""53""","""right""","""complex""","""torun"""
"7580","500","3","""34""","""2""","""long""","""2-2""","""2""","""left""","""simple""","""binivatrus"""
"7581","500","4","""33""","""4""","""short""","""2-5""","""33""","""right""","""complex""","""bugorn"""
"7582","500","5","""14""","""50""","""short""","""3-5""","""14""","""left""","""complex""","""gronan"""
"7583","500","6","""26""","""10""","""long""","""2-4""","""10""","""right""","""simple""","""tiburalex"""
"7584","500","7","""31""","""13""","""long""","""1-4""","""13""","""left""","""simple""","""fepolopus"""
"7585","501","0","""58""","""1""","""short""","""3-4""","""58""","""right""","""complex""","""torun"""
"7586","501","1","""25""","""12""","""long""","""3-5""","""25""","""left""","""complex""","""fepolopus"""
"7587","501","2","""56""","""17""","""short""","""2-3""","""17""","""right""","""simple""","""ralex"""
