"","obj","log.rt","cih","cil"
"1","""1-1""",7.07381301493514,0.100043690818964,0.116715616300273
"2","""1-2""",7.1351797940678,0.106614243388938,0.108137760822146
"3","""1-3""",7.11781924404561,0.11917341666352,0.112268061278002
"4","""1-4""",7.08610772117438,0.116895419448788,0.110572460520822
"5","""1-5""",7.13440256570346,0.13923007286362,0.132160341170378
"6","""1-6""",7.1101674681271,0.108887127013149,0.10730172333307
"7","""1-7""",7.17350697344656,0.133166953286445,0.128610466010182
"8","""1-8""",7.1597940188511,0.102255775677007,0.10459014153787
"9","""2-1""",7.2479699086605,0.123897443086986,0.133344815603387
"10","""2-2""",7.18213676270253,0.1031465373136,0.106326923520239
"11","""2-3""",7.21735469793597,0.135887445402742,0.121853938782227
"12","""2-4""",7.31251479043597,0.119540123118661,0.123982462021251
"13","""2-5""",7.26561008545792,0.126076563684532,0.115404865969861
"14","""2-6""",7.31981146652409,0.106110976998361,0.104177712663526
"15","""2-7""",7.26964874102388,0.142013358413451,0.148871610167363
"16","""2-8""",7.15373029857652,0.115279065831102,0.115192385241644
"17","""3-1""",7.26669201308463,0.127460278926674,0.12582989641365
"18","""3-2""",7.36093809245669,0.119008010499793,0.118420276566193
"19","""3-3""",7.35837045807704,0.132088757931706,0.134297897540653
"20","""3-4""",7.33806670050647,0.105680118868418,0.111128889904909
"21","""3-5""",7.36800129502547,0.115848990628952,0.116040801023694
"22","""3-6""",7.35931988509771,0.114305329185286,0.120416692351088
"23","""3-7""",7.46023517516841,0.107488164080111,0.120353751508362
"24","""3-8""",7.38211249811225,0.109346751625274,0.101305300361672
"25","""4-1""",7.46229593613849,0.11854842706505,0.122775646606518
"26","""4-2""",7.38770405243918,0.110660111692331,0.114446948900766
"27","""4-3""",7.5368249857101,0.115730356834571,0.134061878223616
"28","""4-4""",7.43164163446629,0.119980563410182,0.136315508110657
"29","""4-5""",7.42310179325274,0.12027643004917,0.117921226700414
"30","""4-6""",7.49515835296782,0.116080373736737,0.123397934776917
"31","""4-7""",7.42528344103893,0.121595131387446,0.115302774405642
"32","""4-8""",7.50082870339954,0.127742588816781,0.111107102434414
"33","""5-1""",7.56925062606637,0.126785210511377,0.123740596947598
"34","""5-2""",7.44198845867059,0.123911789934993,0.123473567246165
"35","""5-3""",7.483529752146,0.119696061261735,0.117990659855677
"36","""5-4""",7.53284797685193,0.142485939699466,0.144986264244545
"37","""5-5""",7.39163364945145,0.144188920251684,0.143925403099768
"38","""5-6""",7.45839409576011,0.137422409881689,0.133910482035156
"39","""5-7""",7.53669478759424,0.117718722911129,0.108836344073005
"40","""5-8""",7.58215792303728,0.121759417006028,0.115284077778484
