"","ratingNum","meanRating","cil","cih","rating_1","rating_2","quintile"
"17",24,0.398118522947167,0.0819891938505749,0.0847984488657124,0.466726084373143,0.354013662030469,3
"52",56,0.399193920630453,0.0818620320855614,0.0943361947649873,0.47927807486631,0.340950899368012,3
"35",40,0.412817695673311,0.0964710743801653,0.10043886728245,0.393048128342246,0.436541176470588,3
"33",39,0.440874768762724,0.112948225216012,0.118135774040256,0.479095770539621,0.398831666808137,3
"57",60,0.451532677717552,0.0805735003765816,0.0771579062601472,0.439839572192513,0.456209919927567,3
"1",1,0.452385042906051,0.0974861661836452,0.11194343939596,0.433155080213904,0.478024993162248,3
"46",50,0.460305623075677,0.112851806838438,0.107932636525685,0.486095159742219,0.423054070112894,3
"43",48,0.463502673796791,0.132379679144385,0.143469251336898,0.510918003565062,0.392379679144385,3
"8",16,0.471216042780749,0.0842256149732621,0.0896141443850267,0.453781512605042,0.480603866721514,3
"58",7,0.516124312175463,0.0800745563047353,0.0741900100751763,0.488482106129165,0.552059180035651,3
"54",58,0.521053900348018,0.112497750615398,0.104420176555471,0.525229233511586,0.517258142926592,4
"40",45,0.539661319073084,0.1,0.0910762032085561,0.53921568627451,0.539884135472371,4
"19",26,0.540172800671071,0.113035115864528,0.118680832546923,0.555994295900178,0.517570664629488,4
"3",11,0.548862369828314,0.107309456797073,0.112570391218688,0.531788472964944,0.564228877005348,4
"36",41,0.558707749766573,0.0854648162295222,0.0831996434937611,0.586922638146168,0.533057851239669,4
"24",30,0.569061536789091,0.0970692792587529,0.0871693922864202,0.652072192513369,0.508690150807798,4
"42",47,0.572801576483237,0.0987422759478122,0.0951416509800592,0.529946524064171,0.634023079939046,4
"10",18,0.584426636816343,0.0681030698264153,0.0606635109852022,0.654136520918528,0.505422101500533,4
"37",42,0.587461303713405,0.0652382164987205,0.0651310762688913,0.599312452253629,0.57561015517318,4
"47",51,0.626285479226656,0.0847490744549568,0.0948298025503908,0.660873440285205,0.596638655462185,4
"16",23,0.628162012279659,0.0961155674390969,0.0897207367795604,0.693971803597472,0.524746625923097,4
"25",31,0.640374331550802,0.0627105614973262,0.0651069518716577,0.669043374925728,0.616917841516772,4
"49",53,0.644969919786096,0.0695354278074867,0.0640917446524064,0.683656417112299,0.606283422459893,5
"18",25,0.65821901883283,0.0844164147872588,0.0788305045338293,0.68964858670741,0.609328579916815,5
"32",38,0.672930841661492,0.0866908804989301,0.08040788617414,0.719633307868602,0.645687736374011,5
"26",32,0.691494779730074,0.0754010695187165,0.0696874204227145,0.697638146167558,0.683303624480095,5
"48",52,0.692027224112786,0.0740489790957705,0.0706186193485658,0.663770053475936,0.725935828877005,5
"14",21,0.694364459070341,0.0487505141916906,0.045467400246812,0.643150966680379,0.745577951460304,5
"20",27,0.704209853212949,0.0630622538223157,0.0613633943742303,0.723834988540871,0.692761857604995,5
"38",43,0.713235039470334,0.0912320091673033,0.0854532849503437,0.712463458110517,0.714623885918004,5
"27",33,0.760232620320856,0.0743840240641711,0.0669825868983956,0.77652192513369,0.733083778966132,5
"30",36,0.784153743315508,0.0617064171122994,0.0654718248663101,0.837662337662338,0.742535947712418,5
"29",35,0.799923397322778,0.0563415892672858,0.05768069162806,0.81918449197861,0.785915328482173,5
"6",14,0.889522178449514,0.0492996366698789,0.0534837999370871,0.943850267379679,0.841230543844923,5
