"","ratingNum","meanRating","cil","cih","rating_1","rating_2","quintile"
"22",29,0.145270839281534,0.0517465011716349,0.0509082112183716,0.124777183600713,0.16986322609852,1
"23",3,0.147141029673902,0.0566236342665408,0.059117689000734,0.157486631016043,0.132361599185129,1
"13",20,0.200264138713337,0.0599496029816886,0.0605542456652083,0.201604278074866,0.199147355912062,1
"21",28,0.200609185263917,0.0541525195936961,0.0545465001986741,0.195008912655971,0.211109696403814,1
"7",15,0.202317290552585,0.0773228609625669,0.0824532085561497,0.248128342245989,0.169595110771581,1
"55",59,0.20730831904479,0.0563312678606797,0.0550250686133039,0.24537227478404,0.166072366993936,1
"41",46,0.240054116515293,0.0662122656254421,0.073008724896019,0.213081036610448,0.269274953078875,1
"11",19,0.265111903347197,0.0705384729649436,0.0662646068528421,0.241830065359477,0.288393741334918,1
"5",13,0.285448098916334,0.0668436369295193,0.0696801463373228,0.323826500297089,0.26386024813966,1
"39",44,0.291960136120564,0.0691426105979582,0.0767394344514665,0.32258981976629,0.270754970519676,1
"50",54,0.310160689900628,0.0699383503321584,0.0698146630688427,0.339839572192513,0.277184154020755,1
"53",57,0.312409799834636,0.0878276297050807,0.0851206517399328,0.335446524064171,0.293980420451009,1
"28",34,0.313613099560812,0.0774212715389186,0.0896862729379069,0.371390374331551,0.241391506097388,2
"31",37,0.316125051419169,0.0837155491567256,0.0993469765528589,0.296027501909855,0.339572192513369,2
"15",22,0.328749681690858,0.0791093710211357,0.0821269416857652,0.340017825311943,0.313725490196078,2
"60",9,0.335882378663127,0.0745017015070491,0.0847544711181075,0.391711229946524,0.268887757123051,2
"51",55,0.346017432522623,0.103668606480025,0.108378520748763,0.387943607194944,0.269152778956701,2
"45",5,0.352405103455524,0.0613873579734924,0.0653289724980902,0.391488413547237,0.323092620886739,2
"12",2,0.356244101918842,0.0967442592010067,0.109661056936143,0.411229946524064,0.277692895339954,2
"56",6,0.35745320855615,0.0708597927807487,0.0832261029411764,0.342543077837196,0.376623376623377,2
"44",49,0.358240208244914,0.0702235099453922,0.0694554119344708,0.376926322043969,0.340991487815017,2
"9",17,0.374816644502919,0.0685159672118005,0.0690155255873393,0.386745607333843,0.358116096539626,2
"2",10,0.377545811051693,0.0868220439691029,0.0845354723707664,0.357142857142857,0.395398395721925,2
"34",4,0.378938901621255,0.103765157881334,0.115520674249498,0.493761140819964,0.284993433185947,2
"59",8,0.388067614073806,0.0988935872062807,0.0957362397377878,0.41916906622789,0.320681134406625,3
"4",12,0.396360207778893,0.096414195505891,0.0868566618566618,0.47192513368984,0.373109461344755,3
