"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"1081","A1C57DJF1HCR3Q","0","""24""","""46""","""long""","""1-3""","""24""","""right""","""complex""","""kibagronan"""
"1082","A1C57DJF1HCR3Q","1","""10""","""4""","""long""","""2-2""","""10""","""right""","""complex""","""pakuwugnum"""
"1083","A1C57DJF1HCR3Q","2","""32""","""56""","""short""","""3-5""","""56""","""right""","""simple""","""vatrus"""
"1084","A1C57DJF1HCR3Q","3","""30""","""22""","""long""","""2-4""","""22""","""left""","""simple""","""gaburatum"""
"1085","A1C57DJF1HCR3Q","4","""50""","""39""","""long""","""3-3""","""50""","""left""","""complex""","""mipatorun"""
"1086","A1C57DJF1HCR3Q","5","""36""","""2""","""short""","""2-5""","""2""","""right""","""simple""","""ralex"""
"1087","A1C57DJF1HCR3Q","6","""51""","""16""","""short""","""3-4""","""51""","""right""","""complex""","""bugorn"""
"1088","A1C57DJF1HCR3Q","7","""33""","""29""","""short""","""1-5""","""29""","""left""","""simple""","""lopus"""
"1089","A1C5SQZ045W0L5","0","""53""","""32""","""long""","""5-5""","""53""","""left""","""complex""","""kibagronan"""
"1090","A1C5SQZ045W0L5","1","""8""","""4""","""long""","""2-3""","""8""","""right""","""complex""","""mipatorun"""
"1091","A1C5SQZ045W0L5","2","""31""","""9""","""short""","""2-4""","""9""","""left""","""simple""","""lopus"""
"1092","A1C5SQZ045W0L5","3","""38""","""41""","""long""","""4-5""","""41""","""left""","""simple""","""tupabugorn"""
"1093","A1C5SQZ045W0L5","4","""58""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""vatrus"""
"1094","A1C5SQZ045W0L5","5","""35""","""16""","""long""","""3-5""","""16""","""right""","""simple""","""gaburatum"""
"1095","A1C5SQZ045W0L5","6","""34""","""2""","""short""","""2-2""","""34""","""right""","""complex""","""wugnum"""
"1096","A1C5SQZ045W0L5","7","""43""","""22""","""short""","""2-5""","""43""","""right""","""complex""","""ralex"""
"1097","A1C6NXJ9HFJZMB","0","""12""","""13""","""long""","""1-3""","""13""","""right""","""simple""","""tiburalex"""
"1098","A1C6NXJ9HFJZMB","1","""36""","""9""","""long""","""2-5""","""36""","""left""","""complex""","""gaburatum"""
"1099","A1C6NXJ9HFJZMB","2","""4""","""5""","""long""","""2-2""","""5""","""right""","""simple""","""fepolopus"""
"1100","A1C6NXJ9HFJZMB","3","""54""","""44""","""short""","""1-1""","""54""","""right""","""complex""","""torun"""
"1101","A1C6NXJ9HFJZMB","4","""24""","""16""","""short""","""3-3""","""16""","""left""","""simple""","""bugorn"""
"1102","A1C6NXJ9HFJZMB","5","""21""","""25""","""short""","""5-5""","""21""","""left""","""complex""","""vatrus"""
"1103","A1C6NXJ9HFJZMB","6","""58""","""7""","""long""","""3-4""","""7""","""left""","""simple""","""kibagronan"""
"1104","A1C6NXJ9HFJZMB","7","""35""","""60""","""short""","""3-5""","""60""","""left""","""simple""","""wugnum"""
"1105","A1CA46R2A6TV9W","0","""1""","""40""","""long""","""3-3""","""1""","""left""","""complex""","""binivatrus"""
"1106","A1CA46R2A6TV9W","1","""36""","""28""","""long""","""1-5""","""36""","""left""","""complex""","""fepolopus"""
"1107","A1CA46R2A6TV9W","2","""51""","""2""","""long""","""2-4""","""51""","""right""","""complex""","""tupabugorn"""
"1108","A1CA46R2A6TV9W","3","""26""","""47""","""short""","""4-4""","""47""","""left""","""simple""","""gronan"""
"1109","A1CA46R2A6TV9W","4","""19""","""57""","""short""","""1-1""","""19""","""right""","""complex""","""ratum"""
"1110","A1CA46R2A6TV9W","5","""56""","""15""","""long""","""1-3""","""15""","""left""","""simple""","""pakuwugnum"""
"1111","A1CA46R2A6TV9W","6","""22""","""20""","""short""","""1-2""","""20""","""right""","""simple""","""ralex"""
"1112","A1CA46R2A6TV9W","7","""39""","""4""","""short""","""2-3""","""39""","""right""","""complex""","""torun"""
"1113","A1CMJRFWUGU95S","0","""36""","""5""","""long""","""2-5""","""36""","""left""","""complex""","""gaburatum"""
"1114","A1CMJRFWUGU95S","1","""30""","""12""","""long""","""3-4""","""30""","""left""","""complex""","""pakuwugnum"""
"1115","A1CMJRFWUGU95S","2","""40""","""20""","""short""","""1-3""","""20""","""right""","""simple""","""ralex"""
"1116","A1CMJRFWUGU95S","3","""32""","""38""","""short""","""5-5""","""38""","""right""","""simple""","""gronan"""
"1117","A1CMJRFWUGU95S","4","""44""","""3""","""long""","""1-1""","""3""","""right""","""simple""","""fepolopus"""
"1118","A1CMJRFWUGU95S","5","""11""","""6""","""short""","""2-4""","""6""","""right""","""simple""","""bugorn"""
"1119","A1CMJRFWUGU95S","6","""37""","""34""","""short""","""2-2""","""37""","""left""","""complex""","""vatrus"""
"1120","A1CMJRFWUGU95S","7","""42""","""51""","""long""","""4-4""","""42""","""right""","""complex""","""mipatorun"""
"1121","A1CR8UTNOC98SP","0","""12""","""19""","""long""","""1-3""","""12""","""left""","""complex""","""gaburatum"""
"1122","A1CR8UTNOC98SP","1","""56""","""1""","""long""","""3-3""","""56""","""left""","""complex""","""binivatrus"""
"1123","A1CR8UTNOC98SP","2","""17""","""59""","""long""","""1-2""","""17""","""right""","""complex""","""pakuwugnum"""
"1124","A1CR8UTNOC98SP","3","""47""","""15""","""short""","""1-4""","""47""","""left""","""complex""","""lopus"""
"1125","A1CR8UTNOC98SP","4","""36""","""3""","""short""","""1-5""","""3""","""right""","""simple""","""bugorn"""
"1126","A1CR8UTNOC98SP","5","""5""","""6""","""long""","""2-2""","""5""","""right""","""complex""","""tiburalex"""
"1127","A1CR8UTNOC98SP","6","""31""","""51""","""short""","""4-4""","""51""","""right""","""simple""","""gronan"""
"1128","A1CR8UTNOC98SP","7","""29""","""44""","""short""","""1-1""","""29""","""left""","""complex""","""torun"""
"1129","A1CS1JR0VYAM2T","0","""37""","""34""","""short""","""2-2""","""34""","""right""","""simple""","""wugnum"""
"1130","A1CS1JR0VYAM2T","1","""7""","""49""","""short""","""2-3""","""7""","""right""","""complex""","""ralex"""
"1131","A1CS1JR0VYAM2T","2","""60""","""46""","""short""","""1-3""","""60""","""right""","""complex""","""bugorn"""
"1132","A1CS1JR0VYAM2T","3","""36""","""3""","""long""","""1-5""","""3""","""right""","""simple""","""mipatorun"""
"1133","A1CS1JR0VYAM2T","4","""48""","""12""","""long""","""3-3""","""48""","""left""","""complex""","""gaburatum"""
"1134","A1CS1JR0VYAM2T","5","""25""","""40""","""long""","""3-5""","""40""","""left""","""simple""","""kibagronan"""
"1135","A1CS1JR0VYAM2T","6","""51""","""31""","""long""","""4-4""","""51""","""left""","""complex""","""binivatrus"""
"1136","A1CS1JR0VYAM2T","7","""2""","""28""","""short""","""1-2""","""2""","""left""","""complex""","""lopus"""
"1137","A1CSQ6J2FM4IIF","0","""43""","""14""","""long""","""5-5""","""14""","""left""","""simple""","""binivatrus"""
"1138","A1CSQ6J2FM4IIF","1","""33""","""37""","""long""","""2-5""","""37""","""right""","""simple""","""pakuwugnum"""
"1139","A1CSQ6J2FM4IIF","2","""45""","""49""","""short""","""2-4""","""45""","""left""","""complex""","""ratum"""
"1140","A1CSQ6J2FM4IIF","3","""21""","""57""","""short""","""1-5""","""21""","""left""","""complex""","""ralex"""
"1141","A1CSQ6J2FM4IIF","4","""50""","""46""","""short""","""1-3""","""46""","""left""","""simple""","""gronan"""
"1142","A1CSQ6J2FM4IIF","5","""40""","""5""","""long""","""2-3""","""40""","""right""","""complex""","""fepolopus"""
"1143","A1CSQ6J2FM4IIF","6","""2""","""17""","""long""","""2-2""","""2""","""left""","""complex""","""tupabugorn"""
"1144","A1CSQ6J2FM4IIF","7","""28""","""13""","""short""","""1-1""","""13""","""left""","""simple""","""torun"""
"1145","A1CUTEZJIWM0UU","0","""51""","""41""","""long""","""4-4""","""41""","""right""","""simple""","""pakuwugnum"""
"1146","A1CUTEZJIWM0UU","1","""60""","""17""","""long""","""2-3""","""60""","""right""","""complex""","""gaburatum"""
"1147","A1CUTEZJIWM0UU","2","""20""","""15""","""short""","""1-1""","""15""","""left""","""simple""","""ralex"""
"1148","A1CUTEZJIWM0UU","3","""32""","""13""","""long""","""1-5""","""32""","""right""","""complex""","""fepolopus"""
"1149","A1CUTEZJIWM0UU","4","""53""","""39""","""long""","""3-5""","""39""","""right""","""simple""","""binivatrus"""
"1150","A1CUTEZJIWM0UU","5","""47""","""22""","""short""","""2-4""","""22""","""left""","""simple""","""gronan"""
"1151","A1CUTEZJIWM0UU","6","""18""","""12""","""short""","""3-4""","""12""","""left""","""simple""","""torun"""
"1152","A1CUTEZJIWM0UU","7","""24""","""57""","""short""","""1-3""","""57""","""right""","""simple""","""bugorn"""
"1153","A1CXXG7SJUHRN1","0","""52""","""55""","""long""","""2-5""","""55""","""right""","""simple""","""tupabugorn"""
"1154","A1CXXG7SJUHRN1","1","""25""","""14""","""long""","""5-5""","""25""","""left""","""complex""","""binivatrus"""
"1155","A1CXXG7SJUHRN1","2","""47""","""59""","""short""","""1-4""","""59""","""left""","""simple""","""ralex"""
"1156","A1CXXG7SJUHRN1","3","""21""","""39""","""short""","""3-5""","""39""","""right""","""simple""","""ratum"""
"1157","A1CXXG7SJUHRN1","4","""34""","""19""","""short""","""1-2""","""19""","""right""","""simple""","""wugnum"""
"1158","A1CXXG7SJUHRN1","5","""26""","""42""","""long""","""4-4""","""42""","""right""","""simple""","""fepolopus"""
"1159","A1CXXG7SJUHRN1","6","""56""","""15""","""long""","""1-3""","""15""","""left""","""simple""","""kibagronan"""
"1160","A1CXXG7SJUHRN1","7","""53""","""46""","""short""","""1-5""","""53""","""left""","""complex""","""torun"""
"1161","A1CZAPTKK9FATG","0","""33""","""29""","""long""","""1-5""","""29""","""left""","""simple""","""tupabugorn"""
"1162","A1CZAPTKK9FATG","1","""49""","""4""","""long""","""2-2""","""49""","""right""","""complex""","""fepolopus"""
"1163","A1CZAPTKK9FATG","2","""6""","""15""","""short""","""1-2""","""6""","""right""","""complex""","""vatrus"""
"1164","A1CZAPTKK9FATG","3","""38""","""51""","""long""","""4-5""","""38""","""left""","""complex""","""mipatorun"""
"1165","A1CZAPTKK9FATG","4","""31""","""9""","""short""","""2-4""","""9""","""left""","""simple""","""ralex"""
"1166","A1CZAPTKK9FATG","5","""41""","""12""","""long""","""3-4""","""41""","""left""","""complex""","""kibagronan"""
"1167","A1CZAPTKK9FATG","6","""14""","""16""","""short""","""3-5""","""16""","""right""","""simple""","""wugnum"""
"1168","A1CZAPTKK9FATG","7","""47""","""18""","""short""","""4-4""","""47""","""right""","""complex""","""ratum"""
"1169","A1D05CLZ03L5KH","0","""21""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""mipatorun"""
"1170","A1D05CLZ03L5KH","1","""45""","""22""","""short""","""2-4""","""22""","""right""","""simple""","""wugnum"""
"1171","A1D05CLZ03L5KH","2","""53""","""50""","""short""","""3-5""","""53""","""left""","""complex""","""ratum"""
"1172","A1D05CLZ03L5KH","3","""20""","""19""","""short""","""1-1""","""20""","""right""","""complex""","""ralex"""
"1173","A1D05CLZ03L5KH","4","""1""","""29""","""short""","""1-3""","""1""","""left""","""complex""","""gronan"""
"1174","A1D05CLZ03L5KH","5","""60""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""tupabugorn"""
"1175","A1D05CLZ03L5KH","6","""35""","""49""","""long""","""2-5""","""49""","""right""","""simple""","""fepolopus"""
"1176","A1D05CLZ03L5KH","7","""26""","""47""","""long""","""4-4""","""26""","""left""","""complex""","""binivatrus"""
"1177","A1D0C0LV5259S6","0","""16""","""29""","""long""","""1-3""","""29""","""left""","""simple""","""tupabugorn"""
"1178","A1D0C0LV5259S6","1","""25""","""33""","""long""","""5-5""","""25""","""right""","""complex""","""kibagronan"""
"1179","A1D0C0LV5259S6","2","""41""","""7""","""short""","""3-4""","""7""","""right""","""simple""","""ralex"""
"1180","A1D0C0LV5259S6","3","""24""","""1""","""short""","""3-3""","""1""","""left""","""simple""","""torun"""
"1181","A1D0C0LV5259S6","4","""20""","""44""","""short""","""1-1""","""44""","""left""","""simple""","""lopus"""
"1182","A1D0C0LV5259S6","5","""21""","""28""","""long""","""1-5""","""28""","""right""","""simple""","""binivatrus"""
"1183","A1D0C0LV5259S6","6","""14""","""39""","""long""","""3-5""","""39""","""left""","""simple""","""gaburatum"""
"1184","A1D0C0LV5259S6","7","""43""","""6""","""short""","""2-5""","""6""","""left""","""simple""","""wugnum"""
"1185","A1D1DV3U4A005I","0","""41""","""16""","""long""","""3-4""","""41""","""left""","""complex""","""gaburatum"""
"1186","A1D1DV3U4A005I","1","""45""","""11""","""short""","""4-4""","""45""","""right""","""complex""","""wugnum"""
"1187","A1D1DV3U4A005I","2","""14""","""7""","""short""","""3-5""","""14""","""left""","""complex""","""bugorn"""
"1188","A1D1DV3U4A005I","3","""10""","""22""","""short""","""2-2""","""10""","""right""","""complex""","""lopus"""
"1189","A1D1DV3U4A005I","4","""12""","""15""","""long""","""1-3""","""12""","""left""","""complex""","""mipatorun"""
"1190","A1D1DV3U4A005I","5","""8""","""50""","""short""","""3-3""","""8""","""left""","""complex""","""ralex"""
"1191","A1D1DV3U4A005I","6","""43""","""31""","""long""","""4-5""","""31""","""left""","""simple""","""binivatrus"""
"1192","A1D1DV3U4A005I","7","""35""","""4""","""long""","""2-5""","""4""","""right""","""simple""","""kibagronan"""
"1193","A1D4A0N1ZJ3D6G","0","""30""","""48""","""short""","""3-4""","""30""","""right""","""complex""","""vatrus"""
"1194","A1D4A0N1ZJ3D6G","1","""47""","""42""","""long""","""4-4""","""47""","""right""","""complex""","""kibagronan"""
"1195","A1D4A0N1ZJ3D6G","2","""7""","""16""","""short""","""3-3""","""7""","""left""","""complex""","""ratum"""
"1196","A1D4A0N1ZJ3D6G","3","""31""","""49""","""long""","""2-4""","""49""","""left""","""simple""","""pakuwugnum"""
"1197","A1D4A0N1ZJ3D6G","4","""14""","""33""","""long""","""5-5""","""14""","""left""","""complex""","""mipatorun"""
"1198","A1D4A0N1ZJ3D6G","5","""15""","""20""","""short""","""1-1""","""20""","""right""","""simple""","""lopus"""
"1199","A1D4A0N1ZJ3D6G","6","""11""","""3""","""long""","""1-4""","""3""","""left""","""simple""","""tiburalex"""
"1200","A1D4A0N1ZJ3D6G","7","""22""","""57""","""short""","""1-2""","""57""","""right""","""simple""","""bugorn"""
"1201","A1D5BELP3MD39R","0","""58""","""17""","""short""","""2-4""","""17""","""left""","""simple""","""ratum"""
"1202","A1D5BELP3MD39R","1","""35""","""30""","""short""","""4-5""","""30""","""left""","""simple""","""vatrus"""
"1203","A1D5BELP3MD39R","2","""25""","""38""","""long""","""5-5""","""38""","""right""","""simple""","""pakuwugnum"""
"1204","A1D5BELP3MD39R","3","""50""","""44""","""long""","""1-3""","""50""","""left""","""complex""","""mipatorun"""
"1205","A1D5BELP3MD39R","4","""11""","""19""","""short""","""1-4""","""19""","""left""","""simple""","""gronan"""
"1206","A1D5BELP3MD39R","5","""10""","""2""","""long""","""2-2""","""10""","""right""","""complex""","""tiburalex"""
"1207","A1D5BELP3MD39R","6","""36""","""59""","""long""","""1-5""","""59""","""right""","""simple""","""fepolopus"""
"1208","A1D5BELP3MD39R","7","""14""","""40""","""short""","""3-5""","""40""","""left""","""simple""","""bugorn"""
"1209","A1DAD6EHH6YBQW","0","""18""","""10""","""long""","""2-4""","""18""","""left""","""complex""","""kibagronan"""
"1210","A1DAD6EHH6YBQW","1","""21""","""12""","""short""","""3-5""","""21""","""right""","""complex""","""ratum"""
"1211","A1DAD6EHH6YBQW","2","""42""","""28""","""short""","""1-4""","""42""","""right""","""complex""","""torun"""
"1212","A1DAD6EHH6YBQW","3","""34""","""49""","""short""","""2-2""","""49""","""left""","""simple""","""vatrus"""
"1213","A1DAD6EHH6YBQW","4","""16""","""46""","""long""","""1-3""","""46""","""right""","""simple""","""tiburalex"""
"1214","A1DAD6EHH6YBQW","5","""19""","""29""","""long""","""1-1""","""29""","""right""","""simple""","""tupabugorn"""
"1215","A1DAD6EHH6YBQW","6","""45""","""58""","""long""","""4-4""","""58""","""left""","""simple""","""fepolopus"""
"1216","A1DAD6EHH6YBQW","7","""52""","""26""","""short""","""4-5""","""26""","""left""","""simple""","""wugnum"""
"1217","A1DC8M1858BRWU","0","""14""","""34""","""long""","""2-5""","""14""","""right""","""complex""","""mipatorun"""
"1218","A1DC8M1858BRWU","1","""21""","""7""","""short""","""3-5""","""7""","""left""","""simple""","""ratum"""
"1219","A1DC8M1858BRWU","2","""47""","""29""","""long""","""1-4""","""47""","""left""","""complex""","""fepolopus"""
"1220","A1DC8M1858BRWU","3","""52""","""25""","""short""","""5-5""","""52""","""left""","""complex""","""vatrus"""
"1221","A1DC8M1858BRWU","4","""8""","""22""","""short""","""2-3""","""22""","""right""","""simple""","""bugorn"""
"1222","A1DC8M1858BRWU","5","""4""","""49""","""short""","""2-2""","""4""","""right""","""complex""","""gronan"""
"1223","A1DC8M1858BRWU","6","""38""","""18""","""long""","""4-5""","""38""","""right""","""complex""","""pakuwugnum"""
"1224","A1DC8M1858BRWU","7","""50""","""20""","""long""","""1-3""","""50""","""left""","""complex""","""tiburalex"""
"1225","A1DIBVH001R8SI","0","""20""","""29""","""long""","""1-1""","""20""","""left""","""complex""","""fepolopus"""
"1226","A1DIBVH001R8SI","1","""36""","""32""","""short""","""5-5""","""32""","""right""","""simple""","""bugorn"""
"1227","A1DIBVH001R8SI","2","""34""","""15""","""short""","""1-2""","""34""","""left""","""complex""","""torun"""
"1228","A1DIBVH001R8SI","3","""8""","""44""","""short""","""1-3""","""44""","""right""","""simple""","""gronan"""
"1229","A1DIBVH001R8SI","4","""47""","""6""","""long""","""2-4""","""47""","""right""","""complex""","""tiburalex"""
"1230","A1DIBVH001R8SI","5","""27""","""58""","""short""","""4-5""","""58""","""left""","""simple""","""vatrus"""
"1231","A1DIBVH001R8SI","6","""26""","""41""","""long""","""4-4""","""41""","""right""","""simple""","""pakuwugnum"""
"1232","A1DIBVH001R8SI","7","""43""","""50""","""long""","""3-5""","""50""","""left""","""simple""","""gaburatum"""
"1233","A1DSL2NUBKWU7B","0","""21""","""4""","""long""","""2-5""","""4""","""left""","""simple""","""mipatorun"""
"1234","A1DSL2NUBKWU7B","1","""24""","""10""","""long""","""2-3""","""10""","""left""","""simple""","""kibagronan"""
"1235","A1DSL2NUBKWU7B","2","""54""","""19""","""short""","""1-1""","""54""","""right""","""complex""","""bugorn"""
"1236","A1DSL2NUBKWU7B","3","""11""","""56""","""short""","""3-4""","""11""","""left""","""complex""","""wugnum"""
"1237","A1DSL2NUBKWU7B","4","""43""","""42""","""long""","""4-5""","""42""","""left""","""simple""","""gaburatum"""
"1238","A1DSL2NUBKWU7B","5","""60""","""40""","""long""","""3-3""","""60""","""left""","""complex""","""tiburalex"""
"1239","A1DSL2NUBKWU7B","6","""32""","""53""","""short""","""5-5""","""32""","""left""","""complex""","""lopus"""
"1240","A1DSL2NUBKWU7B","7","""31""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""vatrus"""
"1241","A1DUT0SOZWN4SA","0","""56""","""4""","""short""","""2-3""","""4""","""right""","""simple""","""vatrus"""
"1242","A1DUT0SOZWN4SA","1","""23""","""37""","""short""","""2-4""","""37""","""right""","""simple""","""ralex"""
"1243","A1DUT0SOZWN4SA","2","""9""","""6""","""short""","""2-2""","""9""","""right""","""complex""","""lopus"""
"1244","A1DUT0SOZWN4SA","3","""42""","""15""","""long""","""1-4""","""15""","""right""","""simple""","""pakuwugnum"""
"1245","A1DUT0SOZWN4SA","4","""18""","""24""","""long""","""3-4""","""18""","""left""","""complex""","""mipatorun"""
"1246","A1DUT0SOZWN4SA","5","""39""","""28""","""short""","""1-3""","""39""","""right""","""complex""","""ratum"""
"1247","A1DUT0SOZWN4SA","6","""34""","""20""","""long""","""1-2""","""34""","""left""","""complex""","""tupabugorn"""
"1248","A1DUT0SOZWN4SA","7","""58""","""51""","""long""","""4-4""","""51""","""right""","""simple""","""kibagronan"""
"1249","A1E1XXSCJHEA3T","0","""24""","""8""","""long""","""3-3""","""24""","""right""","""complex""","""kibagronan"""
"1250","A1E1XXSCJHEA3T","1","""21""","""42""","""long""","""4-5""","""21""","""right""","""complex""","""gaburatum"""
"1251","A1E1XXSCJHEA3T","2","""36""","""43""","""long""","""5-5""","""36""","""left""","""complex""","""binivatrus"""
"1252","A1E1XXSCJHEA3T","3","""26""","""28""","""short""","""1-4""","""28""","""right""","""simple""","""torun"""
"1253","A1E1XXSCJHEA3T","4","""25""","""3""","""short""","""1-5""","""25""","""left""","""complex""","""bugorn"""
"1254","A1E1XXSCJHEA3T","5","""52""","""56""","""long""","""3-5""","""52""","""right""","""complex""","""fepolopus"""
"1255","A1E1XXSCJHEA3T","6","""35""","""5""","""short""","""2-5""","""35""","""right""","""complex""","""ralex"""
"1256","A1E1XXSCJHEA3T","7","""41""","""48""","""short""","""3-4""","""41""","""right""","""complex""","""wugnum"""
"1257","A1E2435YAXP7SP","0","""53""","""59""","""long""","""1-5""","""59""","""left""","""simple""","""fepolopus"""
"1258","A1E2435YAXP7SP","1","""58""","""49""","""long""","""2-4""","""58""","""left""","""complex""","""tupabugorn"""
"1259","A1E2435YAXP7SP","2","""32""","""40""","""short""","""3-5""","""40""","""right""","""simple""","""wugnum"""
"1260","A1E2435YAXP7SP","3","""10""","""44""","""long""","""1-2""","""44""","""right""","""simple""","""binivatrus"""
"1261","A1E2435YAXP7SP","4","""37""","""34""","""short""","""2-2""","""37""","""right""","""complex""","""ralex"""
"1262","A1E2435YAXP7SP","5","""56""","""2""","""long""","""2-3""","""56""","""left""","""complex""","""mipatorun"""
"1263","A1E2435YAXP7SP","6","""25""","""5""","""short""","""2-5""","""5""","""right""","""simple""","""ratum"""
"1264","A1E2435YAXP7SP","7","""51""","""24""","""short""","""3-4""","""51""","""left""","""complex""","""gronan"""
"1265","A1E2RDWW4S1K84","0","""26""","""48""","""short""","""3-4""","""48""","""left""","""simple""","""lopus"""
"1266","A1E2RDWW4S1K84","1","""38""","""22""","""short""","""2-5""","""22""","""right""","""simple""","""torun"""
"1267","A1E2RDWW4S1K84","2","""23""","""11""","""long""","""4-4""","""11""","""right""","""simple""","""tupabugorn"""
"1268","A1E2RDWW4S1K84","3","""56""","""2""","""long""","""2-3""","""56""","""left""","""complex""","""binivatrus"""
"1269","A1E2RDWW4S1K84","4","""32""","""14""","""long""","""5-5""","""32""","""right""","""complex""","""pakuwugnum"""
"1270","A1E2RDWW4S1K84","5","""46""","""28""","""short""","""1-1""","""28""","""left""","""simple""","""gronan"""
"1271","A1E2RDWW4S1K84","6","""39""","""1""","""short""","""3-3""","""39""","""right""","""complex""","""ralex"""
"1272","A1E2RDWW4S1K84","7","""35""","""12""","""long""","""3-5""","""12""","""right""","""simple""","""gaburatum"""
"1273","A1E4K9G6ZKPKX4","0","""12""","""46""","""short""","""1-3""","""12""","""right""","""complex""","""lopus"""
"1274","A1E4K9G6ZKPKX4","1","""21""","""18""","""short""","""4-5""","""21""","""left""","""complex""","""gronan"""
"1275","A1E4K9G6ZKPKX4","2","""47""","""22""","""long""","""2-4""","""47""","""left""","""complex""","""tupabugorn"""
"1276","A1E4K9G6ZKPKX4","3","""58""","""26""","""long""","""4-4""","""26""","""right""","""simple""","""mipatorun"""
"1277","A1E4K9G6ZKPKX4","4","""38""","""8""","""long""","""3-5""","""38""","""right""","""complex""","""pakuwugnum"""
"1278","A1E4K9G6ZKPKX4","5","""35""","""59""","""long""","""1-5""","""59""","""left""","""simple""","""tiburalex"""
"1279","A1E4K9G6ZKPKX4","6","""34""","""29""","""short""","""1-2""","""29""","""right""","""simple""","""ratum"""
"1280","A1E4K9G6ZKPKX4","7","""25""","""43""","""short""","""5-5""","""43""","""right""","""simple""","""vatrus"""
"1281","A1E5GKT1DK7QZ","0","""1""","""15""","""long""","""1-3""","""1""","""left""","""complex""","""tiburalex"""
"1282","A1E5GKT1DK7QZ","1","""47""","""11""","""long""","""4-4""","""47""","""left""","""complex""","""fepolopus"""
"1283","A1E5GKT1DK7QZ","2","""25""","""26""","""short""","""4-5""","""25""","""left""","""complex""","""ratum"""
"1284","A1E5GKT1DK7QZ","3","""33""","""52""","""short""","""5-5""","""52""","""right""","""simple""","""wugnum"""
"1285","A1E5GKT1DK7QZ","4","""34""","""4""","""long""","""2-2""","""34""","""left""","""complex""","""tupabugorn"""
"1286","A1E5GKT1DK7QZ","5","""43""","""55""","""short""","""2-5""","""43""","""left""","""complex""","""torun"""
"1287","A1E5GKT1DK7QZ","6","""35""","""20""","""long""","""1-5""","""35""","""right""","""complex""","""kibagronan"""
"1288","A1E5GKT1DK7QZ","7","""18""","""28""","""short""","""1-4""","""28""","""left""","""simple""","""vatrus"""
"1289","A1E9FL4J5CNYE8","0","""27""","""44""","""long""","""1-5""","""27""","""right""","""complex""","""kibagronan"""
"1290","A1E9FL4J5CNYE8","1","""15""","""20""","""short""","""1-1""","""20""","""right""","""simple""","""ralex"""
"1291","A1E9FL4J5CNYE8","2","""32""","""25""","""short""","""5-5""","""32""","""left""","""complex""","""vatrus"""
"1292","A1E9FL4J5CNYE8","3","""53""","""23""","""long""","""4-5""","""23""","""right""","""simple""","""fepolopus"""
"1293","A1E9FL4J5CNYE8","4","""4""","""13""","""long""","""1-2""","""13""","""right""","""simple""","""pakuwugnum"""
"1294","A1E9FL4J5CNYE8","5","""33""","""9""","""short""","""2-5""","""33""","""left""","""complex""","""torun"""
"1295","A1E9FL4J5CNYE8","6","""40""","""5""","""short""","""2-3""","""5""","""right""","""simple""","""bugorn"""
"1296","A1E9FL4J5CNYE8","7","""11""","""49""","""long""","""2-4""","""11""","""left""","""complex""","""gaburatum"""
"1297","A1EEE73P69EIBZ","0","""25""","""18""","""short""","""4-5""","""18""","""left""","""simple""","""wugnum"""
"1298","A1EEE73P69EIBZ","1","""9""","""57""","""long""","""1-2""","""57""","""left""","""simple""","""fepolopus"""
"1299","A1EEE73P69EIBZ","2","""14""","""17""","""long""","""2-5""","""17""","""right""","""simple""","""binivatrus"""
"1300","A1EEE73P69EIBZ","3","""31""","""7""","""short""","""3-4""","""7""","""right""","""simple""","""ratum"""
"1301","A1EEE73P69EIBZ","4","""56""","""16""","""long""","""3-3""","""56""","""right""","""complex""","""tiburalex"""
"1302","A1EEE73P69EIBZ","5","""27""","""54""","""short""","""1-5""","""54""","""right""","""simple""","""torun"""
"1303","A1EEE73P69EIBZ","6","""55""","""34""","""short""","""2-2""","""55""","""left""","""complex""","""bugorn"""
"1304","A1EEE73P69EIBZ","7","""24""","""5""","""long""","""2-3""","""5""","""right""","""simple""","""kibagronan"""
"1305","A1EFW9P6ZTN89R","0","""25""","""19""","""long""","""1-5""","""19""","""left""","""simple""","""gaburatum"""
"1306","A1EFW9P6ZTN89R","1","""40""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""lopus"""
"1307","A1EFW9P6ZTN89R","2","""17""","""59""","""short""","""1-2""","""59""","""right""","""simple""","""wugnum"""
"1308","A1EFW9P6ZTN89R","3","""21""","""10""","""long""","""2-5""","""10""","""right""","""simple""","""mipatorun"""
"1309","A1EFW9P6ZTN89R","4","""56""","""4""","""short""","""2-3""","""56""","""left""","""complex""","""bugorn"""
"1310","A1EFW9P6ZTN89R","5","""11""","""49""","""long""","""2-4""","""11""","""right""","""complex""","""binivatrus"""
"1311","A1EFW9P6ZTN89R","6","""24""","""50""","""short""","""3-3""","""24""","""right""","""complex""","""ralex"""
"1312","A1EFW9P6ZTN89R","7","""42""","""58""","""long""","""4-4""","""58""","""right""","""simple""","""kibagronan"""
"1313","A1EH9BPKYXFBS5","0","""51""","""56""","""short""","""3-4""","""51""","""right""","""complex""","""bugorn"""
