subid ,trialnum,critORfill,word,pic1,pic2,pic1c,pic2c,side,chosenpic,response,trialtype,predicted response,date,time,birthdate,age ,male,exclusion ,trunc_age
111613-7,7,critical,tupabugorn,51,22,C,S,L,51,C,L,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,8,critical,tibu,57,38,S,C,L,57,S,S,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,9,critical,fepo,44,31,S,C,L,44,S,S,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,10,critical,paku,3,53,S,C,L,3,S,S,C,11/16/13,14:40,4/21/08,5.57,0,-,5
111613-7,11,critical,gaburatum,13,25,S,C,L,13,S,L,I,11/16/13,14:41,4/21/08,5.57,0,-,5
111613-7,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,14:41,4/21/08,5.57,0,-,5
111613-8,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,,11/29/07,5.97,0,-,5
111613-8,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,,11/29/07,5.97,0,-,5
111613-8,3,critical,tupabugorn,43,20,C,S,R,20,S,L,I,11/16/13,,11/29/07,5.97,0,-,5
111613-8,4,critical,gabu,3,23,S,C,L,3,S,S,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,5,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,,11/29/07,5.97,0,-,5
111613-8,6,critical,paku,54,25,S,C,L,54,S,S,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,7,critical,bapi,37,36,S,C,L,37,S,S,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,8,critical,tiburalex,29,33,S,C,R,33,C,L,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,,11/29/07,5.97,0,-,5
111613-8,10,critical,mipatorun,6,51,S,C,R,51,C,L,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,11,critical,fepo,28,35,S,C,L,28,S,S,C,11/16/13,,11/29/07,5.97,0,-,5
111613-8,12,critical,kibagronan,22,52,S,C,R,52,C,L,C,11/16/13,,11/29/07,5.97,0,-,5
111613-9,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/16/13,15:18,12/27/07,5.89,1,-,5
111613-9,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/16/13,15:18,12/27/07,5.89,1,-,5
111613-9,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,4,critical,tupa,27,29,C,S,L,27,C,S,I,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,5,critical,tiburalex,20,43,S,C,R,43,C,L,C,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,7,critical,gaburatum,18,28,C,S,L,18,C,L,C,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,8,critical,paku,31,54,C,S,R,54,S,S,C,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,9,critical,fepolopus,22,36,S,C,R,36,C,L,C,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,10,critical,bapi,46,23,S,C,R,23,C,S,I,11/16/13,15:19,12/27/07,5.89,1,-,5
111613-9,11,critical,kiba,53,57,C,S,L,53,C,S,I,11/16/13,15:20,12/27/07,5.89,1,-,5
111613-9,12,critical,mipatorun,6,38,S,C,R,38,C,L,C,11/16/13,15:20,12/27/07,5.89,1,-,5
112313-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/23/13,,8/27/08,5.24,0,-,5
112313-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/23/13,11:39,8/27/08,5.24,0,-,5
112313-1,3,critical,fepo,32,54,C,S,R,54,S,S,C,11/23/13,11:40,8/27/08,5.24,0,hard case,5
112313-1,4,critical,tiburalex,46,51,S,C,R,51,C,L,C,11/23/13,11:40,8/27/08,5.24,0,hard case,5
112313-1,5,critical,kibagronan,31,37,C,S,L,31,C,L,C,11/23/13,11:41,8/27/08,5.24,0,har d case,5
112313-1,6,critical,tupabugorn,28,35,S,C,L,28,S,L,I,11/23/13,11:41,8/27/08,5.24,0,-,5
112313-1,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/23/13,11:41,8/27/08,5.24,0,-,5
112313-1,8,critical,pakuwugnum,27,22,C,S,L,27,C,L,C,11/23/13,11:41,8/27/08,5.24,0,-,5
112313-1,9,critical,gabu,43,44,C,S,R,44,S,S,C,11/23/13,11:42,8/27/08,5.24,0,-,5
112313-1,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/23/13,11:42,8/27/08,5.24,0,-,5
112313-1,11,critical,mipa,29,25,S,C,R,25,C,S,I,11/23/13,11:42,8/27/08,5.24,0,-,5
112313-1,12,critical,bapi,36,15,C,S,L,36,C,S,I,11/23/13,11:42,8/27/08,5.24,0,-,5
112313-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/23/13,12:15,6/27/08,5.41,0,-,5
112313-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/23/13,12:15,6/27/08,5.41,0,-,5
112313-3,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/23/13,12:15,6/27/08,5.41,0,-,5
112313-3,4,critical,tiburalex,31,13,C,S,L,31,C,L,C,11/23/13,12:16,6/27/08,5.41,0,-,5
112313-3,5,critical,bapi,46,52,S,C,R,52,C,S,I,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,6,critical,tupabugorn,22,38,S,C,L,22,S,L,I,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,7,critical,gabu,3,43,S,C,R,43,C,S,I,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,8,critical,pakuwugnum,33,57,C,S,L,33,C,L,C,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,10,critical,mipa,44,36,S,C,R,36,C,S,I,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,11,critical,kibagronan,14,37,C,S,L,14,C,L,C,11/23/13,12:17,6/27/08,5.41,0,-,5
112313-3,12,critical,fepo,28,18,S,C,R,18,C,S,I,11/23/13,12:18,6/27/08,5.41,0,-,5
112313-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,3,critical,fepo,54,35,S,C,R,35,C,S,I,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,4,critical,bapi,13,31,S,C,L,13,S,S,C,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,5,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,6,critical,tiburalex,37,25,S,C,L,37,S,L,I,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,7,critical,gabu,14,6,C,S,L,14,C,S,I,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,8,critical,kibagronan,53,28,C,S,L,53,C,L,C,11/23/13,13:08,8/19/08,5.26,0,-,5
112313-5,9,critical,tupabugorn,51,15,C,S,R,15,S,L,I,11/23/13,13:09,8/19/08,5.26,0,-,5
112313-5,10,critical,pakuwugnum,46,27,S,C,R,27,C,L,C,11/23/13,13:09,8/19/08,5.26,0,-,5
112313-5,11,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,11/23/13,13:09,8/19/08,5.26,0,-,5
112313-5,12,critical,mipa,20,52,S,C,L,20,S,S,C,11/23/13,13:09,8/19/08,5.26,0,-,5
11314-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,8:38,3/12/10,3.84,0,-,3
11314-1,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,8:39,3/12/10,3.84,0,load,3
11314-1,4,critical,kiba,44,38,S,C,R,38,C,S,I,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,5,critical,tupabugorn,13,53,S,C,R,53,C,L,C,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,6,critical,gaburatum,52,20,C,S,L,52,C,L,C,1/13/14,8:39,3/12/10,3.84,0,Click-switch,3
11314-1,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,8,critical,mipa,27,3,C,S,L,27,C,S,I,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,9,critical,bapi,54,33,S,C,L,54,S,S,C,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,10,critical,paku,43,22,C,S,L,43,C,S,I,1/13/14,8:39,3/12/10,3.84,0,-,3
11314-1,11,critical,tiburalex,36,6,C,S,L,36,C,L,C,1/13/14,8:40,3/12/10,3.84,0,-,3
11314-1,12,critical,fepolopus,32,28,C,S,L,32,C,L,C,1/13/14,8:40,3/12/10,3.84,0,-,3
11314-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,8:48,11/25/08,5.13,0,-,5
11314-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,8:49,11/25/08,5.13,0,-,5
11314-2,3,critical,bapi,13,31,S,C,R,31,C,S,I,1/13/14,8:49,11/25/08,5.13,0,-,5
11314-2,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,8:49,11/25/08,5.13,0,-,5
11314-2,5,critical,paku,20,36,S,C,L,20,S,S,C,1/13/14,8:49,11/25/08,5.13,0,-,5
11314-2,6,critical,gaburatum,15,14,S,C,R,14,C,L,C,1/13/14,8:49,11/25/08,5.13,0,-,5
11314-2,7,critical,mipa,35,6,C,S,R,6,S,S,C,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-2,8,critical,tiburalex,3,27,S,C,R,27,C,L,C,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-2,9,critical,kibagronan,29,18,S,C,L,29,S,L,I,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-2,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-2,11,critical,fepo,19,53,S,C,R,53,C,S,I,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-2,12,critical,tupabugorn,23,28,C,S,L,23,C,L,C,1/13/14,8:50,11/25/08,5.13,0,-,5
11314-3,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,9:02,1/18/10,3.99,1,-,3
11314-3,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,9:02,1/18/10,3.99,1,load,3
11314-3,3,critical,tupa,6,36,S,C,L,6,S,S,C,1/13/14,9:02,1/18/10,3.99,1,-,3
11314-3,4,critical,mipa,35,3,C,S,L,35,C,S,I,1/13/14,9:02,1/18/10,3.99,1,-,3
11314-3,5,critical,tibu,19,23,S,C,R,23,C,S,I,1/13/14,9:02,1/18/10,3.99,1,-,3
11314-3,6,critical,gabu,14,59,C,S,L,14,C,S,I,1/13/14,9:02,1/18/10,3.99,1,-,3
11314-3,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,9:03,1/18/10,3.99,1,load,3
11314-3,8,critical,kibagronan,44,27,S,C,L,44,S,L,I,1/13/14,9:03,1/18/10,3.99,1,-,3
11314-3,9,critical,bapidokum,51,54,C,S,R,54,S,L,I,1/13/14,9:03,1/18/10,3.99,1,-,3
11314-3,10,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,9:03,1/18/10,3.99,1,load,3
11314-3,11,critical,fepolopus,31,37,C,S,L,31,C,L,C,1/13/14,9:03,1/18/10,3.99,1,-,3
11314-3,12,critical,pakuwugnum,20,43,S,C,R,43,C,L,C,1/13/14,9:03,1/18/10,3.99,1,-,3
11314-4,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,9:11,12/2/08,5.11,1,-,5
11314-4,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,9:11,12/2/08,5.11,1,-,5
11314-4,3,critical,tibu,38,46,C,S,L,38,C,S,I,1/13/14,9:11,12/2/08,5.11,1,-,5
11314-4,4,critical,tupabugorn,36,19,C,S,R,19,S,L,I,1/13/14,9:11,12/2/08,5.11,1,-,5
11314-4,5,critical,gaburatum,22,18,S,C,L,22,S,L,I,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,6,critical,mipatorun,43,3,C,S,L,43,C,L,C,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,7,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,8,critical,fepo,33,6,C,S,R,6,S,S,C,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,9,critical,bapidokum,52,28,C,S,L,52,C,L,C,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,10,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,11,critical,kiba,51,44,C,S,R,44,S,S,C,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-4,12,critical,paku,20,27,S,C,R,27,C,S,I,1/13/14,9:12,12/2/08,5.11,1,-,5
11314-5,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,9:27,8/31/10,3.37,1,-,3
11314-5,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,9:27,8/31/10,3.37,1,-,3
11314-5,3,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,4,critical,mipatorun,6,32,S,C,R,32,C,L,C,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,5,critical,pakuwugnum,28,43,S,C,R,43,C,L,C,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,6,critical,tupabugorn,51,59,C,S,L,51,C,L,C,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,7,critical,gaburatum,37,35,S,C,L,37,S,L,I,1/13/14,9:28,8/31/10,3.37,1,Click-through,3
11314-5,8,critical,bapi,14,46,C,S,L,14,C,S,I,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,9,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,10,critical,tibu,29,53,S,C,R,53,C,S,I,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,11,critical,kiba,13,38,S,C,L,13,S,S,C,1/13/14,9:28,8/31/10,3.37,1,-,3
11314-5,12,critical,fepo,18,15,C,S,L,18,C,S,I,1/13/14,9:29,8/31/10,3.37,1,-,3
11314-6,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,9:35,1/30/10,3.95,1,-,3
11314-6,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,9:35,1/30/10,3.95,1,-,3
11314-6,3,critical,mipatorun,43,13,C,S,L,43,C,L,C,1/13/14,9:35,1/30/10,3.95,1,-,3
11314-6,4,critical,paku,15,52,S,C,R,52,C,S,I,1/13/14,9:35,1/30/10,3.95,1,-,3
11314-6,5,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,6,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,7,critical,bapidokum,53,37,C,S,L,53,C,L,C,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,8,critical,tiburalex,57,14,S,C,R,14,C,L,C,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,9,critical,fepo,3,31,S,C,R,31,C,S,I,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,10,critical,tupabugorn,29,36,S,C,R,36,C,L,C,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,11,critical,gabu,33,6,C,S,L,33,C,S,I,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-6,12,critical,kiba,35,46,C,S,R,46,S,S,C,1/13/14,9:36,1/30/10,3.95,1,-,3
11314-7,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/13/14,10:58,6/10/10,3.59,0,-,3
11314-7,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/13/14,10:58,6/10/10,3.59,0,-,3
11314-7,3,critical,tupabugorn,38,28,C,S,L,38,C,L,C,1/13/14,10:58,6/10/10,3.59,0,-,3
11314-7,4,critical,paku,18,44,C,S,R,44,S,S,C,1/13/14,10:58,6/10/10,3.59,0,-,3
11314-7,5,critical,mipa,6,52,S,C,R,52,C,S,I,1/13/14,10:59,6/10/10,3.59,0,-,3
11314-7,6,critical,kiba,57,23,S,C,L,57,S,S,C,1/13/14,10:59,6/10/10,3.59,0,-,3
11314-7,7,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/13/14,10:59,6/10/10,3.59,0,-,3
11314-7,8,critical,bapidokum,27,37,C,S,L,27,C,L,C,1/13/14,10:59,6/10/10,3.59,0,-,3
11314-7,9,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/13/14,10:59,6/10/10,3.59,0,-,3
11314-7,10,critical,fepo,59,32,S,C,L,59,S,S,C,1/13/14,10:59,6/10/10,3.59,0,Click-switch,3
11314-7,11,critical,gaburatum,22,35,S,C,R,35,C,L,C,1/13/14,11:00,6/10/10,3.59,0,-,3
11314-7,12,critical,tiburalex,29,53,S,C,R,53,C,L,C,1/13/14,11:00,6/10/10,3.59,0,-,3
11514-1,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/15/14,9:40,7/13/10,3.51,1,-,3
11514-1,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/15/14,9:40,7/13/10,3.51,1,-,3
11514-1,3,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/15/14,9:40,7/13/10,3.51,1,-,3
11514-1,4,critical,mipa,20,35,S,C,L,20,S,S,C,1/15/14,9:40,7/13/10,3.51,1,-,3
11514-1,5,critical,fepolopus,28,33,S,C,L,28,S,L,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,6,critical,tiburalex,18,57,C,S,R,57,S,L,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,7,critical,bapi,27,59,C,S,R,59,S,S,C,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,8,critical,tupa,44,32,S,C,R,32,C,S,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,9,critical,gabu,53,19,C,S,L,53,C,S,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,10,critical,kibagronan,25,6,C,S,R,6,S,L,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,11,critical,pakuwugnum,52,3,C,S,R,3,S,L,I,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-1,12,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/15/14,9:41,7/13/10,3.51,1,-,3
11514-2,1,filler,banana,101,102,NA,NA,R,102,Y,NA,NA,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,2,filler,shoe,103,104,NA,NA,L,103,Y,NA,NA,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,3,critical,tibu,18,46,C,S,R,46,S,S,C,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,4,filler,bicycle,107,108,NA,NA,R,108,Y,NA,NA,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,5,critical,mipa,38,28,C,S,L,38,C,S,I,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,6,critical,pakuwugnum,19,53,S,C,R,53,C,L,C,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,7,critical,bapidokum,20,31,S,C,L,20,S,L,I,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,8,critical,tupa,57,32,S,C,L,57,S,S,C,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,9,critical,gabu,52,29,C,S,L,52,C,S,I,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,10,critical,fepolopus,14,37,C,S,L,14,C,L,C,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,11,critical,kibagronan,59,35,S,C,L,59,S,L,I,1/15/14,11:43,5/12/10,3.68,1,-,3
11514-2,12,filler,dog,105,106,NA,NA,L,105,Y,NA,NA,1/15/14,11:44,5/12/10,3.68,1,-,3
