"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word","criticalSimple_c.norms","criticalComplicated_c.norms","criticalSimple_rt.norms","criticalComplicated_rt.norms","c.ratio","rt.ratio"
"889","2","0","2-7","2-4","""short""","""2-2""","""2-4""","""left""","""simple""","""gronan""",0.409232560903149,0.498480635229298,7.29336768842468,7.25324083665048,0.820959796592509,1.00553226518709
"890","2","1","5-2","4-5","""long""","""4-5""","""5-2""","""right""","""complex""","""gaburatum""",0.60023659050397,0.732388591800357,7.45011405562092,7.40911860957558,0.819560267901592,1.00553310700039
"891","2","2","1-6","1-1","""long""","""1-1""","""1-1""","""left""","""simple""","""pakuwugnum""",0.198905525846702,0.096151633986928,7.04719236357878,7.07781498740677,2.06866506162281,0.995673435391788
"892","2","3","3-1","1-7","""short""","""1-3""","""1-7""","""left""","""simple""","""torun""",0.226620320855615,0.589474738918958,7.21094692940482,7.26311607655564,0.384444499303254,0.99281724997908
"893","2","4","5-5","1-2","""short""","""1-5""","""5-5""","""right""","""complex""","""bugorn""",0.067770971422087,0.654049197860962,7.12566153316537,7.41937065134264,0.103617543823506,0.960413203224438
"894","2","5","3-3","3-6","""long""","""3-3""","""3-3""","""right""","""complex""","""binivatrus""",0.52237068011997,0.437312451087946,7.37717323948312,7.35231805220081,1.19450218904222,1.00338059195832
"895","2","6","4-4","1-8","""short""","""1-4""","""1-8""","""left""","""simple""","""ralex""",0.213287175157144,0.599862745098039,7.15638039732531,7.44415965744716,0.355559962508232,0.961341605585534
"896","2","7","5-8","2-3","""long""","""2-5""","""2-3""","""right""","""simple""","""fepolopus""",0.393164349376114,0.627812012463534,7.2537688186413,7.5809576218774,0.6262453434641,0.956840702777194
"897","20","0","5-8","3-5","""long""","""3-5""","""5-8""","""right""","""complex""","""binivatrus""",0.545940690325717,0.627812012463534,7.38057144653556,7.5809576218774,0.869592616081757,0.973567168511329
"898","20","1","4-1","1-7","""long""","""1-4""","""4-1""","""left""","""complex""","""tiburalex""",0.226620320855615,0.559609180035651,7.21094692940482,7.47238209549203,0.404961764281954,0.965013142697169
"899","20","2","2-6","2-4","""short""","""2-2""","""2-4""","""right""","""simple""","""bugorn""",0.409232560903149,0.362726450020568,7.29336768842468,7.30024971724876,1.12821262656733,0.999057288573592
"900","20","3","1-4","1-6","""long""","""1-1""","""1-6""","""right""","""simple""","""pakuwugnum""",0.096151633986928,0.205391265597148,7.07781498740677,7.106017880143,0.468138865142974,0.996031125559782
"901","20","4","2-7","1-3","""short""","""1-2""","""1-3""","""left""","""simple""","""ratum""",0.240463209407226,0.498480635229298,7.12022004272548,7.25324083665048,0.482392278481619,0.981660502260886
"902","20","5","5-5","5-2","""long""","""5-5""","""5-2""","""right""","""simple""","""mipatorun""",0.732388591800357,0.654049197860962,7.40911860957558,7.41937065134264,1.11977599574405,0.998618206011152
"903","20","6","3-3","3-1","""short""","""3-3""","""3-1""","""right""","""simple""","""lopus""",0.589474738918958,0.437312451087946,7.26311607655564,7.35231805220081,1.34794867480325,0.987867503145016
"904","20","7","4-2","2-8","""short""","""2-4""","""2-8""","""right""","""simple""","""gronan""",0.388259920156472,0.601591200602591,7.14928546016887,7.38357413673939,0.645388296516915,0.968268934227295
"905","200","0","1-5","1-2","""short""","""1-1""","""1-5""","""left""","""complex""","""vatrus""",0.067770971422087,0.171708853238265,7.12566153316537,7.13330511343712,0.394685365046654,0.998928465816308
"906","200","1","5-8","5-6","""short""","""5-5""","""5-6""","""left""","""simple""","""ratum""",0.598802900536869,0.627812012463534,7.46635694988485,7.5809576218774,0.953793314956123,0.984883087637658
"907","200","2","2-6","1-3","""short""","""1-2""","""1-3""","""right""","""simple""","""torun""",0.240463209407226,0.362726450020568,7.12022004272548,7.30024971724876,0.662932657360914,0.975339244341476
"908","200","3","4-2","3-8","""long""","""3-4""","""3-8""","""left""","""simple""","""tupabugorn""",0.592708884510742,0.601591200602591,7.37820860586072,7.38357413673939,0.985235295857134,0.999273315229277
"909","200","4","2-3","2-1","""short""","""2-2""","""2-1""","""right""","""simple""","""ralex""",0.396717626087868,0.393164349376114,7.25000948926994,7.2537688186413,1.00903763710365,0.999481741220964
"910","200","5","3-4","2-5","""long""","""2-3""","""2-5""","""right""","""simple""","""kibagronan""",0.365537163309983,0.454706120023767,7.28993416391881,7.34365297144576,0.803897610374975,0.992685001900849
"911","200","6","5-1","4-7","""long""","""4-5""","""5-1""","""right""","""complex""","""fepolopus""",0.596326967150497,0.643812070282658,7.40403330391097,7.55152734409631,0.926243844556513,0.980468316743811
"912","200","7","3-7","3-4","""long""","""3-3""","""3-4""","""left""","""simple""","""pakuwugnum""",0.454706120023767,0.491521184697655,7.34365297144576,7.4576421040624,0.925099739705963,0.984715124294508
"913","201","0","3-6","2-4","""short""","""2-3""","""3-6""","""right""","""complex""","""vatrus""",0.409232560903149,0.52237068011997,7.29336768842468,7.37717323948312,0.783414108941112,0.988639883009673
"914","201","1","5-4","2-1","""long""","""2-5""","""5-4""","""left""","""complex""","""tupabugorn""",0.396717626087868,0.614266488413547,7.25000948926994,7.52245949482209,0.645839604749499,0.963781791614872
"915","201","2","3-1","3-2","""long""","""3-3""","""3-2""","""left""","""simple""","""pakuwugnum""",0.500260812458955,0.589474738918958,7.34357497749828,7.26311607655564,0.848655216975688,1.01107773854838
"916","201","3","4-3","1-7","""long""","""1-4""","""1-7""","""right""","""simple""","""gaburatum""",0.226620320855615,0.59194499618029,7.21094692940482,7.51389426853832,0.382840166430924,0.959681713861482
"917","201","4","5-2","4-3","""short""","""4-5""","""5-2""","""left""","""complex""","""gronan""",0.59194499618029,0.732388591800357,7.51389426853832,7.40911860957558,0.808238963314777,1.01414144711185
"918","201","5","4-7","3-6","""short""","""3-4""","""4-7""","""right""","""complex""","""torun""",0.52237068011997,0.596326967150497,7.37717323948312,7.40403330391097,0.875980307608892,0.996372238842624
"919","201","6","1-5","1-8","""long""","""1-1""","""1-5""","""right""","""complex""","""fepolopus""",0.213287175157144,0.171708853238265,7.15638039732531,7.13330511343712,1.24214431076064,1.00323486567885
"920","201","7","3-8","1-5","""short""","""1-3""","""3-8""","""left""","""complex""","""ralex""",0.171708853238265,0.592708884510742,7.13330511343712,7.37820860586072,0.289701837994219,0.966807187827535
"921","202","0","5-4","3-8","""short""","""3-5""","""5-4""","""left""","""complex""","""lopus""",0.592708884510742,0.614266488413547,7.37820860586072,7.52245949482209,0.964905127807832,0.980823972656727
"922","202","1","3-8","3-7","""short""","""3-3""","""3-8""","""left""","""complex""","""ralex""",0.491521184697655,0.592708884510742,7.4576421040624,7.37820860586072,0.829279259249482,1.01076595992943
"923","202","2","5-2","2-3","""short""","""2-5""","""5-2""","""right""","""complex""","""torun""",0.393164349376114,0.732388591800357,7.2537688186413,7.40911860957558,0.536824786428797,0.979032621945948
"924","202","3","4-5","2-2","""long""","""2-4""","""4-5""","""left""","""complex""","""kibagronan""",0.400489205783323,0.60023659050397,7.22323860108545,7.45011405562092,0.667218913540517,0.969547385067978
"925","202","4","3-7","1-1","""long""","""1-3""","""3-7""","""right""","""complex""","""binivatrus""",0.198905525846702,0.491521184697655,7.04719236357878,7.4576421040624,0.404673352927917,0.944962531755173
"926","202","5","5-1","4-5","""short""","""4-5""","""4-5""","""left""","""simple""","""wugnum""",0.60023659050397,0.643812070282658,7.45011405562092,7.55152734409631,0.932316460361551,0.986570493112937
"927","202","6","1-3","1-6","""long""","""1-1""","""1-3""","""right""","""complex""","""gaburatum""",0.096151633986928,0.240463209407226,7.07781498740677,7.12022004272548,0.39986006268466,0.994044417860086
"928","202","7","4-6","3-4","""long""","""3-4""","""4-6""","""left""","""complex""","""tupabugorn""",0.454706120023767,0.614648336563144,7.34365297144576,7.4808403912451,0.739782560164879,0.981661496219076
"929","203","0","4-3","3-1","""long""","""3-4""","""3-1""","""left""","""simple""","""pakuwugnum""",0.589474738918958,0.59194499618029,7.26311607655564,7.51389426853832,0.995826880407348,0.966624737716536
"930","203","1","4-2","4-8","""short""","""4-4""","""4-8""","""left""","""simple""","""gronan""",0.59644761338879,0.601591200602591,7.48492849833601,7.38357413673939,0.99145002917488,1.01372700533909
"931","203","2","4-4","2-7","""short""","""2-4""","""2-7""","""right""","""simple""","""torun""",0.498480635229298,0.599862745098039,7.25324083665048,7.44415965744716,0.830991154731285,0.974353207133906
"932","203","3","5-7","5-2","""short""","""5-5""","""5-7""","""right""","""complex""","""ralex""",0.732388591800357,0.657452317290553,7.40911860957558,7.53194766740618,1.11397978612141,0.983692258197421
"933","203","4","1-5","1-6","""short""","""1-1""","""1-5""","""left""","""complex""","""bugorn""",0.096151633986928,0.171708853238265,7.07781498740677,7.13330511343712,0.559968995037821,0.992220979595304
"934","203","5","3-6","1-5","""long""","""1-3""","""3-6""","""right""","""complex""","""fepolopus""",0.171708853238265,0.52237068011997,7.13330511343712,7.37717323948312,0.328710740807332,0.966942876610135
"935","203","6","5-1","1-4","""long""","""1-5""","""5-1""","""right""","""complex""","""gaburatum""",0.205391265597148,0.643812070282658,7.106017880143,7.55152734409631,0.319023632947691,0.941004058695278
"936","203","7","5-8","4-3","""long""","""4-5""","""4-3""","""right""","""simple""","""binivatrus""",0.59194499618029,0.627812012463534,7.51389426853832,7.5809576218774,0.942869815213471,0.991153709506891
"937","204","0","3-7","3-5","""short""","""3-3""","""3-5""","""left""","""simple""","""ralex""",0.545940690325717,0.491521184697655,7.38057144653556,7.4576421040624,1.11071650077816,0.98966554623413
"938","204","1","5-1","2-2","""long""","""2-5""","""2-2""","""right""","""simple""","""tupabugorn""",0.400489205783323,0.643812070282658,7.22323860108545,7.55152734409631,0.622059175758375,0.956526841782873
"939","204","2","2-8","1-7","""short""","""1-2""","""1-7""","""left""","""simple""","""gronan""",0.226620320855615,0.388259920156472,7.21094692940482,7.14928546016887,0.583681984904043,1.0086248436406
"940","204","3","3-5","2-8","""short""","""2-3""","""2-8""","""right""","""simple""","""wugnum""",0.388259920156472,0.545940690325717,7.14928546016887,7.38057144653556,0.711176006911721,0.968662861942044
"941","204","4","5-6","4-3","""long""","""4-5""","""4-3""","""right""","""simple""","""mipatorun""",0.59194499618029,0.598802900536869,7.51389426853832,7.46635694988485,0.988547309389399,1.00636686927407
"942","204","5","5-2","5-4","""long""","""5-5""","""5-2""","""left""","""complex""","""fepolopus""",0.614266488413547,0.732388591800357,7.52245949482209,7.40911860957558,0.838716625696692,1.01529748560106
"943","204","6","4-4","4-1","""short""","""4-4""","""4-4""","""left""","""complex""","""vatrus""",0.559609180035651,0.599862745098039,7.47238209549203,7.44415965744716,0.93289537416462,1.00379121880018
"944","204","7","5-3","3-6","""long""","""3-5""","""5-3""","""right""","""complex""","""gaburatum""",0.52237068011997,0.650860276977924,7.37717323948312,7.49631198228932,0.802584976525903,0.984107019146525
"945","205","0","5-8","3-1","""short""","""3-5""","""3-1""","""left""","""simple""","""vatrus""",0.589474738918958,0.627812012463534,7.26311607655564,7.5809576218774,0.938935106714284,0.95807369448887
"946","205","1","5-1","4-7","""short""","""4-5""","""4-7""","""right""","""simple""","""bugorn""",0.596326967150497,0.643812070282658,7.40403330391097,7.55152734409631,0.926243844556513,0.980468316743811
"947","205","2","5-5","2-8","""short""","""2-5""","""2-8""","""left""","""simple""","""ratum""",0.388259920156472,0.654049197860962,7.14928546016887,7.41937065134264,0.5936249466038,0.963597290947461
"948","205","3","3-4","2-5","""long""","""2-3""","""2-5""","""right""","""simple""","""pakuwugnum""",0.365537163309983,0.454706120023767,7.28993416391881,7.34365297144576,0.803897610374975,0.992685001900849
"949","205","4","4-6","4-4","""short""","""4-4""","""4-6""","""left""","""complex""","""gronan""",0.599862745098039,0.614648336563144,7.44415965744716,7.4808403912451,0.975944632750851,0.995096709476536
"950","205","5","4-2","3-3","""long""","""3-4""","""4-2""","""left""","""complex""","""fepolopus""",0.437312451087946,0.601591200602591,7.35231805220081,7.38357413673939,0.726926275932738,0.995766808328902
"951","205","6","3-7","3-6","""long""","""3-3""","""3-6""","""left""","""simple""","""mipatorun""",0.52237068011997,0.491521184697655,7.37717323948312,7.4576421040624,1.06276330783441,0.989209878476812
"952","205","7","5-3","1-2","""long""","""1-5""","""5-3""","""right""","""complex""","""tiburalex""",0.067770971422087,0.650860276977924,7.12566153316537,7.49631198228932,0.10412522290769,0.950555626553478
"953","206","0","1-7","1-4","""short""","""1-1""","""1-7""","""right""","""complex""","""torun""",0.205391265597148,0.226620320855615,7.106017880143,7.21094692940482,0.906323249484796,0.985448644915976
"954","206","1","4-8","2-3","""short""","""2-4""","""2-3""","""right""","""simple""","""wugnum""",0.393164349376114,0.59644761338879,7.2537688186413,7.48492849833601,0.659176666232769,0.969116648242385
"955","206","2","4-6","4-5","""short""","""4-4""","""4-6""","""left""","""complex""","""lopus""",0.60023659050397,0.614648336563144,7.45011405562092,7.4808403912451,0.97655285924996,0.995892662586394
"956","206","3","5-4","3-1","""long""","""3-5""","""5-4""","""right""","""complex""","""kibagronan""",0.589474738918958,0.614266488413547,7.26311607655564,7.52245949482209,0.959640074849894,0.965524119013873
"957","206","4","2-3","2-2","""long""","""2-2""","""2-2""","""left""","""simple""","""tiburalex""",0.400489205783323,0.393164349376114,7.22323860108545,7.2537688186413,1.01863052033795,0.99579112343953
"958","206","5","5-1","4-8","""short""","""4-5""","""4-8""","""left""","""simple""","""bugorn""",0.59644761338879,0.643812070282658,7.48492849833601,7.55152734409631,0.926431238120352,0.991180744937332
"959","206","6","4-2","1-6","""long""","""1-4""","""4-2""","""right""","""complex""","""gaburatum""",0.096151633986928,0.601591200602591,7.07781498740677,7.38357413673939,0.159828857022205,0.958589276186554
"960","206","7","3-5","2-7","""long""","""2-3""","""3-5""","""left""","""complex""","""binivatrus""",0.498480635229298,0.545940690325717,7.25324083665048,7.38057144653556,0.913067379044226,0.982747865689336
"961","207","0","5-3","2-2","""long""","""2-5""","""5-3""","""right""","""complex""","""tiburalex""",0.400489205783323,0.650860276977924,7.22323860108545,7.49631198228932,0.615322857991696,0.963572303040611
"962","207","1","5-7","1-4","""short""","""1-5""","""1-4""","""right""","""simple""","""vatrus""",0.205391265597148,0.657452317290553,7.106017880143,7.53194766740618,0.312404808980813,0.943450246062336
"963","207","2","2-4","1-7","""long""","""1-2""","""1-7""","""left""","""simple""","""gaburatum""",0.226620320855615,0.409232560903149,7.21094692940482,7.29336768842468,0.553769036255275,0.988699217900303
"964","207","3","4-8","4-3","""short""","""4-4""","""4-3""","""right""","""simple""","""lopus""",0.59194499618029,0.59644761338879,7.51389426853832,7.48492849833601,0.992450942702381,1.00386987934604
"965","207","4","1-2","1-5","""short""","""1-1""","""1-2""","""right""","""complex""","""bugorn""",0.171708853238265,0.067770971422087,7.13330511343712,7.12566153316537,2.53366374474461,1.00107268360084
"966","207","5","5-1","4-6","""long""","""4-5""","""5-1""","""right""","""complex""","""kibagronan""",0.614648336563144,0.643812070282658,7.4808403912451,7.55152734409631,0.954701480345483,0.99063938331542
"967","207","6","4-6","3-1","""short""","""3-4""","""4-6""","""left""","""complex""","""torun""",0.589474738918958,0.614648336563144,7.26311607655564,7.4808403912451,0.959043901778135,0.970895741213211
"968","207","7","4-5","1-8","""long""","""1-4""","""4-5""","""left""","""complex""","""pakuwugnum""",0.213287175157144,0.60023659050397,7.15638039732531,7.45011405562092,0.355338509067006,0.96057326691878
"969","208","0","4-5","1-1","""short""","""1-4""","""1-1""","""left""","""simple""","""gronan""",0.198905525846702,0.60023659050397,7.04719236357878,7.45011405562092,0.331378541384318,0.945917379380501
"970","208","1","4-6","4-8","""short""","""4-4""","""4-6""","""right""","""complex""","""torun""",0.59644761338879,0.614648336563144,7.48492849833601,7.4808403912451,0.970388395946657,1.00054647698348
"971","208","2","2-8","2-6","""long""","""2-2""","""2-6""","""left""","""simple""","""fepolopus""",0.362726450020568,0.388259920156472,7.30024971724876,7.14928546016887,0.934236142309992,1.0211159923493
"972","208","3","5-1","2-5","""long""","""2-5""","""5-1""","""left""","""complex""","""tiburalex""",0.365537163309983,0.643812070282658,7.28993416391881,7.55152734409631,0.567769975405243,0.965358904462948
"973","208","4","4-7","2-2","""long""","""2-4""","""2-2""","""right""","""simple""","""tupabugorn""",0.400489205783323,0.596326967150497,7.22323860108545,7.40403330391097,0.671593316829239,0.975581592436919
"974","208","5","1-2","1-3","""long""","""1-1""","""1-3""","""left""","""simple""","""pakuwugnum""",0.240463209407226,0.067770971422087,7.12022004272548,7.12566153316537,3.54817415718579,0.999236352945679
"975","208","6","5-3","3-4","""short""","""3-5""","""3-4""","""right""","""simple""","""vatrus""",0.454706120023767,0.650860276977924,7.34365297144576,7.49631198228932,0.698623246966399,0.979635451245328
"976","208","7","3-4","3-7","""short""","""3-3""","""3-4""","""left""","""complex""","""ratum""",0.491521184697655,0.454706120023767,7.4576421040624,7.34365297144576,1.08096452423373,1.01552212952598
"977","209","0","5-2","5-7","""short""","""5-5""","""5-2""","""right""","""complex""","""torun""",0.657452317290553,0.732388591800357,7.53194766740618,7.40911860957558,0.897682356949887,1.01657809306384
"978","209","1","4-4","1-1","""short""","""1-4""","""4-4""","""left""","""complex""","""vatrus""",0.198905525846702,0.599862745098039,7.04719236357878,7.44415965744716,0.331585062536587,0.946673995167305
"979","209","2","3-5","2-3","""short""","""2-3""","""3-5""","""left""","""complex""","""bugorn""",0.393164349376114,0.545940690325717,7.2537688186413,7.38057144653556,0.72015945384387,0.982819402425298
"980","209","3","5-3","4-8","""long""","""4-5""","""4-8""","""left""","""simple""","""tiburalex""",0.59644761338879,0.650860276977924,7.48492849833601,7.49631198228932,0.916398856231044,0.998481455416983
"981","209","4","4-6","2-2","""long""","""2-4""","""2-2""","""left""","""simple""","""kibagronan""",0.400489205783323,0.614648336563144,7.22323860108545,7.4808403912451,0.651574537763644,0.965565126819024
"982","209","5","3-8","1-6","""long""","""1-3""","""3-8""","""left""","""complex""","""gaburatum""",0.096151633986928,0.592708884510742,7.07781498740677,7.37820860586072,0.162224047082232,0.959286374986018
"983","209","6","5-7","1-4","""short""","""1-5""","""1-4""","""left""","""simple""","""lopus""",0.205391265597148,0.657452317290553,7.106017880143,7.53194766740618,0.312404808980813,0.943450246062336
"984","209","7","2-1","1-5","""long""","""1-2""","""2-1""","""left""","""complex""","""pakuwugnum""",0.171708853238265,0.396717626087868,7.13330511343712,7.25000948926994,0.432823857441196,0.983902865781687
"985","21","0","1-7","1-2","""long""","""1-1""","""1-7""","""right""","""complex""","""pakuwugnum""",0.067770971422087,0.226620320855615,7.12566153316537,7.21094692940482,0.299050725752283,0.988172788251752
"986","21","1","5-1","3-6","""short""","""3-5""","""5-1""","""right""","""complex""","""lopus""",0.52237068011997,0.643812070282658,7.37717323948312,7.55152734409631,0.811371367875457,0.97691141186829
"987","21","2","4-2","2-5","""short""","""2-4""","""2-5""","""right""","""simple""","""vatrus""",0.365537163309983,0.601591200602591,7.28993416391881,7.38357413673939,0.607617204081174,0.987317798794131
"988","21","3","3-3","3-7","""short""","""3-3""","""3-3""","""right""","""complex""","""ratum""",0.491521184697655,0.437312451087946,7.4576421040624,7.35231805220081,1.12395881588747,1.01432528504804
"989","21","4","5-8","4-4","""long""","""4-5""","""5-8""","""left""","""complex""","""tupabugorn""",0.599862745098039,0.627812012463534,7.44415965744716,7.5809576218774,0.955481470869246,0.98195505485541
"990","21","5","5-5","1-1","""long""","""1-5""","""5-5""","""right""","""complex""","""mipatorun""",0.198905525846702,0.654049197860962,7.04719236357878,7.41937065134264,0.304114012366674,0.949836946386213
"991","21","6","4-6","1-8","""long""","""1-4""","""4-6""","""left""","""complex""","""kibagronan""",0.213287175157144,0.614648336563144,7.15638039732531,7.4808403912451,0.347006837031003,0.956627868401054
"992","21","7","4-4","4-3","""short""","""4-4""","""4-4""","""right""","""complex""","""ralex""",0.59194499618029,0.599862745098039,7.51389426853832,7.44415965744716,0.986800732363442,1.00936769417907
"993","210","0","3-8","2-5","""short""","""2-3""","""3-8""","""left""","""complex""","""ralex""",0.365537163309983,0.592708884510742,7.28993416391881,7.37820860586072,0.616722935765877,0.988035789355184
"994","210","1","2-3","2-1","""long""","""2-2""","""2-3""","""right""","""complex""","""tupabugorn""",0.396717626087868,0.393164349376114,7.25000948926994,7.2537688186413,1.00903763710365,0.999481741220964
"995","210","2","3-1","1-7","""short""","""1-3""","""1-7""","""right""","""simple""","""wugnum""",0.226620320855615,0.589474738918958,7.21094692940482,7.26311607655564,0.384444499303254,0.99281724997908
"996","210","3","5-4","4-3","""long""","""4-5""","""5-4""","""left""","""complex""","""kibagronan""",0.59194499618029,0.614266488413547,7.51389426853832,7.52245949482209,0.963661549743815,0.998861379540871
"997","210","4","4-7","3-4","""short""","""3-4""","""3-4""","""right""","""simple""","""ratum""",0.454706120023767,0.596326967150497,7.34365297144576,7.40403330391097,0.762511415837096,0.991844940455182
"998","210","5","2-6","1-2","""short""","""1-2""","""2-6""","""left""","""complex""","""vatrus""",0.067770971422087,0.362726450020568,7.12566153316537,7.30024971724876,0.186837688341294,0.976084628492793
"999","210","6","4-2","2-6","""long""","""2-4""","""4-2""","""right""","""complex""","""mipatorun""",0.362726450020568,0.601591200602591,7.30024971724876,7.38357413673939,0.60294507242998,0.988714893634504
"1000","210","7","4-5","1-8","""long""","""1-4""","""4-5""","""left""","""complex""","""fepolopus""",0.213287175157144,0.60023659050397,7.15638039732531,7.45011405562092,0.355338509067006,0.96057326691878
"1001","211","0","5-5","1-3","""long""","""1-5""","""5-5""","""left""","""complex""","""mipatorun""",0.240463209407226,0.654049197860962,7.12022004272548,7.41937065134264,0.367653091225629,0.959679786510865
"1002","211","1","5-7","3-8","""short""","""3-5""","""5-7""","""right""","""complex""","""gronan""",0.592708884510742,0.657452317290553,7.37820860586072,7.53194766740618,0.901523759096892,0.979588405504893
"1003","211","2","2-1","2-5","""short""","""2-2""","""2-5""","""right""","""simple""","""bugorn""",0.365537163309983,0.396717626087868,7.28993416391881,7.25000948926994,0.921403888490251,1.00550684446799
"1004","211","3","5-6","4-2","""short""","""4-5""","""4-2""","""right""","""simple""","""lopus""",0.601591200602591,0.598802900536869,7.38357413673939,7.46635694988485,1.00465645718019,0.98891255619024
"1005","211","4","4-3","4-7","""long""","""4-4""","""4-3""","""left""","""complex""","""gaburatum""",0.596326967150497,0.59194499618029,7.40403330391097,7.51389426853832,1.00740266578564,0.985378957874434
"1006","211","5","4-2","3-4","""short""","""3-4""","""3-4""","""right""","""simple""","""vatrus""",0.454706120023767,0.601591200602591,7.34365297144576,7.38357413673939,0.755839047459978,0.994593246501719
"1007","211","6","4-8","2-1","""long""","""2-4""","""4-8""","""right""","""complex""","""pakuwugnum""",0.396717626087868,0.59644761338879,7.25000948926994,7.48492849833601,0.665134065729374,0.968614395031523
"1008","211","7","2-4","1-6","""long""","""1-2""","""2-4""","""left""","""complex""","""tiburalex""",0.096151633986928,0.409232560903149,7.07781498740677,7.29336768842468,0.234955971672263,0.970445381307182
"1009","212","0","1-8","1-2","""long""","""1-1""","""1-2""","""right""","""simple""","""kibagronan""",0.067770971422087,0.213287175157144,7.12566153316537,7.15638039732531,0.31774517793747,0.995707485844182
"1010","212","1","2-4","1-1","""long""","""1-2""","""2-4""","""right""","""complex""","""gaburatum""",0.198905525846702,0.409232560903149,7.04719236357878,7.29336768842468,0.486045209618049,0.966246686666215
"1011","212","2","5-2","3-8","""long""","""3-5""","""5-2""","""left""","""complex""","""mipatorun""",0.592708884510742,0.732388591800357,7.37820860586072,7.40911860957558,0.80928197291242,0.995828113255616
"1012","212","3","2-3","2-6","""short""","""2-2""","""2-3""","""left""","""complex""","""wugnum""",0.362726450020568,0.393164349376114,7.30024971724876,7.2537688186413,0.92258224988139,1.0064078274025
"1013","212","4","3-1","1-3","""long""","""1-3""","""3-1""","""right""","""complex""","""tiburalex""",0.240463209407226,0.589474738918958,7.12022004272548,7.26311607655564,0.407927928935875,0.980325795109979
"1014","212","5","5-5","2-4","""short""","""2-5""","""2-4""","""left""","""simple""","""lopus""",0.409232560903149,0.654049197860962,7.29336768842468,7.41937065134264,0.625690792438131,0.983017028149799
"1015","212","6","5-6","1-7","""short""","""1-5""","""1-7""","""left""","""simple""","""vatrus""",0.226620320855615,0.598802900536869,7.21094692940482,7.46635694988485,0.37845561645148,0.965791881878354
"1016","212","7","3-7","2-5","""short""","""2-3""","""3-7""","""right""","""complex""","""bugorn""",0.365537163309983,0.491521184697655,7.28993416391881,7.4576421040624,0.743685470108135,0.977511935032088
"1017","213","0","3-4","1-3","""short""","""1-3""","""1-3""","""right""","""simple""","""bugorn""",0.240463209407226,0.454706120023767,7.12022004272548,7.34365297144576,0.528832137545581,0.969574688565888
"1018","213","1","1-1","1-8","""short""","""1-1""","""1-8""","""left""","""simple""","""ralex""",0.213287175157144,0.198905525846702,7.15638039732531,7.04719236357878,1.07230392041258,1.01549383472358
"1019","213","2","2-7","1-5","""long""","""1-2""","""2-7""","""right""","""complex""","""mipatorun""",0.171708853238265,0.498480635229298,7.13330511343712,7.25324083665048,0.344464440748596,0.983464533177042
"1020","213","3","5-2","2-4","""long""","""2-5""","""5-2""","""right""","""complex""","""kibagronan""",0.409232560903149,0.732388591800357,7.29336768842468,7.40911860957558,0.558764248221254,0.98437723469546
"1021","213","4","4-6","2-7","""long""","""2-4""","""2-7""","""right""","""simple""","""fepolopus""",0.498480635229298,0.614648336563144,7.25324083665048,7.4808403912451,0.81100135732343,0.96957567028686
"1022","213","5","5-8","3-1","""short""","""3-5""","""3-1""","""left""","""simple""","""vatrus""",0.589474738918958,0.627812012463534,7.26311607655564,7.5809576218774,0.938935106714284,0.95807369448887
"1023","213","6","3-5","3-6","""short""","""3-3""","""3-5""","""left""","""complex""","""wugnum""",0.52237068011997,0.545940690325717,7.37717323948312,7.38057144653556,0.956826793416544,0.999539573991383
"1024","213","7","5-3","4-2","""long""","""4-5""","""5-3""","""right""","""complex""","""gaburatum""",0.601591200602591,0.650860276977924,7.38357413673939,7.49631198228932,0.924301608013168,0.984960891993785
"1025","214","0","2-6","2-5","""short""","""2-2""","""2-6""","""right""","""complex""","""wugnum""",0.365537163309983,0.362726450020568,7.28993416391881,7.30024971724876,1.00774885120524,0.998586958839836
"1026","214","1","5-5","2-3","""long""","""2-5""","""2-3""","""left""","""simple""","""binivatrus""",0.393164349376114,0.654049197860962,7.2537688186413,7.41937065134264,0.601123509763394,0.977679800554057
"1027","214","2","4-7","3-6","""long""","""3-4""","""3-6""","""right""","""simple""","""tiburalex""",0.52237068011997,0.596326967150497,7.37717323948312,7.40403330391097,0.875980307608892,0.996372238842624
"1028","214","3","4-4","2-2","""long""","""2-4""","""4-4""","""left""","""complex""","""fepolopus""",0.400489205783323,0.599862745098039,7.22323860108545,7.44415965744716,0.667634736539387,0.970322901908653
"1029","214","4","1-2","1-8","""long""","""1-1""","""1-8""","""right""","""simple""","""gaburatum""",0.213287175157144,0.067770971422087,7.15638039732531,7.12566153316537,3.14717600591501,1.00431101926705
"1030","214","5","3-8","1-1","""short""","""1-3""","""3-8""","""left""","""complex""","""torun""",0.198905525846702,0.592708884510742,7.04719236357878,7.37820860586072,0.335587218354067,0.955135960506863
"1031","214","6","4-3","4-4","""short""","""4-4""","""4-4""","""right""","""simple""","""gronan""",0.599862745098039,0.59194499618029,7.44415965744716,7.51389426853832,1.01337581864673,0.990719245094631
"1032","214","7","2-1","1-7","""short""","""1-2""","""1-7""","""right""","""simple""","""bugorn""",0.226620320855615,0.396717626087868,7.21094692940482,7.25000948926994,0.571238346756545,0.994612067760334
"1033","215","0","5-5","4-6","""long""","""4-5""","""5-5""","""right""","""complex""","""kibagronan""",0.614648336563144,0.654049197860962,7.4808403912451,7.41937065134264,0.939758566440144,1.00828503424227
