"","obj","log.rt","cih","cil"
"1","1-1",7.04719236357878,0.102795079445207,0.099494922648633
"2","1-2",7.12566153316537,0.103214123282188,0.10621558351497
"3","1-3",7.12022004272548,0.112355377529867,0.11211188202265
"4","1-4",7.106017880143,0.119124833902102,0.115480822523643
"5","1-5",7.13330511343712,0.125464577465061,0.132860590835879
"6","1-6",7.07781498740677,0.113576244240867,0.110478525250342
"7","1-7",7.21094692940482,0.121691457601498,0.12350472555295
"8","1-8",7.15638039732531,0.0992706897268087,0.103272905261652
"9","2-1",7.25000948926994,0.124314524950944,0.120040784692326
"10","2-2",7.22323860108545,0.115770424580504,0.115267347906399
"11","2-3",7.2537688186413,0.118310066546556,0.121016017034645
"12","2-4",7.29336768842468,0.137885584281406,0.122089509565523
"13","2-5",7.28993416391881,0.122134501714356,0.122505607438089
"14","2-6",7.30024971724876,0.109429689716602,0.105687847198265
"15","2-7",7.25324083665048,0.147188655253884,0.146310602086073
"16","2-8",7.14928546016887,0.107796436052043,0.106461522991765
"17","3-1",7.26311607655564,0.121618860673396,0.128312194198073
"18","3-2",7.34357497749828,0.12240184320838,0.12078739519577
"19","3-3",7.35231805220081,0.131953120374454,0.130087597535374
"20","3-4",7.34365297144576,0.116452680058222,0.118367164214956
"21","3-5",7.38057144653556,0.118774234218447,0.109231316436393
"22","3-6",7.37717323948312,0.125014258862362,0.121938611948322
"23","3-7",7.4576421040624,0.11596078285903,0.119716297894614
"24","3-8",7.37820860586072,0.11146083494967,0.111663956651965
"25","4-1",7.47238209549203,0.116327157247766,0.108759011690143
"26","4-2",7.38357413673939,0.104448544933186,0.10252269197994
"27","4-3",7.51389426853832,0.12725488025221,0.118802398872011
"28","4-4",7.44415965744716,0.125630426112584,0.119908841741189
"29","4-5",7.45011405562092,0.121848823116835,0.129802460249422
"30","4-6",7.4808403912451,0.115642490474357,0.122801263280345
"31","4-7",7.40403330391097,0.115972460951535,0.121960113939338
"32","4-8",7.48492849833601,0.118443407915721,0.125752748987681
"33","5-1",7.55152734409631,0.121588276587477,0.126656773393905
"34","5-2",7.40911860957558,0.118770908157041,0.114873427691265
"35","5-3",7.49631198228932,0.12229059231166,0.125346037796449
"36","5-4",7.52245949482209,0.145103714632067,0.129821737008929
"37","5-5",7.41937065134264,0.132733348803873,0.134942124546458
"38","5-6",7.46635694988485,0.136953937691991,0.139175534120458
"39","5-7",7.53194766740618,0.107505602174603,0.103884475052165
"40","5-8",7.5809576218774,0.111760909278661,0.109074958471591
