"","word","nchars","complexity","cih","cil"
"78","cast",4,3.76470588235294,0.882352941176471,0.942647058823529
"79","coat",4,2.06666666666667,0.866666666666666,0.733333333333334
"80","code",4,4.25,1.25,1.16666666666667
"81","coil",4,3.16666666666667,0.833333333333333,0.833333333333333
"82","come",4,2.64705882352941,0.883823529411763,0.764705882352941
"83","cool",4,2.5625,0.876562499999999,0.75
"84","cowl",4,3.6,0.934999999999998,0.866666666666667
"85","crab",4,2.3,1.0025,0.9
"86","dear",4,3.25,1.25,1.125
"87","diet",4,4.07692307692308,1.07692307692308,1
"88","drab",4,2.6,0.8,0.8
"89","duel",4,3.46666666666667,0.6,0.666666666666667
"90","dumb",4,2.69230769230769,0.846153846153846,0.846153846153846
"91","earn",4,2.75,0.833333333333333,0.75
"92","fang",4,1.92857142857143,0.571428571428571,0.428571428571429
"93","fast",4,1.91666666666667,0.666666666666667,0.583333333333333
"94","fine",4,3.33333333333333,0.75,0.666666666666667
"95","flee",4,2.8,0.7,0.55
"96","form",4,3.57894736842105,0.68421052631579,0.685526315789474
"97","from",4,2.4,0.733333333333333,0.733333333333333
"98","full",4,2.61111111111111,0.611111111111111,0.611111111111111
"99","gasp",4,2.45454545454545,0.727272727272727,0.727272727272727
"100","goof",4,2.55555555555556,0.444444444444445,0.555555555555555
"101","gray",4,1.2,0.4,0.2
"102","hail",4,2.83333333333333,0.75,0.666666666666667
"103","half",4,2.64285714285714,0.857142857142857,0.714285714285714
"104","hall",4,1.83333333333333,0.666666666666667,0.5
"105","hard",4,2.64705882352941,0.823529411764706,0.882352941176471
"106","head",4,2.72727272727273,1.36363636363636,1.18181818181818
"107","heir",4,3.33333333333333,0.761904761904761,0.761904761904762
"108","help",4,3.6875,0.9375,0.875
"109","hero",4,3.74074074074074,0.704629629629629,0.741666666666667
"110","hose",4,1.42857142857143,0.571428571428571,0.428571428571429
"111","idle",4,2.6,0.8,0.8
"112","into",4,2.92307692307692,0.846153846153846,0.769230769230769
"113","iron",4,3.11111111111111,0.833333333333333,0.833333333333333
"114","keel",4,3.4375,0.625,0.625
"115","keen",4,3.41666666666667,0.583333333333333,0.666666666666667
"116","kill",4,3.4,0.866666666666667,0.866666666666667
"117","kink",4,4.19047619047619,0.71547619047619,0.761904761904762
"118","kiss",4,1.55555555555556,0.444444444444444,0.444444444444444
"119","knee",4,2.26666666666667,0.668333333333332,0.666666666666667
"120","know",4,3.5625,0.75,0.75
"121","lady",4,2,0.6,0.466666666666667
"122","lake",4,1.5,0.357142857142857,0.285714285714286
"123","lamp",4,2,0.6,0.6
"124","lean",4,2.23529411764706,0.529411764705882,0.470588235294118
"125","leap",4,1.76190476190476,0.477380952380951,0.428571428571429
"126","liar",4,3.16666666666667,0.916666666666667,0.916666666666667
"127","live",4,4,1.06833333333333,1.00166666666667
"128","loop",4,2.38095238095238,0.571428571428572,0.523809523809524
"129","loot",4,3.75,1.25,1.253125
"130","luck",4,2.90909090909091,1.27272727272727,1.09090909090909
"131","lure",4,3.54545454545455,1,1.09090909090909
"132","make",4,3.07142857142857,0.928571428571428,0.857142857142857
"133","many",4,4.63636363636364,1.09090909090909,1.09090909090909
"134","milk",4,2,0.6,0.533333333333333
"135","mine",4,3.64285714285714,1.07142857142857,1.14464285714286
"136","mood",4,4.75,1.125,1.125
"137","most",4,2.94444444444444,0.833333333333333,0.722222222222222
"138","much",4,2.38461538461538,0.846153846153846,0.846153846153846
"139","need",4,2.53333333333333,1.06666666666667,0.866666666666666
"140","nine",4,1.58823529411765,0.529411764705882,0.470588235294118
"141","only",4,2,0.5,0.5
"142","page",4,2.47619047619048,0.809523809523809,0.666666666666667
"143","part",4,2.09090909090909,0.727272727272728,0.636363636363636
"144","path",4,2.38461538461538,1.07692307692308,0.846153846153846
"145","pear",4,1.92857142857143,0.642857142857143,0.5
"146","pest",4,3.45454545454545,0.727272727272727,0.681818181818182
"147","pity",4,3.71428571428571,0.857142857142857,0.785714285714286
"148","poet",4,3.52631578947368,0.896052631578947,0.842105263157895
"149","pore",4,3.47058823529412,0.705882352941177,0.705882352941177
"150","prop",4,3.33333333333333,0.866666666666667,0.933333333333334
"151","raid",4,4.10526315789474,0.738157894736841,0.736842105263158
"152","rash",4,2.42857142857143,0.714285714285714,0.571428571428571
"153","ripe",4,3.5,0.833333333333333,0.916666666666667
"154","risk",4,3.84210526315789,0.684210526315789,0.736842105263158
"155","rule",4,3.94736842105263,0.842105263157895,0.789473684210526
"156","rung",4,3.44444444444444,1.22222222222222,1.11111111111111
"157","sale",4,3.07692307692308,0.846153846153846,0.846153846153846
"158","save",4,3.05263157894737,0.789473684210526,0.68421052631579
"159","sick",4,2.8,1.2,1
"160","side",4,1.57142857142857,0.642857142857143,0.428571428571429
"161","snow",4,2.375,0.8125,0.625
"162","soon",4,3,1.06666666666667,1
"163","sore",4,2.53846153846154,0.538461538461539,0.538461538461538
"164","suds",4,2.46666666666667,0.733333333333333,0.6
"165","tank",4,3.66666666666667,1,1
"166","team",4,3.46666666666667,0.733333333333333,0.733333333333333
"167","than",4,2.07692307692308,0.692307692307692,0.615384615384616
"168","thaw",4,2.66666666666667,0.583333333333333,0.583333333333333
"169","then",4,2.3,1.2,0.9
"170","thus",4,3.08333333333333,1,0.833333333333333
"171","turn",4,1.84615384615385,0.846153846153846,0.692307692307693
"172","ugly",4,3.72727272727273,1.18181818181818,1
"173","used",4,2.8,0.733333333333333,0.733333333333333
"174","vein",4,3.69230769230769,0.846153846153846,0.846153846153846
"175","very",4,3.25,0.875,0.75
"176","view",4,2.5,0.668055555555554,0.556944444444444
"177","wail",4,2.77777777777778,1.33333333333333,1.22222222222222
"178","walk",4,2.08333333333333,1.08333333333333,0.833333333333333
"179","wash",4,2.23529411764706,0.647058823529412,0.647058823529412
"180","weed",4,3.26666666666667,0.933333333333334,0.866666666666667
"181","well",4,2.88888888888889,0.777777777777778,0.777777777777778
"182","welt",4,3.47058823529412,0.88235294117647,0.823529411764706
"183","were",4,2,0.384615384615385,0.384615384615385
"184","what",4,2.76923076923077,0.846153846153846,0.846153846153846
"185","when",4,2.07142857142857,0.858928571428569,0.642857142857143
"186","wild",4,3.63636363636364,1,0.909090909090909
"187","wise",4,4.0625,0.939062499999999,1
"188","wrap",4,2.46666666666667,0.6,0.533333333333333
"189","wren",4,2.92307692307692,1,0.846153846153846
"190","about",5,3.9375,1.0625,0.9375
"191","after",5,2.23076923076923,1.07692307692308,0.846153846153846
"192","array",5,4.53846153846154,0.923076923076923,1
"193","audit",5,4.5,0.75,0.75
"194","being",5,5.09090909090909,1,1.18181818181818
"195","belly",5,2.66666666666667,0.777777777777778,0.722222222222222
"196","birch",5,3.61538461538462,1,1
"197","bland",5,2.16666666666667,0.444444444444445,0.444444444444444
"198","bloom",5,3.18181818181818,0.636363636363637,0.727272727272727
"199","board",5,3.42857142857143,1,1
"200","brake",5,3.52941176470588,0.766176470588234,0.882352941176471
"201","brawl",5,3.5,0.928571428571429,0.928571428571428
"202","broom",5,1.45454545454545,0.363636363636364,0.363636363636364
"203","chief",5,4.16666666666667,1,1
"204","child",5,3.08333333333333,1.08333333333333,1
"205","cider",5,2.92857142857143,0.857142857142857,0.857142857142857
"206","claim",5,3.4,1.06666666666667,1
"207","clang",5,3.09090909090909,1.27272727272727,1.18181818181818
"208","court",5,3.66666666666667,1.44444444444444,1.33333333333333
"209","crook",5,2.85714285714286,0.785714285714286,0.642857142857143
"210","curse",5,4.73333333333333,0.6,0.666666666666667
"211","devil",5,4.35714285714286,0.930357142857141,1
"212","dozen",5,2.6,1.13333333333333,0.933333333333333
"213","drain",5,3.92307692307692,1,1.15384615384615
"214","drill",5,2.82352941176471,0.705882352941176,0.647058823529412
"215","earth",5,4.53846153846154,1.15384615384615,1.23269230769231
"216","eerie",5,3.94444444444444,0.611111111111111,0.611111111111111
"217","faint",5,3.45454545454545,1.09090909090909,0.909090909090909
"218","fever",5,2.38888888888889,0.5,0.444444444444444
"219","first",5,1.27272727272727,0.272727272727273,0.272727272727273
"220","flash",5,2.94117647058824,0.823529411764706,0.764705882352942
"221","frail",5,3.07142857142857,0.714285714285714,0.642857142857143
"222","fudge",5,2.07142857142857,0.5,0.5
"223","gavel",5,2.46153846153846,0.846153846153846,0.846153846153846
"224","guilt",5,3.92592592592593,0.666666666666667,0.703703703703704
"225","harsh",5,3.77777777777778,0.777777777777778,0.722222222222222
"226","hasty",5,3.33333333333333,0.722222222222222,0.666666666666667
"227","hobby",5,3.94444444444444,0.777777777777778,0.722222222222222
"228","horse",5,2.58333333333333,1,0.916666666666667
"229","house",5,3.30434782608696,0.782608695652174,0.782608695652174
"230","known",5,2.58333333333333,0.75,0.75
"231","least",5,2.38461538461538,0.538461538461538,0.538461538461538
"232","light",5,2.60869565217391,0.652173913043478,0.608695652173913
"233","match",5,3.13333333333333,0.6,0.666666666666667
"234","meant",5,2.5,1.1,0.8
"235","might",5,3.8125,0.75,0.8125
"236","moral",5,4.55555555555556,1.05555555555556,1.11111111111111
"237","mouse",5,2,0.523809523809524,0.428571428571429
"238","mouth",5,3.3,1.1025,1
"239","mural",5,3.94117647058824,0.823529411764706,0.882352941176471
"240","nerve",5,4.8,0.733333333333333,0.866666666666667
"241","nurse",5,2.92857142857143,0.571428571428572,0.571428571428571
"242","place",5,3.5,1.375,1.25
"243","robin",5,2.76470588235294,0.823529411764706,0.764705882352941
"244","rough",5,2.70588235294118,0.882352941176471,0.648529411764706
"245","round",5,2.5,0.928571428571428,0.858928571428571
"246","scale",5,3.36363636363636,0.454545454545455,0.545454545454545
"247","scent",5,3.55555555555556,1.55555555555556,1.33333333333333
"248","shawl",5,2.2,0.9,0.7
"249","sheer",5,3.53333333333333,0.866666666666667,0.866666666666667
"250","shell",5,2.3125,0.75,0.6875
"251","shiny",5,2.36842105263158,0.526315789473685,0.473684210526316
"252","shout",5,1.81818181818182,0.636363636363636,0.454545454545455
"253","siege",5,5.10526315789474,0.790789473684208,0.842105263157895
"254","since",5,3.35294117647059,0.764705882352941,0.764705882352941
"255","skunk",5,2.375,0.8125,0.75
"256","slime",5,3.4,0.733333333333334,0.735
"257","slope",5,2.69230769230769,0.771153846153845,0.769230769230769
"258","slush",5,3.33333333333333,0.533333333333333,0.533333333333334
"259","smart",5,4.06666666666667,1.06666666666667,1.06666666666667
"260","sound",5,3.72727272727273,1.18181818181818,1.09318181818182
"261","spray",5,2.3125,0.75,0.6875
"262","stare",5,2.57894736842105,0.526315789473684,0.421052631578947
"263","state",5,2.9375,0.8125,0.75
"264","steak",5,1.6,0.402499999999998,0.4
"265","store",5,3.5,1,0.928571428571428
"266","stump",5,2.3125,0.9375,0.75
"267","style",5,4.46666666666667,0.8,0.8
"268","swarm",5,3.25,0.75,0.75
"269","swell",5,2.83333333333333,0.668749999999998,0.666666666666667
"270","table",5,1.5625,0.375,0.3125
"271","tally",5,3.84615384615385,0.461538461538461,0.461538461538462
"272","their",5,3,0.909090909090909,0.909090909090909
"273","there",5,3.2,0.899999999999999,1
"274","these",5,3.69230769230769,0.923076923076922,0.846153846153846
"275","think",5,3.6875,0.939062499999999,1
"276","those",5,4,0.911363636363634,1
"277","throw",5,2.07692307692308,0.615384615384615,0.615384615384616
"278","trace",5,3.28571428571429,0.642857142857143,0.714285714285714
"279","trunk",5,2.56521739130435,0.434782608695652,0.391304347826087
"280","upset",5,4.2,0.8,0.866666666666667
"281","value",5,4.41176470588235,0.941176470588235,0.941176470588236
"282","venom",5,5,0.722222222222222,0.668055555555556
"283","waltz",5,3.9,1.3,1.1025
"284","waste",5,4.45454545454545,1.09090909090909,1.18181818181818
"285","which",5,2,0.666666666666667,0.555555555555556
"286","while",5,3.5,1.3,1.1
"287","whole",5,3.22222222222222,1.33333333333333,1.11111111111111
"288","wrath",5,4.25,0.875,0.875
"289","yacht",5,4.4,0.699999999999999,0.7
"290","aspect",6,3.54545454545455,1.09090909090909,1
"291","banner",6,2.58823529411765,0.764705882352941,0.647058823529412
"292","battle",6,4.8695652173913,0.608695652173913,0.695652173913044
"293","beauty",6,4,1,0.923076923076923
"294","belief",6,5,0.8,0.933333333333334
"295","bother",6,4.06666666666667,0.866666666666667,0.866666666666666
"296","bright",6,2.53846153846154,0.692307692307693,0.615384615384615
"297","bucket",6,1.85714285714286,0.571428571428571,0.5
"298","canary",6,3.5,0.785714285714286,0.857142857142857
"299","carrot",6,1.69230769230769,0.538461538461539,0.461538461538461
"300","cattle",6,2.83333333333333,0.583333333333333,0.583333333333333
"301","cavern",6,4.05263157894737,0.684210526315789,0.684210526315789
"302","cellar",6,2.625,0.625,0.628125
"303","cement",6,3.15384615384615,0.846153846153846,0.846153846153846
"304","chance",6,4.5,1.16666666666667,1.25
"305","cheese",6,2.46153846153846,1,0.923076923076923
"306","clover",6,2.5,0.9,0.8025
"307","cookie",6,2.21428571428571,0.428571428571428,0.428571428571429
"308","cotton",6,2,0.785714285714286,0.642857142857143
"309","course",6,3.88888888888889,0.611111111111111,0.611111111111111
"310","dagger",6,2.21428571428571,0.785714285714286,0.714285714285714
"311","deface",6,3.8,0.8,0.866666666666667
"312","dinner",6,3,0.882352941176471,0.882352941176471
"313","effort",6,4.83333333333333,0.666666666666667,0.666666666666666
"314","entree",6,3.35714285714286,0.787499999999998,0.785714285714286
"315","faster",6,3.14285714285714,0.857142857142857,0.858928571428571
"316","finish",6,3.26315789473684,0.526315789473684,0.578947368421053
"317","gender",6,4,1.30769230769231,1.30769230769231
"318","ginger",6,2.93333333333333,0.733333333333333,0.733333333333333
"319","hamlet",6,5.5,0.714285714285714,0.571428571428571
"320","humble",6,4.23076923076923,0.923076923076923,1.07692307692308
"321","jacket",6,2.23076923076923,0.769230769230769,0.615384615384615
"322","jingle",6,3.08333333333333,0.75,0.75
"323","kernel",6,4.5,0.833333333333333,0.916666666666667
"324","letter",6,2.66666666666667,0.733333333333333,0.733333333333333
"325","lotion",6,2.17647058823529,0.529411764705883,0.411764705882353
"326","madman",6,4.52941176470588,0.647058823529412,0.705882352941176
"327","mallet",6,3.05555555555556,0.833333333333333,0.722222222222222
"328","manure",6,2.6,0.868333333333332,0.866666666666667
"329","motive",6,5.07692307692308,0.769230769230769,0.769230769230769
"330","murder",6,4.72727272727273,1,1.18181818181818
"331","nation",6,4.1,1.3,1.3
"332","normal",6,3.875,0.9375,0.875
"333","ornate",6,5.21428571428571,0.571428571428571,0.5
"334","oxygen",6,3.75,1.125,1.25
"335","parcel",6,3.63636363636364,0.636363636363636,0.636363636363636
"336","phrase",6,4.11764705882353,0.764705882352942,0.764705882352941
"337","pigeon",6,3.3,1.5,1.4
"338","pliers",6,2.69230769230769,0.923076923076923,0.769230769230769
"339","poison",6,3.75,0.666666666666667,0.66875
"340","public",6,4.38461538461539,0.846153846153846,0.923076923076923
"341","punish",6,3.5,0.928571428571429,0.928571428571428
"342","python",6,2.66666666666667,0.666666666666667,0.666666666666667
"343","racket",6,2.83333333333333,0.722222222222222,0.666666666666667
"344","rattle",6,3.38461538461538,0.694230769230768,0.769230769230769
"345","rocket",6,5.3,1.1,1.2
"346","rubber",6,2.1,0.55,0.55
"347","safety",6,3.70588235294118,0.705882352941177,0.705882352941177
"348","savant",6,5.2,0.8,0.9
"349","soccer",6,2.86666666666667,0.666666666666667,0.6
"350","social",6,4,0.638636363636362,0.727272727272727
"351","spirit",6,4.57142857142857,0.714285714285714,0.642857142857143
"352","squeak",6,2.4,0.55,0.55
"353","stifle",6,4.79166666666667,0.5,0.541666666666667
"354","stride",6,2.9,0.9,0.8
"355","stupid",6,3,1.06666666666667,0.868333333333333
"356","sucker",6,3.42857142857143,0.716071428571427,0.714285714285714
"357","suffix",6,2.42857142857143,0.785714285714286,0.714285714285714
"358","summer",6,2.76470588235294,0.941176470588236,0.882352941176471
"359","sunset",6,2.27272727272727,0.590909090909091,0.590909090909091
"360","thwart",6,4.6,0.850000000000001,0.85
"361","tomato",6,2.0625,0.875,0.6875
"362","tunnel",6,2.82352941176471,0.882352941176471,0.764705882352942
"363","unjust",6,4.81818181818182,0.818181818181818,1
"364","weight",6,2.84615384615385,1.30769230769231,1.15384615384615
"365","bandage",7,3.375,1.125,1.0625
"366","because",7,3,1.25,1.253125
"367","beehive",7,4.07142857142857,1,0.928571428571428
"368","biology",7,6.04761904761905,0.476190476190476,0.476190476190476
"369","chuckle",7,2.8,0.533333333333334,0.466666666666666
"370","citizen",7,3.8,0.933333333333334,0.935
"371","comfort",7,3.91666666666667,0.916666666666667,0.916666666666667
"372","commode",7,4.22222222222222,1.44444444444444,1.55555555555556
"373","concept",7,5.36363636363636,0.909090909090909,1
"374","concert",7,4,1.06666666666667,1
"375","dreamer",7,4.31578947368421,0.736842105263158,0.842105263157895
"376","embrace",7,3.90909090909091,1.09090909090909,1.09318181818182
"377","eternal",7,5.54545454545455,1.09090909090909,1.27272727272727
"378","evening",7,2.35,0.55,0.55
"379","express",7,4.78571428571429,0.716071428571427,0.928571428571428
"380","extreme",7,4.76923076923077,0.769230769230769,0.848076923076923
"381","fantasy",7,5.875,0.625,0.75
"382","fashion",7,4.33333333333333,1.08333333333333,1.16666666666667
"383","glitter",7,2.57142857142857,0.714285714285714,0.571428571428572
"384","grammar",7,5.25,0.75,0.875
"385","hostage",7,4.27272727272727,0.909090909090909,0.818181818181818
"386","however",7,3.47058823529412,0.705882352941177,0.764705882352941
"387","literal",7,3.4,1,1
"388","nowhere",7,3.45454545454545,1.27272727272727,1.18181818181818
"389","oatmeal",7,2.2,0.6,0.533333333333333
"390","oblique",7,5.13333333333333,0.8,0.801666666666668
"391","paradox",7,6.23076923076923,0.461538461538462,0.461538461538462
"392","placard",7,3.08333333333333,1.33333333333333,1.16666666666667
"393","quickly",7,2.41176470588235,0.529411764705883,0.530882352941176
"394","racquet",7,3.41666666666667,1.08333333333333,1
"395","reality",7,5.86666666666667,0.666666666666667,0.668333333333333
"396","sampler",7,4.58333333333333,0.502083333333331,0.5
"397","scooter",7,3.375,0.75,0.8125
"398","selling",7,3.18181818181818,0.818181818181818,0.909090909090909
"399","sulphur",7,3.94117647058824,0.88235294117647,0.941176470588236
"400","tweezer",7,2.70588235294118,0.941176470588235,0.764705882352941
"401","unknown",7,4.6,1.5,1.5
"402","vinegar",7,3.5,1.1,1
"403","walking",7,1.33333333333333,0.333333333333333,0.333333333333333
"404","wedding",7,3.5625,1.125,0.875
"405","welfare",7,4.78947368421053,0.789473684210526,0.789473684210527
"406","alphabet",8,3.57142857142857,1,0.858928571428571
"407","although",8,4.4,0.8,0.733333333333334
"408","approach",8,3.85714285714286,0.857142857142857,0.7875
"409","capacity",8,5,0.547727272727271,0.636363636363637
"410","chlorine",8,4.77777777777778,1.00277777777777,1.22222222222222
"411","creature",8,5.38888888888889,0.722222222222221,0.833333333333334
"412","cucumber",8,2.78571428571429,1,1
"413","derelict",8,5.13333333333333,1,1.00166666666667
"414","distinct",8,3.78571428571429,0.785714285714286,0.785714285714286
"415","educator",8,4.9,0.8,0.800000000000001
"416","herdsman",8,3.5625,1,0.9375
"417","industry",8,6,0.666666666666667,0.752083333333333
"418","material",8,5.06666666666667,0.733333333333333,0.735
"419","mischief",8,4.46153846153846,0.615384615384615,0.615384615384615
"420","optimism",8,4.83333333333333,0.555555555555556,0.611111111111111
"421","portrait",8,3.36842105263158,0.736842105263158,0.789473684210526
"422","prisoner",8,3.42857142857143,0.666666666666667,0.619047619047619
"423","sapphire",8,3.46666666666667,0.866666666666666,0.866666666666667
"424","stranger",8,3.11764705882353,0.529411764705882,0.529411764705882
"425","sunshine",8,2.625,1,0.875
"426","surprise",8,4.46666666666667,0.868333333333331,0.8
"427","transfer",8,3.875,0.625,0.625
"428","unbelief",8,4.5,0.857142857142857,0.857142857142857
"429","attendant",9,4.07142857142857,0.785714285714286,0.857142857142857
"430","authentic",9,4.8,1,1.1
"431","beginning",9,3.53846153846154,0.846153846153847,0.769230769230769
"432","causality",9,5.83333333333333,0.666666666666667,0.666666666666666
"433","comforter",9,3.42857142857143,1.14285714285714,1.14285714285714
"434","composure",9,5.06666666666667,0.733333333333333,0.866666666666666
"435","criterion",9,6.18181818181818,0.545454545454546,0.545454545454545
"436","dictation",9,4.8125,0.814062499999999,0.875
"437","diversity",9,5.76470588235294,0.588235294117647,0.705882352941177
"438","elopement",9,5.71428571428571,0.571428571428571,0.5
"439","encounter",9,5.15789473684211,0.684210526315789,0.684210526315789
"440","expulsion",9,4.6875,1,1.0625
"441","following",9,4.04761904761905,0.714285714285714,0.71547619047619
"442","foreigner",9,4.81818181818182,0.909090909090909,0.909090909090909
"443","greenness",9,4.16666666666667,0.916666666666666,0.916666666666667
"444","limelight",9,4.82352941176471,0.588235294117648,0.529411764705882
"445","lubricant",9,4.14285714285714,0.714285714285714,0.716071428571429
"446","magnitude",9,5.8125,0.5,0.5
"447","obedience",9,4.14285714285714,0.857142857142857,0.857142857142858
"448","obsession",9,4.23529411764706,0.705882352941177,0.70735294117647
"449","pineapple",9,2.4,0.9,0.8
"450","prevalent",9,5.5,0.65,0.6
"451","reckoning",9,5.38461538461539,0.615384615384615,0.692307692307693
"452","reluctant",9,4.5,0.916666666666667,1.08333333333333
"453","sanctuary",9,4.68421052631579,0.685526315789473,0.894736842105263
"454","submarine",9,5.4,1.1,1.2
"455","surrender",9,3.8,1.0025,1.1
"456","tangerine",9,2.56521739130435,0.739130434782609,0.695652173913043
"457","telescope",9,5.29411764705882,0.764705882352941,0.823529411764706
"458","therefore",9,4.11764705882353,0.764705882352942,0.883823529411764
"459","traveller",9,4.06666666666667,0.933333333333334,0.935
"460","voluntary",9,4.35714285714286,1,1.00178571428571
"461","appearance",10,4.2,0.466666666666667,0.466666666666667
"462","centennial",10,4.90909090909091,0.818181818181818,1.09090909090909
"463","collection",10,5,0.75,0.8125
"464","convention",10,5.13333333333333,0.734999999999998,0.933333333333334
"465","distortion",10,5.30769230769231,0.615384615384616,0.615384615384615
"466","enthusiasm",10,4.72727272727273,0.818181818181818,0.818181818181818
"467","generation",10,5.23076923076923,0.538461538461538,0.461538461538462
"468","gymnastics",10,5.18181818181818,0.454545454545455,0.545454545454545
"469","importance",10,4.35714285714286,1,1
"470","impossible",10,4.6875,0.8125,0.875
"471","lieutenant",10,4.53333333333333,0.933333333333334,0.933333333333333
"472","literature",10,5.14285714285714,0.714285714285714,0.857142857142858
"473","mediocrity",10,5.83333333333333,0.666666666666667,0.75
"474","permission",10,4.5,0.8125,1
"475","preference",10,5,0.454545454545454,0.454545454545454
"476","procession",10,5,0.6,0.6
"477","projectile",10,4.6,0.868333333333332,0.935
"478","responsive",10,4.38461538461539,0.615384615384615,0.694230769230769
"479","suggestion",10,4,0.65,0.7
"480","tablespoon",10,2.5,0.944444444444445,0.833333333333333
"481","upholstery",10,4.11764705882353,0.705882352941177,0.70735294117647
"482","affirmation",11,5.83333333333333,0.752083333333331,0.833333333333333
"483","arrangement",11,4.22222222222222,0.888888888888888,1
"484","cauliflower",11,3.47368421052632,0.894736842105263,0.736842105263158
"485","destruction",11,4.57142857142857,0.5,0.5
"486","disobedient",11,4.76190476190476,0.666666666666667,0.761904761904762
"487","grasshopper",11,2.76923076923077,0.769230769230769,0.769230769230769
"488","immortality",11,5.05263157894737,0.738157894736841,0.947368421052631
"489","incongruity",11,5.90909090909091,0.818181818181818,0.909090909090909
"490","indifferent",11,5.125,1,1
"491","observation",11,4.07142857142857,1,1
"492","requirement",11,4.73333333333333,0.933333333333334,0.933333333333334
