"","ratingNum","meanRating","cil","cih","rating_1","rating_2","quintile"
"22",29,0.145270839281534,0.0527127141030884,0.051437157415767,0.124777183600713,0.16986322609852,1
"23",3,0.147141029673902,0.0596327985739751,0.0616803816713851,0.157486631016043,0.132361599185129,1
"13",20,0.200264138713337,0.058067452600875,0.0653107275968238,0.201604278074866,0.199147355912062,1
"21",28,0.200609185263917,0.0529692860894906,0.0545804224192971,0.195008912655971,0.211109696403814,1
"7",15,0.202317290552585,0.0788825757575757,0.0885249554367201,0.248128342245989,0.169595110771581,1
"55",59,0.20730831904479,0.0547260835809071,0.0558031428005545,0.245372274784039,0.166072366993936,1
"41",46,0.240054116515293,0.065577493591376,0.0744389372718784,0.213081036610448,0.269274953078875,1
"11",19,0.265111903347198,0.0672657952069716,0.0695976926123984,0.241830065359477,0.288393741334918,1
"5",13,0.285448098916334,0.0684514376255553,0.078631754746343,0.323826500297089,0.26386024813966,1
"39",44,0.291960136120564,0.0726653216658565,0.076493526170799,0.322589819766291,0.270754970519677,1
"50",54,0.310160689900628,0.0652258532546459,0.0606766163775451,0.339839572192513,0.277184154020755,1
"53",57,0.312409799834636,0.0923318735125924,0.0851486585431029,0.335446524064171,0.293980420451009,1
"28",34,0.313613099560812,0.0808479480456604,0.0882009481682686,0.371390374331551,0.241391506097388,2
"31",37,0.316125051419169,0.0824969148498559,0.0909142328259976,0.296027501909855,0.339572192513369,2
"15",22,0.328749681690858,0.0775496562261269,0.0780557677616501,0.340017825311943,0.313725490196078,2
"60",9,0.335882378663127,0.0773914179997068,0.0841741356781463,0.391711229946524,0.268887757123051,2
"51",55,0.346017432522623,0.0962789869364264,0.0987960216766444,0.387943607194944,0.269152778956701,2
"45",5,0.352405103455524,0.0655463700631767,0.0659924954830418,0.391488413547237,0.323092620886739,2
"12",2,0.356244101918842,0.105410506448569,0.104765649575338,0.411229946524064,0.277692895339954,2
"56",6,0.35745320855615,0.077377172459893,0.0800635026737968,0.342543077837195,0.376623376623377,2
"44",49,0.358240208244914,0.0680389181450358,0.0747993995982231,0.376926322043969,0.340991487815017,2
"9",17,0.374816644502919,0.0645360232813664,0.0671838592507709,0.386745607333843,0.358116096539626,2
"2",10,0.377545811051693,0.083747118241236,0.0856230897207367,0.357142857142857,0.395398395721925,2
"34",4,0.378938901621255,0.105867268624622,0.104383013609484,0.493761140819964,0.284993433185947,2
"59",8,0.388067614073806,0.0962707571066704,0.0898630079357634,0.41916906622789,0.320681134406625,3
"4",12,0.396360207778893,0.0904503304589809,0.0994760589916298,0.471925133689839,0.373109461344755,3
"17",24,0.398118522947167,0.0794085918249601,0.0758607228047126,0.466726084373143,0.354013662030469,3
"52",56,0.399193920630453,0.0851646777371235,0.0853437939769209,0.47927807486631,0.340950899368012,3
"35",40,0.412817695673311,0.100416261545941,0.0905455031599418,0.393048128342246,0.436541176470588,3
"33",39,0.440874768762724,0.111798206690083,0.103959478067321,0.479095770539621,0.398831666808137,3
"57",60,0.451532677717552,0.0742575608020985,0.0843226425923905,0.439839572192514,0.456209919927567,3
"1",1,0.452385042906051,0.103110383547358,0.0948789881609209,0.433155080213904,0.478024993162248,3
"46",50,0.460305623075677,0.108368416788203,0.108427880408362,0.486095159742219,0.423054070112894,3
"43",48,0.463502673796791,0.131727941176471,0.139114304812834,0.510918003565062,0.392379679144385,3
"8",16,0.471216042780749,0.0788130213903743,0.0859970053475936,0.453781512605042,0.480603866721514,3
"58",7,0.516124312175463,0.081378160117802,0.0763929861272572,0.488482106129165,0.552059180035651,3
"54",58,0.521053900348018,0.115999354893473,0.107734300993125,0.525229233511586,0.517258142926592,4
"40",45,0.539661319073084,0.0953914141414142,0.0973336304218657,0.53921568627451,0.539884135472371,4
"19",26,0.540172800671071,0.110787270630177,0.115612540631226,0.555994295900178,0.517570664629488,4
"3",11,0.548862369828314,0.113318238108641,0.110334337179848,0.531788472964944,0.564228877005348,4
"36",41,0.558707749766573,0.0885046685340803,0.0862380188439011,0.586922638146168,0.53305785123967,4
"24",30,0.569061536789091,0.100818998029834,0.0880587533897131,0.652072192513369,0.508690150807798,4
"42",47,0.572801576483237,0.102403837351934,0.0961366816958513,0.529946524064171,0.634023079939046,4
"10",18,0.584426636816343,0.0685365449841553,0.0688711564171124,0.654136520918528,0.505422101500533,4
"37",42,0.587461303713405,0.0592102750190987,0.0626650785566749,0.599312452253629,0.57561015517318,4
"47",51,0.626285479226656,0.0835150143973673,0.0813528383381324,0.660873440285205,0.596638655462185,4
"16",23,0.628162012279659,0.0964900970489206,0.0992807486631017,0.693971803597472,0.524746625923096,4
"25",31,0.640374331550802,0.0681885026737968,0.0693883689839572,0.669043374925728,0.616917841516772,4
"49",53,0.644969919786096,0.0678204378342246,0.0692722259358289,0.683656417112299,0.606283422459893,5
"18",25,0.65821901883283,0.0817251801906533,0.0771942571495002,0.68964858670741,0.609328579916815,5
"32",38,0.672930841661492,0.0903742757070929,0.0854207711792851,0.719633307868602,0.645687736374011,5
"26",32,0.691494779730074,0.0806499872676345,0.0789502164502165,0.697638146167558,0.683303624480095,5
"48",52,0.692027224112786,0.0705092367525522,0.0755013368983957,0.663770053475936,0.725935828877005,5
"14",21,0.694364459070341,0.0482363225010286,0.0461821266968326,0.643150966680379,0.745577951460304,5
"20",27,0.704209853212949,0.0633429801479337,0.0616194191658587,0.723834988540871,0.692761857604995,5
"38",43,0.713235039470334,0.0928058314234783,0.0836683600713013,0.712463458110517,0.714623885918004,5
"27",33,0.760232620320856,0.0801124665775401,0.0703733288770052,0.77652192513369,0.733083778966132,5
"30",36,0.784153743315508,0.0660203208556149,0.0650092914438504,0.837662337662338,0.742535947712418,5
"29",35,0.799923397322778,0.0544880003037899,0.057733128126317,0.81918449197861,0.785915328482173,5
"6",14,0.889522178449514,0.0485142244657815,0.0483733154580905,0.943850267379679,0.841230543844923,5
