"","workerid","word","trial","complexity","nchars","mrc.fam","mrc.conc","mrc.imag","mrc.syl","mrc.phon","class","clx.morph","subt.log.freq"
"1416",202,"elopement",6,5,9,356,320,453,3,8,1,2,1.1139
"1417",203,"ornate",6,4,6,401,339,419,2,4,1,1,1.0414
"1418",204,"know",6,2,4,605,274,278,1,2,1,1,5.4651
"1419",205,"book",6,3,4,643,609,591,1,3,1,1,3.9555
"1420",206,"soccer",6,6,6,521,524,570,2,4,1,1,2.8069
"1421",207,"poet",6,7,4,544,552,518,2,4,1,1,2.673
"1422",208,"help",6,3,4,594,320,464,1,4,1,1,4.6719
"1423",209,"procession",6,5,10,462,500,534,3,8,1,2,1.8195
"1424",210,"tunnel",6,6,6,541,555,578,2,4,1,1,2.9605
"1425",211,"poet",6,4,4,544,552,518,2,4,1,1,2.673
"1426",212,"style",6,3,5,555,344,416,1,4,1,1,3.1861
"1427",213,"reality",6,4,7,551,296,315,4,7,1,2,3.1886
"1428",24,"moral",6,1,5,535,220,341,2,5,1,1,2.8388
"1429",214,"sunshine",6,1,8,627,527,655,2,6,1,2,2.7818
"1430",215,"tank",6,2,4,511,581,563,1,4,1,1,3.1163
"1431",216,"concept",6,5,7,532,264,258,2,7,1,2,2.7435
"1432",217,"guilt",6,1,5,559,299,381,1,4,1,1,2.8814
"1433",218,"beginning",6,2,9,593,318,359,3,7,1,1,3.5079
"1434",219,"nerve",6,6,5,554,488,486,1,3,1,1,3.0689
"1435",220,"jacket",6,3,6,596,635,611,2,5,1,2,3.2317
"1436",221,"reality",6,7,7,551,296,315,4,7,1,2,3.1886
"1437",222,"tunnel",6,2,6,541,555,578,2,4,1,1,2.9605
"1438",223,"stupid",6,2,6,550,351,381,2,7,1,1,3.9734
"1439",224,"phrase",6,4,6,521,321,342,1,4,1,1,2.6675
"1440",225,"table",6,1,5,599,604,582,2,4,1,1,3.7314
"1441",226,"voluntary",6,3,9,558,309,327,4,9,1,2,2.017
"1442",227,"gasp",6,4,4,457,409,491,1,4,1,1,1.9494
"1443",228,"obsession",6,4,9,456,243,409,3,7,1,2,2.4624
"1444",229,"letter",6,2,6,610,577,595,2,4,1,1,3.6247
"1445",67,"risk",6,2,4,517,290,405,1,4,1,1,3.3983
"1446",66,"optimism",6,5,8,500,240,418,4,9,1,1,1.9031
"1447",230,"dumb",6,1,4,564,340,397,1,3,1,1,3.3795
"1448",231,"procession",6,6,10,462,500,534,3,8,1,2,1.8195
"1449",232,"suggestion",6,6,10,567,333,345,3,9,1,2,2.7945
"1450",233,"lotion",6,2,6,479,534,497,2,5,1,1,2.2227
"1451",234,"diet",6,2,4,556,449,486,2,4,1,1,2.8949
"1452",235,"carrot",6,1,6,539,622,577,2,5,1,1,2.2923
"1453",236,"frail",6,3,5,459,383,430,1,4,1,1,1.9138
"1454",237,"book",6,1,4,643,609,591,1,3,1,1,3.9555
"1455",238,"save",6,3,4,559,314,365,1,3,1,1,3.918
"1456",239,"biology",6,7,7,526,400,441,4,7,1,2,2.3997
"1457",240,"hot",6,1,3,607,507,551,1,3,1,1,3.986
"1458",241,"now",6,1,3,605,309,276,1,2,1,1,5.2131
"1459",242,"knee",6,1,4,599,593,597,1,2,1,1,2.8751
"1460",243,"save",6,4,4,559,314,365,1,3,1,1,3.918
"1461",244,"sunshine",6,3,8,627,527,655,2,6,1,2,2.7818
"1462",245,"voluntary",6,5,9,558,309,327,4,9,1,2,2.017
"1463",43,"poison",6,2,6,504,527,513,2,4,1,1,3.098
"1464",246,"tank",6,1,4,511,581,563,1,4,1,1,3.1163
"1465",1,"side",7,2,4,566,394,386,1,3,1,1,4.0106
"1466",2,"beet",7,4,4,497,645,555,1,3,1,1,1.1761
"1467",3,"citizen",7,4,7,535,455,445,3,6,1,1,2.8331
"1468",4,"although",7,4,8,573,218,208,2,4,0,2,NA
"1469",5,"fine",7,3,4,560,328,392,1,3,1,1,4.4843
"1470",7,"belt",7,4,4,550,602,494,1,4,1,1,3.0945
"1471",8,"dip",7,5,3,466,479,456,1,3,1,1,2.6096
"1472",9,"raid",7,4,4,487,407,476,1,3,1,1,2.6405
"1473",10,"rum",7,1,3,552,600,560,1,3,1,1,2.5832
"1474",11,"siege",7,2,5,345,417,445,1,NA,1,1,2.0755
"1475",12,"mural",7,2,5,451,515,515,2,6,1,1,1.7243
"1476",13,"page",7,1,4,603,571,555,1,3,1,1,3.2817
"1477",14,"there",7,4,5,603,216,283,1,2,0,1,5.3459
"1478",15,"view",7,2,4,523,379,430,1,3,1,1,3.2936
"1479",16,"upset",7,3,5,536,282,416,2,5,1,2,3.5799
"1480",17,"magnitude",7,5,9,431,333,303,3,9,1,1,1.8692
"1481",18,"match",7,1,5,558,535,490,1,4,1,1,3.4017
"1482",19,"material",7,7,8,559,539,490,3,8,1,1,3.0531
"1483",20,"thwart",7,5,6,361,340,324,1,4,1,1,1.2553
"1484",21,"hall",7,2,4,592,565,559,1,3,1,1,3.4232
"1485",22,"than",7,1,4,545,188,213,1,3,0,1,4.5761
"1486",23,"sucker",7,6,6,492,404,419,2,4,1,2,2.9217
"1487",24,"whole",7,7,5,592,324,377,1,NA,1,1,4.2936
"1488",26,"lean",7,1,4,549,395,472,1,3,1,1,2.7243
"1489",28,"kill",7,2,4,549,386,481,1,3,1,1,4.3633
"1490",29,"dagger",7,1,6,480,576,581,2,4,1,1,2.4014
"1491",30,"match",7,5,5,558,535,490,1,4,1,1,3.4017
"1492",31,"goof",7,2,4,513,348,360,1,NA,1,1,2.0569
"1493",33,"convention",7,5,10,466,488,502,3,9,1,2,2.7993
"1494",34,"store",7,5,5,562,548,506,1,3,1,1,3.6211
"1495",35,"bandage",7,2,7,546,639,554,2,6,1,2,2.1673
"1496",36,"cement",7,5,6,516,646,578,2,6,1,1,2.3711
"1497",37,"slime",7,3,5,426,545,558,1,4,1,1,2.1523
"1498",38,"thwart",7,6,6,361,340,324,1,4,1,1,1.2553
"1499",39,"drab",7,5,4,443,281,340,1,4,1,1,1.6232
"1500",40,"slope",7,4,5,563,513,578,1,4,1,1,2.179
"1501",41,"liar",7,5,4,534,409,425,2,3,1,2,3.2536
"1502",42,"cattle",7,3,6,511,600,619,1,4,1,1,2.8293
"1503",43,"very",7,2,4,606,223,243,2,4,1,1,4.8014
"1504",44,"flee",7,4,4,486,400,431,1,3,1,1,2.3692
"1505",45,"lure",7,3,4,451,422,389,1,3,1,1,2.3385
"1506",46,"clang",7,5,5,431,423,445,1,4,1,1,1.6435
"1507",47,"thus",7,1,4,507,197,267,1,3,0,1,2.7987
"1508",48,"curse",7,4,5,484,363,415,1,3,1,1,2.9685
"1509",49,"mediocrity",7,7,10,339,217,258,5,10,1,2,1.5682
"1510",50,"skunk",7,1,5,519,648,652,1,5,1,1,2.2227
"1511",51,"while",7,3,5,543,204,302,1,3,0,1,4.251
"1512",52,"and",7,1,3,620,220,226,1,3,0,1,5.8343
"1513",53,"drain",7,4,5,510,591,540,1,4,1,1,2.6444
"1514",54,"her",7,1,3,569,419,464,1,2,0,1,5.1603
"1515",55,"off",7,1,3,608,281,326,1,2,0,1,4.7793
"1516",56,"racket",7,3,6,486,562,530,2,5,1,1,2.5798
"1517",57,"prevalent",7,7,9,418,255,274,3,9,1,2,1.2304
"1518",58,"bother",7,7,6,583,267,369,2,4,1,1,3.5362
"1519",59,"bowl",7,1,4,557,575,579,1,3,1,1,3.0394
"1520",60,"ugly",7,2,4,562,377,491,2,4,1,1,3.3326
"1521",61,"fantasy",7,7,7,499,295,455,3,7,1,1,2.9186
"1522",62,"much",7,5,4,584,242,332,1,4,0,1,4.6958
"1523",64,"flash",7,1,5,509,480,528,1,4,1,1,2.8943
"1524",65,"pore",7,1,4,437,492,447,1,2,1,1,1.3979
"1525",66,"concert",7,4,7,520,252,578,2,6,1,1,2.9523
"1526",67,"slime",7,2,5,426,545,558,1,4,1,1,2.1523
"1527",69,"unhappiness",7,1,11,494,234,461,4,NA,1,4,1.7782
"1528",70,"prevalent",7,4,9,418,255,274,3,9,1,2,1.2304
"1529",71,"expulsion",7,3,9,403,359,363,3,9,1,2,1.6232
"1530",72,"belt",7,6,4,550,602,494,1,4,1,1,3.0945
"1531",73,"transfer",7,5,8,502,331,313,2,7,1,1,3.0208
"1532",74,"weed",7,5,4,542,600,596,1,3,1,1,2.7789
"1533",75,"beef",7,5,4,598,637,625,1,3,1,1,3.0026
"1534",76,"dozen",7,4,5,568,396,525,2,4,1,1,3.0906
"1535",77,"bowl",7,2,4,557,575,579,1,3,1,1,3.0394
"1536",78,"wrap",7,4,4,549,457,482,1,3,1,1,2.9586
"1537",79,"form",7,4,4,553,438,452,1,3,1,1,3.3387
"1538",80,"wrath",7,5,5,466,304,377,1,3,1,1,2.301
"1539",81,"nowhere",7,6,7,521,222,299,2,4,1,2,3.3002
"1540",82,"well",7,1,4,550,467,522,1,3,1,1,NA
"1541",83,"one",7,1,3,613,379,432,1,3,0,1,5.195
"1542",84,"trace",7,6,5,531,371,384,1,4,1,1,2.9956
"1543",85,"peg",7,1,3,462,537,538,1,3,1,1,NA
"1544",86,"gymnastics",7,5,10,437,468,562,3,10,1,3,1.8976
"1545",87,"tablespoon",7,4,10,567,587,600,3,8,1,2,1
"1546",88,"however",7,5,7,552,186,247,3,5,0,2,NA
"1547",89,"bucket",7,1,6,506,594,586,2,5,1,1,2.7093
"1548",90,"bland",7,1,5,436,338,348,1,5,1,1,1.7482
"1549",91,"generation",7,6,10,520,320,362,4,9,1,2,2.7924
"1550",92,"earn",7,1,4,557,349,437,1,2,1,1,2.8943
"1551",93,"mural",7,7,5,451,515,515,2,6,1,1,1.7243
"1552",94,"snow",7,1,4,615,618,597,1,3,1,1,3.2041
"1553",95,"projectile",7,4,10,347,532,486,3,9,1,2,1.6435
"1554",96,"broom",7,1,5,547,613,608,1,4,1,1,2.3874
"1555",97,"path",7,4,4,531,504,537,1,NA,1,1,3.098
"1556",98,"clover",7,2,6,486,554,606,2,5,1,1,1.8325
"1557",99,"light",7,2,5,575,550,542,1,3,1,1,3.9256
"1558",100,"bland",7,1,5,436,338,348,1,5,1,1,1.7482
"1559",101,"coat",7,2,4,610,601,572,1,3,1,1,3.3318
"1560",102,"nowhere",7,6,7,521,222,299,2,4,1,2,3.3002
"1561",103,"which",7,1,5,555,215,257,1,4,0,1,4.3863
"1562",104,"two",7,1,3,596,383,445,1,2,0,1,4.7355
"1563",105,"cellar",7,1,6,467,572,572,2,4,1,1,2.6803
"1564",106,"dreamer",7,1,7,517,442,507,2,5,1,2,2.1931
"1565",107,"reckoning",7,3,9,428,237,283,3,NA,1,1,1.7482
"1566",108,"can",7,2,3,620,365,369,1,3,0,1,5.4275
"1567",109,"been",7,3,4,567,215,222,1,3,0,NA,4.9473
"1568",110,"ape",7,2,3,547,654,616,1,2,1,1,2.6937
"1569",111,"loop",7,1,4,494,490,492,1,3,1,1,2.5391
"1570",112,"summer",7,1,6,612,439,618,2,4,1,1,3.6035
"1571",113,"dreamer",7,3,7,517,442,507,2,5,1,2,2.1931
"1572",114,"causality",7,5,9,347,381,334,4,8,1,3,0.9031
"1573",115,"literal",7,6,7,468,295,261,3,7,1,1,1.8451
"1574",116,"while",7,2,5,543,204,302,1,3,0,1,4.251
"1575",117,"faster",7,1,6,580,344,362,2,NA,1,NA,3.3491
"1576",118,"smart",7,1,5,602,304,396,1,4,1,1,3.6911
"1577",119,"composure",7,6,9,458,324,361,3,7,1,2,1.2041
"1578",120,"rule",7,7,4,534,286,415,1,3,1,1,3.3902
"1579",121,"traveller",7,4,9,494,492,491,2,6,1,2,1.6128
"1580",122,"raid",7,7,4,487,407,476,1,3,1,1,2.6405
"1581",123,"since",7,3,5,541,247,264,1,4,0,1,4.2059
"1582",124,"gin",7,1,3,521,639,555,1,3,1,1,2.7604
"1583",125,"from",7,2,4,612,197,239,1,4,0,1,5.017
"1584",126,"and",7,1,3,620,220,226,1,3,0,1,5.8343
"1585",127,"steak",7,3,5,558,646,647,1,4,1,1,2.9186
"1586",128,"make",7,1,4,618,299,322,1,3,1,1,4.8499
"1587",129,"full",7,2,4,594,378,437,1,3,1,1,3.9301
"1588",130,"scent",7,4,5,501,462,421,1,4,1,1,2.4843
"1589",131,"bite",7,1,4,593,509,553,1,3,1,1,3.3183
"1590",132,"crook",7,2,5,467,520,526,1,4,1,1,2.4624
"1591",133,"distortion",7,7,10,462,365,428,3,8,1,2,1.7853
"1592",134,"one",7,2,3,613,379,432,1,3,0,1,5.195
"1593",135,"stifle",7,7,6,453,292,381,1,5,1,1,1.2041
"1594",136,"both",7,5,4,598,322,298,1,3,0,1,4.1779
"1595",137,"peg",7,4,3,462,537,538,1,3,1,1,NA
"1596",138,"gavel",7,1,5,383,558,539,2,4,1,1,1.6021
"1597",139,"following",7,4,9,551,306,349,3,NA,1,1,3.3638
"1598",140,"sucker",7,4,6,492,404,419,2,4,1,2,2.9217
"1599",141,"faint",7,4,5,516,462,466,1,4,1,1,2.6758
"1600",142,"supposition",7,5,11,396,280,270,4,9,1,2,1.2304
"1601",143,"lure",7,6,4,451,422,389,1,3,1,1,2.3385
"1602",144,"battle",7,5,6,537,564,597,2,4,1,1,3.3336
"1603",145,"sanctuary",7,5,9,449,486,481,3,10,1,1,2.3444
"1604",146,"disobedient",7,6,11,501,348,393,4,11,1,3,1.0792
"1605",147,"parcel",7,2,6,503,525,509,2,4,1,1,1.8573
"1606",148,"dinner",7,1,6,621,542,570,2,4,1,2,4.0144
"1607",149,"racket",7,5,6,486,562,530,2,5,1,1,2.5798
"1608",150,"parcel",7,1,6,503,525,509,2,4,1,1,1.8573
"1609",151,"sheer",7,3,5,468,397,440,1,2,1,1,2.3692
"1610",152,"match",7,4,5,558,535,490,1,4,1,1,3.4017
"1611",153,"audit",7,6,5,326,371,253,2,4,1,1,1.7634
"1612",154,"keel",7,1,4,337,515,451,1,3,1,1,1.7924
"1613",155,"back",7,2,4,587,540,483,1,3,1,1,5.0106
"1614",156,"shiny",7,1,5,541,411,537,2,4,1,2,2.601
"1615",157,"dozen",7,5,5,568,396,525,2,4,1,1,3.0906
"1616",158,"evening",7,1,7,630,439,559,2,5,1,1,3.7893
"1617",159,"many",7,5,4,599,276,393,2,4,0,1,4.2632
"1618",160,"swell",7,2,5,443,411,410,1,4,1,1,3.0261
"1619",161,"hard",7,4,4,595,425,460,1,NA,1,1,4.1959
"1620",162,"wrath",7,5,5,466,304,377,1,3,1,1,2.301
"1621",163,"oh",7,2,2,563,233,274,1,1,0,1,NA
"1622",164,"disobedient",7,5,11,501,348,393,4,11,1,3,1.0792
"1623",165,"so",7,1,2,597,195,227,1,2,0,1,5.3354
"1624",166,"smart",7,4,5,602,304,396,1,4,1,1,3.6911
"1625",167,"kill",7,6,4,549,386,481,1,3,1,1,4.3633
"1626",168,"beef",7,2,4,598,637,625,1,3,1,1,3.0026
"1627",169,"traveller",7,7,9,494,492,491,2,6,1,2,1.6128
"1628",170,"sapphire",7,5,8,380,572,560,2,5,1,1,1.7924
"1629",171,"all",7,7,3,582,267,332,1,2,0,1,5.4204
"1630",172,"approach",7,3,8,508,323,329,2,6,1,1,3.0298
"1631",173,"belt",7,2,4,550,602,494,1,4,1,1,3.0945
"1632",174,"canary",7,2,6,411,577,533,3,6,1,1,2.1761
"1633",175,"hero",7,2,4,510,428,483,2,4,1,1,3.4053
"1634",176,"spray",7,2,5,521,514,559,1,4,1,1,2.6928
"1635",177,"mood",7,3,4,541,234,394,1,3,1,1,3.2398
"1636",178,"dip",7,3,3,466,479,456,1,3,1,1,2.6096
"1637",179,"oblique",7,6,7,407,351,310,3,5,1,1,1.3802
"1638",180,"pineapple",7,1,9,489,653,569,3,6,1,2,2.1173
"1639",181,"rocket",7,7,6,525,645,612,2,5,1,1,2.7818
"1640",182,"gymnastics",7,6,10,437,468,562,3,10,1,3,1.8976
"1641",183,"been",7,1,4,567,215,222,1,3,0,NA,4.9473
"1642",184,"side",7,1,4,566,394,386,1,3,1,1,4.0106
"1643",185,"unhappiness",7,7,11,494,234,461,4,NA,1,4,1.7782
"1644",186,"mischief",7,6,8,413,325,422,2,7,1,1,2.0334
"1645",187,"bother",7,3,6,583,267,369,2,4,1,1,3.5362
"1646",188,"stifle",7,6,6,453,292,381,1,5,1,1,1.2041
"1647",189,"encounter",7,4,9,463,316,370,3,7,1,2,2.4548
"1648",190,"weight",7,2,6,578,462,521,1,3,1,1,3.2674
"1649",191,"hard",7,2,4,595,425,460,1,NA,1,1,4.1959
"1650",192,"many",7,7,4,599,276,393,2,4,0,1,4.2632
"1651",193,"store",7,6,5,562,548,506,1,3,1,1,3.6211
"1652",194,"nurse",7,3,5,537,588,617,1,3,1,1,3.3608
"1653",195,"pigeon",7,5,6,499,609,610,2,5,1,1,2.48
"1654",196,"slush",7,3,5,489,570,567,1,4,1,1,1.4624
"1655",197,"savant",7,5,6,157,293,271,2,6,1,1,1.3979
"1656",198,"nation",7,3,6,508,415,436,2,5,1,1,3.0195
"1657",199,"cheese",7,3,6,588,624,592,1,NA,1,1,3.2993
"1658",200,"off",7,2,3,608,281,326,1,2,0,1,4.7793
"1659",201,"cast",7,3,4,495,502,483,1,4,1,1,3.0722
"1660",202,"diet",7,7,4,556,449,486,2,4,1,1,2.8949
"1661",203,"hot",7,1,3,607,507,551,1,3,1,1,3.986
"1662",204,"greenness",7,6,9,369,376,540,2,NA,1,2,0.4771
"1663",205,"safety",7,7,6,556,323,397,2,5,1,2,3.2175
"1664",206,"waste",7,7,5,577,430,448,1,4,1,1,3.4341
"1665",207,"cast",7,7,4,495,502,483,1,4,1,1,3.0722
"1666",208,"impossible",7,7,10,565,198,302,3,8,1,2,3.4794
"1667",209,"social",7,5,6,497,242,386,2,5,1,1,3.2315
"1668",210,"come",7,6,4,608,355,322,1,3,1,1,NA
"1669",211,"therefore",7,4,9,556,199,243,3,4,0,2,3.0249
"1670",212,"know",7,4,4,605,274,278,1,2,1,1,5.4651
"1671",213,"safety",7,1,6,556,323,397,2,5,1,2,3.2175
"1672",24,"ornate",7,7,6,401,339,419,2,4,1,1,1.0414
"1673",214,"paradox",7,7,7,394,257,334,3,8,1,1,1.8195
"1674",215,"now",7,1,3,605,309,276,1,2,1,1,5.2131
"1675",216,"hobby",7,1,5,518,449,494,2,4,1,1,2.5502
"1676",217,"therefore",7,4,9,556,199,243,3,4,0,2,3.0249
"1677",218,"theoretical",7,6,11,487,264,334,4,10,1,2,1.9823
"1678",219,"lotion",7,2,6,479,534,497,2,5,1,1,2.2227
"1679",220,"swarm",7,6,5,463,406,488,1,4,1,1,1.8388
"1680",221,"half",7,4,4,610,389,458,1,3,1,1,4.0068
"1681",222,"shout",7,2,5,557,471,484,1,3,1,1,2.9243
"1682",223,"save",7,2,4,559,314,365,1,3,1,1,3.918
"1683",224,"obsession",7,5,9,456,243,409,3,7,1,2,2.4624
"1684",225,"voluntary",7,4,9,558,309,327,4,9,1,2,2.017
"1685",226,"value",7,4,5,552,260,289,2,5,1,1,3.0406
"1686",227,"code",7,7,4,464,432,460,1,NA,1,1,3.433
"1687",228,"therefore",7,3,9,556,199,243,3,4,0,2,3.0249
"1688",229,"diversity",7,5,9,501,268,302,4,8,1,2,1.7559
"1689",67,"know",7,2,4,605,274,278,1,2,1,1,5.4651
"1690",66,"half",7,4,4,610,389,458,1,3,1,1,4.0068
"1691",230,"comforter",7,1,9,392,467,499,3,7,1,2,1.3222
"1692",231,"quickly",7,1,7,581,292,376,2,NA,1,2,3.4597
"1693",232,"hot",7,1,3,607,507,551,1,3,1,1,3.986
"1694",233,"criterion",7,5,9,349,261,250,3,9,1,1,1.0792
"1695",234,"soccer",7,3,6,521,524,570,2,4,1,1,2.8069
"1696",235,"save",7,1,4,559,314,365,1,3,1,1,3.918
"1697",236,"known",7,5,5,545,226,310,1,NA,1,1,3.7994
"1698",237,"obsession",7,1,9,456,243,409,3,7,1,2,2.4624
"1699",238,"sunshine",7,1,8,627,527,655,2,6,1,2,2.7818
"1700",239,"hog",7,2,3,528,581,527,1,3,1,1,2.4183
"1701",240,"collection",7,7,10,538,403,419,3,8,1,2,2.9671
"1702",241,"waste",7,1,5,577,430,448,1,4,1,1,3.4341
"1703",242,"carrot",7,1,6,539,622,577,2,5,1,1,2.2923
"1704",243,"ornate",7,5,6,401,339,419,2,4,1,1,1.0414
"1705",244,"investigation",7,6,13,501,351,397,5,12,1,2,3.1738
"1706",245,"sale",7,3,4,555,364,422,1,3,1,1,3.1126
"1707",43,"comforter",7,2,9,392,467,499,3,7,1,2,1.3222
"1708",246,"safety",7,3,6,556,323,397,2,5,1,2,3.2175
"1709",1,"rum",8,4,3,552,600,560,1,3,1,1,2.5832
"1710",2,"off",8,1,3,608,281,326,1,2,0,1,4.7793
"1711",3,"ginger",8,3,6,455,522,430,2,5,1,1,2.5159
"1712",4,"when",8,1,4,609,219,231,1,3,0,1,5.0159
"1713",5,"than",8,3,4,545,188,213,1,3,0,1,4.5761
"1714",7,"peg",8,4,3,462,537,538,1,3,1,1,NA
"1715",8,"are",8,5,3,564,195,262,1,1,0,1,5.4243
"1716",9,"nurse",8,1,5,537,588,617,1,3,1,1,3.3608
"1717",10,"led",8,1,3,526,370,394,1,3,1,NA,3.0885
"1718",11,"welfare",8,5,7,509,309,362,2,5,1,2,2.6053
"1719",12,"those",8,1,5,570,254,247,1,3,0,1,4.5844
"1720",13,"mouse",8,1,5,520,624,615,1,3,1,1,2.9894
"1721",14,"spirit",8,7,6,518,296,450,2,6,1,1,3.4011
"1722",15,"earn",8,3,4,557,349,437,1,2,1,1,2.8943
"1723",16,"stump",8,1,5,447,540,490,1,5,1,1,2.1004
"1724",17,"enthusiasm",8,5,10,506,266,464,5,11,1,1,2.3617
"1725",18,"gymnastics",8,6,10,437,468,562,3,10,1,3,1.8976
"1726",19,"form",8,5,4,553,438,452,1,3,1,1,3.3387
"1727",20,"shiny",8,4,5,541,411,537,2,4,1,2,2.601
"1728",21,"leg",8,1,3,589,626,601,1,3,1,1,3.4598
"1729",22,"keel",8,3,4,337,515,451,1,3,1,1,1.7924
"1730",23,"brake",8,5,5,551,526,511,1,4,1,1,2.4857
"1731",24,"gin",8,1,3,521,639,555,1,3,1,1,2.7604
"1732",26,"sunset",8,2,6,539,525,633,2,6,1,2,2.7218
"1733",28,"boar",8,6,4,455,558,524,1,2,1,1,2.0492
"1734",29,"can",8,4,3,620,365,369,1,3,0,1,5.4275
"1735",30,"tally",8,4,5,374,331,308,2,4,1,1,NA
"1736",31,"python",8,3,6,308,580,559,2,NA,1,1,1.9031
"1737",33,"glitter",8,4,7,440,420,503,2,5,1,1,2.0212
"1738",34,"after",8,1,5,575,242,217,2,4,0,1,4.5417
"1739",35,"duel",8,5,4,439,456,494,2,5,1,1,2.0828
"1741",37,"two",8,1,3,596,383,445,1,2,0,1,4.7355
"1742",38,"came",8,4,4,563,265,288,1,3,1,NA,4.3738
"1743",39,"keel",8,5,4,337,515,451,1,3,1,1,1.7924
"1744",40,"court",8,6,5,549,509,552,1,3,1,1,3.7108
"1745",41,"oatmeal",8,2,7,471,552,558,2,5,1,2,2.2304
"1746",42,"evening",8,1,7,630,439,559,2,5,1,1,3.7893
"1747",43,"gavel",8,1,5,383,558,539,2,4,1,1,1.6021
"1748",44,"iron",8,5,4,555,584,561,2,3,1,1,2.9619
"1749",45,"mouse",8,1,5,520,624,615,1,3,1,1,2.9894
"1750",46,"fantasy",8,6,7,499,295,455,3,7,1,1,2.9186
"1751",47,"pineapple",8,5,9,489,653,569,3,6,1,2,2.1173
"1752",48,"bowl",8,1,4,557,575,579,1,3,1,1,3.0394
"1753",49,"court",8,3,5,549,509,552,1,3,1,1,3.7108
"1754",50,"earth",8,7,5,580,580,580,1,2,1,1,3.7054
"1755",51,"oxygen",8,1,6,529,484,430,3,7,1,2,2.8506
"1756",52,"trace",8,1,5,531,371,384,1,4,1,1,2.9956
"1757",53,"nurse",8,4,5,537,588,617,1,3,1,1,3.3608
"1758",54,"stifle",8,5,6,453,292,381,1,5,1,1,1.2041
"1759",55,"mallet",8,5,6,388,623,557,2,5,1,1,1.5563
"1760",56,"an",8,1,2,595,217,195,1,2,0,1,4.9781
"1761",57,"wild",8,6,4,572,381,500,1,4,1,1,3.466
"1762",58,"summer",8,5,6,612,439,618,2,4,1,1,3.6035
"1763",59,"traveller",8,3,9,494,492,491,2,6,1,2,1.6128
"1764",60,"curse",8,4,5,484,363,415,1,3,1,1,2.9685
"1765",61,"reckoning",8,3,9,428,237,283,3,NA,1,1,1.7482
"1766",62,"glitter",8,1,7,440,420,503,2,5,1,1,2.0212
"1767",64,"arch",8,1,4,483,512,557,1,3,1,1,2.2765
"1768",65,"arch",8,3,4,483,512,557,1,3,1,1,2.2765
"1769",66,"part",8,3,4,579,339,340,1,3,1,1,4.1251
"1770",67,"upset",8,2,5,536,282,416,2,5,1,2,3.5799
"1771",69,"care",8,1,4,563,342,383,1,2,1,1,4.3936
"1772",70,"house",8,5,5,600,608,606,1,3,1,1,4.4185
"1773",71,"match",8,4,5,558,535,490,1,4,1,1,3.4017
"1774",72,"suffix",8,1,6,444,318,254,2,6,1,1,0.4771
"1775",73,"bite",8,1,4,593,509,553,1,3,1,1,3.3183
"1776",74,"brawl",8,4,5,418,456,485,1,4,1,1,2.0374
"1777",75,"belly",8,5,5,486,630,576,2,4,1,1,2.9004
"1778",76,"to",8,1,2,613,199,220,1,2,0,1,6.0632
"1779",77,"drab",8,2,4,443,281,340,1,4,1,1,1.6232
"1780",78,"hard",8,1,4,595,425,460,1,NA,1,1,4.1959
"1781",79,"harsh",8,6,5,509,359,379,1,NA,1,1,2.5599
"1782",80,"sick",8,4,4,571,404,456,1,3,1,1,3.9262
"1783",81,"much",8,1,4,584,242,332,1,4,0,1,4.6958
"1784",82,"aid",8,1,3,536,372,413,1,2,1,1,2.8513
"1785",83,"sampler",8,4,7,397,426,378,2,6,1,2,1.2304
"1786",84,"projectile",8,4,10,347,532,486,3,9,1,2,1.6435
"1787",85,"pity",8,1,4,516,303,391,2,4,1,1,3.0792
"1788",86,"who",8,2,3,599,234,261,1,2,0,1,5.0545
"1789",87,"sheer",8,2,5,468,397,440,1,2,1,1,2.3692
"1790",88,"raid",8,2,4,487,407,476,1,3,1,1,2.6405
"1791",89,"savant",8,4,6,157,293,271,2,6,1,1,1.3979
"1792",90,"eat",8,4,3,529,486,563,1,2,1,1,4.1088
"1793",91,"hay",8,1,3,486,623,597,1,2,1,1,2.5132
"1795",93,"swell",8,2,5,443,411,410,1,4,1,1,3.0261
"1796",94,"am",8,1,2,603,259,247,1,2,0,NA,4.7516
"1797",95,"not",8,2,3,565,273,253,1,3,0,1,5.442
"1798",96,"who",8,5,3,599,234,261,1,2,0,1,5.0545
"1799",97,"full",8,3,4,594,378,437,1,3,1,1,3.9301
"1800",98,"obedience",8,4,9,500,238,394,3,8,1,3,1.9445
"1801",99,"gavel",8,1,5,383,558,539,2,4,1,1,1.6021
"1802",100,"state",8,3,5,560,440,511,1,4,1,1,3.7404
"1803",101,"encounter",8,5,9,463,316,370,3,7,1,2,2.4548
"1804",102,"oxygen",8,6,6,529,484,430,3,7,1,2,2.8506
"1805",103,"loot",8,7,4,470,542,579,1,3,1,1,2.2601
"1806",104,"ape",8,1,3,547,654,616,1,2,1,1,2.6937
"1807",105,"finish",8,6,6,617,343,437,2,5,1,1,3.7029
"1808",106,"keel",8,5,4,337,515,451,1,3,1,1,1.7924
"1809",107,"hero",8,6,4,510,428,483,2,4,1,1,3.4053
"1810",108,"distortion",8,4,10,462,365,428,3,8,1,2,1.7853
"1811",109,"shell",8,6,5,524,597,581,1,3,1,1,2.8293
"1812",110,"weed",8,3,4,542,600,596,1,3,1,1,2.7789
