"","language","lower.ci","corr","upper.ci"
"42","KANADA_LEN",0.11779289135137,0.212095376078736,0.313156553876584
"43","KHMER_LEN",0.252038428666544,0.329159327353748,0.403155129500032
"44","KOREAN_checked_LEN",0.0978722014578419,0.175946116241427,0.251454792732368
"45","LAO_LEN",0.237052343085151,0.337086991904821,0.431479490313476
"46","LATIN_LEN",0.0545935818255302,0.132764888465988,0.22439486428864
"47","LATVIAN_LEN",0.302290667096134,0.379233078665579,0.452786200432903
"48","LITHUANIAN_LEN",0.234278544073314,0.326805530287326,0.415421384974155
"49","MACEDONIAN_LEN",0.408707040884918,0.483938497137107,0.5525977208411
"50","MALAY_LEN",0.187109022013251,0.268788193720369,0.349801877209836
"51","MALTESE_LEN",0.426581962143616,0.510878313368456,0.58430212372159
"52","MAORI_LEN",0.129791579915293,0.21227612589054,0.297338152902778
"53","MARATHI_LEN",-0.0283385143664659,0.0461974268019357,0.131875531341971
"54","MONGOLIAN_LEN",0.262683117007612,0.341242983591017,0.418941409650735
"55","NEPALI_LEN",0.293131736208292,0.374875824114089,0.458412474289479
"56","NORWEGIAN_LEN",0.440177370589393,0.521978579017493,0.592898709515425
"57","PERSIAN_check_LEN",-0.00566600405456369,0.0721542530174451,0.162007531778221
"58","POLISH_checked_LEN",0.287959812355686,0.368976077973473,0.445592309015763
"59","PORTUGUESE_checked_LEN",0.375260494373677,0.451696463152154,0.527581967333129
"60","PUNJABI_LEN",0.203248049368618,0.298064441939769,0.391908530607956
"61","ROMANIAN_LEN",0.251120230889659,0.342639278064673,0.431354384595509
"62","RUSSIAN_checked_LEN",0.373909726874253,0.449202464037297,0.517776195206514
"63","SERBIAN_LEN",0.377867933417795,0.45208327318687,0.525255252046918
"64","SLOVAK_LEN",0.264557586101229,0.348116331613223,0.428767709357442
"65","SLOVENIAN_LEN",0.257905582747883,0.373026297882132,0.489870921790687
"66","SOMALI_LEN",0.102845019910029,0.182521272090301,0.259333024803368
"67","SPANISH_checked_LEN",0.312671573223448,0.395886943689199,0.47296874063192
"68","SWAHILI_LEN",0.223255287910204,0.320511024640876,0.414200737009613
"69","SWEDISH_LEN",0.330667078036782,0.41400805393755,0.497664236233337
"70","TAMIL_LEN",0.0956602531557662,0.168881471653859,0.24943447608886
"71","TELUGU_LEN",0.0687875893702535,0.168289450768616,0.271290957641052
"72","THAI_LEN",0.295606449588071,0.368569802717375,0.445056477582108
"73","TURKISH_LEN",0.121930337934417,0.206613543234067,0.290176589029233
"74","UKRANIAN_LEN",0.288599362546932,0.370872166997891,0.449764507492921
"75","URDU_LEN",0.066481004385959,0.16048344834232,0.254176917385132
"76","VIETNAMESE_checked_LEN",0.256495610275454,0.334961761702211,0.412594642156325
"77","WELSH_Checked_LEN",0.347115762989014,0.423136802114896,0.494673639066566
"78","YIDDISH_LEN",0.427140299160923,0.501937634361988,0.57142037436297
"79","YORUBA_LEN",0.110313636845639,0.207650780241471,0.305727985856958
"80","ZULU_LEN",0.130650005550167,0.235980046318612,0.33884825056843
