"countryCode" "country" "GeoArea" "continent" "walsCode" "silCode" "lang" "lat" "lon" "langFamily" "langGenus" "nativeCountry" "nativeCountryCode" "nativeCountryArea" "ethnologue_lang_name"
"1180" "DE" "Germany" "Europe" "Europe" "alt" "dGSW" "Alsatian" 48.5 7.5 "Indo-European" "Germanic" "Switzerland" "CH" "Europe" "Alemannisch"
"1181" "DE" "Germany" "Europe" "Europe" "amr" "ARY" "Arabic (Moroccan)" 34 -6 "Afro-Asiatic" "Semitic" "Morocco" "MA" "Africa" "Moroccan Spoken Arabic"
"1182" "DE" "Germany" "Europe" "Europe" "atu" "AEB" "Arabic (Tunisian)" 36.75 10.25 "Afro-Asiatic" "Semitic" "Tunisia" "TN" "Africa" "Tunisian Spoken Arabic"
"1183" "DE" "Germany" "Europe" "Europe" "brf" "RIF" "Berber (Rif)" 34.5 -4 "Afro-Asiatic" "Berber" "Morocco" "MA" "Africa" "Tarifit"
"1184" "DE" "Germany" "Europe" "Europe" "chc" "CJC" "Chechen" 43.25 45.83 "Nakh-Daghestanian" "Nakh" "Russia" "RU" "Eurasia" "Chechen"
"1185" "DE" "Germany" "Europe" "Europe" "cld" "CLD" "Chaldean (Modern)" 36 43 "Afro-Asiatic" "Semitic" "Iraq" "IQ" "Asia" "Chaldean Neo-Aramaic"
"1186" "DE" "Germany" "Europe" "Europe" "ctl" "CLN" "Catalan" 41.75 2 "Indo-European" "Romance" "Spain" "ES" "Europe" "Catalan-Valencian-Balear"
"1187" "DE" "Germany" "Europe" "Europe" "dge" "GSG" "Deutsche Gebärdensprache" 52 11 "Sign Languages" "" "Germany" "DE" "Europe" "German Sign Language"
"1188" "DE" "Germany" "Europe" "Europe" "dsh" "DNS" "Danish" 56 10 "Indo-European" "Germanic" "Denmark" "DK" "Europe" "Danish"
"1189" "DE" "Germany" "Europe" "Europe" "dut" "DUT" "Dutch" 52.5 6 "Indo-European" "Germanic" "Netherlands" "NL" "Europe" "Dutch"
"1190" "DE" "Germany" "Europe" "Europe" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1191" "DE" "Germany" "Europe" "Europe" "fno" "FRR" "Frisian (North)" 54.5 9 "Indo-European" "Germanic" "Germany" "DE" "Europe" "Northern Frisian"
"1192" "DE" "Germany" "Europe" "Europe" "fri" "FRS/..." "Frisian" 53 5 "Indo-European" "Germanic" "Netherlands" "NL" "Europe" "Eastern Frisian"
"1193" "DE" "Germany" "Europe" "Europe" "gau" "dBAR" "German (Upper Austrian)" 47 14 "Indo-European" "Germanic" "Germany" "DE" "Europe" "Bavarian"
"1194" "DE" "Germany" "Europe" "Europe" "ger" "GER" "German" 52 10 "Indo-European" "Germanic" "Switzerland" "CH" "Europe" "Standard German"
"1195" "DE" "Germany" "Europe" "Europe" "grk" "GRK" "Greek (Modern)" 39 22 "Indo-European" "Greek" "Greece" "GR" "Europe" "Greek"
"1196" "DE" "Germany" "Europe" "Europe" "grp" "KOR" "German (Ripuarian)" 51 7 "Indo-European" "Germanic" "Belgium" "BE" "Europe" "Kolsch"
"1197" "DE" "Germany" "Europe" "Europe" "gwe" "WEP" "German (Westphalian)" 52 7.5 "Indo-European" "Germanic" "Germany" "DE" "Europe" "Westphalien"
"1198" "DE" "Germany" "Europe" "Europe" "hau" "HUA" "Hausa" 12 7 "Afro-Asiatic" "West Chadic" "Nigeria" "NG" "Africa" "Hausa"
"1199" "DE" "Germany" "Europe" "Europe" "heb" "HBR" "Hebrew (Modern)" 31.5 34.83 "Afro-Asiatic" "Semitic" "Israel" "IL" "Asia" "Hebrew"
"1200" "DE" "Germany" "Europe" "Europe" "hin" "HND" "Hindi" 25 77 "Indo-European" "Indic" "India" "IN" "Asia" "Hindi"
"1201" "DE" "Germany" "Europe" "Europe" "ita" "ITN" "Italian" 43 12 "Indo-European" "Romance" "Switzerland" "CH" "Europe" "Italian"
"1202" "DE" "Germany" "Europe" "Europe" "jpn" "JPN" "Japanese" 37 140 "Japanese" "Japanese" "Japan" "JP" "Asia" "Japanese"
"1203" "DE" "Germany" "Europe" "Europe" "kaz" "KAZ" "Kazakh" 50 70 "Altaic" "Turkic" "Kazakhstan" "KZ" "Asia" "Kazakh"
"1204" "DE" "Germany" "Europe" "Europe" "kji" "KUR" "Kurmanji" 38 42 "Indo-European" "Iranian" "Turkey" "TR" "Eurasia" "Northern Kurdish"
"1205" "DE" "Germany" "Europe" "Europe" "kmk" "dKGZ" "Kalmyk" 44 83 "Altaic" "Mongolic" "Russia" "RU" "Eurasia" "Kalmyk-Oirat"
"1206" "DE" "Germany" "Europe" "Europe" "kor" "KKN" "Korean" 37.5 128 "Korean" "Korean" "Korea-South" "KR" "Asia" "Korean"
"1207" "DE" "Germany" "Europe" "Europe" "lat" "LAT" "Latvian" 57 24 "Indo-European" "Baltic" "Latvia" "LV" "Europe" "Latvian"
"1208" "DE" "Germany" "Europe" "Europe" "laz" "LZZ" "Laz" 41.5 41.5 "Kartvelian" "Kartvelian" "Turkey" "TR" "Eurasia" "Laz"
"1209" "DE" "Germany" "Europe" "Europe" "lge" "SXN" "Low German" 53 10 "Indo-European" "Germanic" "Germany" "DE" "Europe" "Low Saxon"
"1210" "DE" "Germany" "Europe" "Europe" "lux" "LUX" "Luxemburgeois" 49.83 6.17 "Indo-European" "Germanic" "Luxembourg" "LU" "Europe" "Luxembourgeois"
"1211" "DE" "Germany" "Europe" "Europe" "nsy" "AII" "Neo-Aramaic (Assyrian)" 36 41 "Afro-Asiatic" "Semitic" "Syria" "SY" "Asia" "Assyrian Neo-Aramaic"
"1212" "DE" "Germany" "Europe" "Europe" "oss" "OSE" "Ossetic" 43 44 "Indo-European" "Iranian" "Russia" "RU" "Eurasia" "Osetin"
"1213" "DE" "Germany" "Europe" "Europe" "plb" "POX" "Polabian" 51 12.83 "Indo-European" "Slavic" "Germany" "DE" "Europe" "Polabian"
"1214" "DE" "Germany" "Europe" "Europe" "pol" "PQL" "Polish" 52 20 "Indo-European" "Slavic" "Poland" "PL" "Europe" "Polish"
"1215" "DE" "Germany" "Europe" "Europe" "por" "POR" "Portuguese" 39 -8 "Indo-European" "Romance" "Portugal" "PT" "Europe" "Portuguese"
"1216" "DE" "Germany" "Europe" "Europe" "prs" "PES" "Persian" 32 54 "Indo-European" "Iranian" "Iran" "IR" "Asia" "Western Farsi"
"1217" "DE" "Germany" "Europe" "Europe" "rav" "dRMN" "Romani (Ajia Varvara)" 38 23.58 "Indo-European" "Indic" "Serbia and Montenegro" "CS" "Europe" "Balkan Romani"
"1218" "DE" "Germany" "Europe" "Europe" "rbg" "dRMO" "Romani (Burgenland)" 47.5 16.5 "Indo-European" "Indic" "Austria" "AT" "Europe" "Sinte Romani"
"1219" "DE" "Germany" "Europe" "Europe" "rka" "dRMY" "Romani (Kalderash)" 45 21 "Indo-European" "Indic" "Serbia and Montenegro" "CS" "Europe" "Vlax Romani"
"1220" "DE" "Germany" "Europe" "Europe" "rus" "RUS" "Russian" 56 38 "Indo-European" "Slavic" "Russia" "RU" "Eurasia" "Russian"
"1221" "DE" "Germany" "Europe" "Europe" "spa" "SPN" "Spanish" 40 -4 "Indo-European" "Romance" "Spain" "ES" "Europe" "Spanish"
"1222" "DE" "Germany" "Europe" "Europe" "srb" "WEE/ WEN" "Sorbian" 51.5 14 "Indo-European" "Slavic" "Germany" "DE" "Europe" "Lower Sorbian"
"1223" "DE" "Germany" "Europe" "Europe" "srb" "WEE/ WEN" "Sorbian" 51.5 14 "Indo-European" "Slavic" "Germany" "DE" "Europe" "Upper Sorbian"
"1224" "DE" "Germany" "Europe" "Europe" "tig" "TGN" "Tigrinya" 14.5 38.5 "Afro-Asiatic" "Semitic" "Ethiopia" "ET" "Africa" "Tigrigna"
"1225" "DE" "Germany" "Europe" "Europe" "tkm" "TCK" "Turkmen" 40 58 "Altaic" "Turkic" "Turkmenistan" "TM" "Asia" "Turkmen"
"1226" "DE" "Germany" "Europe" "Europe" "tml" "TCV" "Tamil" 11 78.5 "Dravidian" "Southern Dravidian" "Sri Lanka" "LK" "Asia" "Tamil"
"1227" "DE" "Germany" "Europe" "Europe" "tur" "TRK" "Turkish" 39 35 "Altaic" "Turkic" "Turkey" "TR" "Eurasia" "Turkish"
"1228" "DE" "Germany" "Europe" "Europe" "urd" "URD" "Urdu" 25 67 "Indo-European" "Indic" "Pakistan" "PK" "Asia" "Urdu"
"1229" "DE" "Germany" "Europe" "Europe" "uyg" "UIG" "Uyghur" 40 80 "Altaic" "Turkic" "China" "CN" "Asia" "Uyghur"
"1230" "DE" "Germany" "Europe" "Europe" "vie" "VIE" "Vietnamese" 10.5 106.5 "Austro-Asiatic" "Viet-Muong" "Viet Nam" "VN" "Asia" "Vietnamese"
"1231" "DE" "Germany" "Europe" "Europe" "ydd" "YDD/ YIH" "Yiddish" 52 23 "Indo-European" "Germanic" "Ukraine" "UA" "Asia" "Western Yiddish"
"1232" "DJ" "Djibouti" "Africa" "Africa" "ams" "ABV" "Arabic (Modern Standard)" 25 42 "Afro-Asiatic" "Semitic" "Yemen" "YE" "Asia" "Standard Arabic"
"1233" "DJ" "Djibouti" "Africa" "Africa" "fre" "FRN" "French" 48 2 "Indo-European" "Romance" "Switzerland" "CH" "Europe" "French"
"1234" "DJ" "Djibouti" "Africa" "Africa" "grk" "GRK" "Greek (Modern)" 39 22 "Indo-European" "Greek" "Greece" "GR" "Europe" "Greek"
"1235" "DJ" "Djibouti" "Africa" "Africa" "qaf" "AFR" "Qafar" 12 42 "Afro-Asiatic" "Eastern Cushitic" "Ethiopia" "ET" "Africa" "Afar"
"1236" "DJ" "Djibouti" "Africa" "Africa" "som" "SOM" "Somali" 3 45 "Afro-Asiatic" "Eastern Cushitic" "Somalia" "SO" "Africa" "Somali"
"1237" "DK" "Denmark" "Europe" "Europe" "dsh" "DNS" "Danish" 56 10 "Indo-European" "Germanic" "Denmark" "DK" "Europe" "Danish"
"1238" "DK" "Denmark" "Europe" "Europe" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1239" "DK" "Denmark" "Europe" "Europe" "ger" "GER" "German" 52 10 "Indo-European" "Germanic" "Switzerland" "CH" "Europe" "Standard German"
"1240" "DK" "Denmark" "Europe" "Europe" "grw" "dESG" "Greenlandic (West)" 64 -51 "Eskimo-Aleut" "Eskimo-Aleut" "Greenland" "GL" "Europe" "Greenlandic Inuktitut"
"1241" "DK" "Denmark" "Europe" "Europe" "kji" "KUR" "Kurmanji" 38 42 "Indo-European" "Iranian" "Turkey" "TR" "Eurasia" "Northern Kurdish"
"1242" "DK" "Denmark" "Europe" "Europe" "mie" "IUM" "Mien" 25 111 "Hmong-Mien" "Hmong-Mien" "China" "CN" "Asia" "Iu Mien"
"1243" "DK" "Denmark" "Europe" "Europe" "prs" "PES" "Persian" 32 54 "Indo-European" "Iranian" "Iran" "IR" "Asia" "Western Farsi"
"1244" "DK" "Denmark" "Europe" "Europe" "tur" "TRK" "Turkish" 39 35 "Altaic" "Turkic" "Turkey" "TR" "Eurasia" "Turkish"
"1245" "DM" "Dominica" "Americas" "North America" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1246" "DO" "Dominican Republic" "Americas" "North America" "asy" "dAPC" "Arabic (Syrian)" 34 38 "Afro-Asiatic" "Semitic" "Syria" "SY" "Asia" "North Levantine Spoken Arabic"
"1247" "DO" "Dominican Republic" "Americas" "North America" "ctl" "CLN" "Catalan" 41.75 2 "Indo-European" "Romance" "Spain" "ES" "Europe" "Catalan-Valencian-Balear"
"1248" "DO" "Dominican Republic" "Americas" "North America" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1249" "DO" "Dominican Republic" "Americas" "North America" "hcr" "HAT" "Haitian Creole" 19 -72.5 "Creoles and Pidgins" "" "Haiti" "HT" "North America" "Haitian Creole French"
"1250" "DO" "Dominican Republic" "Americas" "North America" "jcr" "dJAM" "Jamaican Creole" 18.17 -77.25 "Creoles and Pidgins" "" "Jamaica" "JM" "North America" "Southwestern Caribbean Creole English"
"1251" "DO" "Dominican Republic" "Americas" "North America" "jpn" "JPN" "Japanese" 37 140 "Japanese" "Japanese" "Japan" "JP" "Asia" "Japanese"
"1252" "DO" "Dominican Republic" "Americas" "North America" "spa" "SPN" "Spanish" 40 -4 "Indo-European" "Romance" "Spain" "ES" "Europe" "Spanish"
"1253" "DZ" "Algeria" "Africa" "Africa" "ahs" "MEY" "Arabic (Bani-Hassan)" 31 37 "Afro-Asiatic" "Semitic" "Mauritania" "MR" "Africa" "Hassaniyya Arabic"
"1254" "DZ" "Algeria" "Africa" "Africa" "ams" "ABV" "Arabic (Modern Standard)" 25 42 "Afro-Asiatic" "Semitic" "Yemen" "YE" "Asia" "Standard Arabic"
"1255" "DZ" "Algeria" "Africa" "Africa" "bch" "SHY" "Berber (Chaouia)" 35 7 "Afro-Asiatic" "Berber" "Algeria" "DZ" "Africa" "Tachawit"
"1256" "DZ" "Algeria" "Africa" "Africa" "bma" "TZM" "Berber (Middle Atlas)" 33 -5 "Afro-Asiatic" "Berber" "Morocco" "MA" "Africa" "Central Atlas Tamazight"
"1257" "DZ" "Algeria" "Africa" "Africa" "bmz" "MZB" "Berber (Mzab)" 32.5 3.5 "Afro-Asiatic" "Berber" "Algeria" "DZ" "Africa" "Tumzabt"
"1258" "DZ" "Algeria" "Africa" "Africa" "bou" "OUA" "Berber (Wargla)" 31.92 5.33 "Afro-Asiatic" "Berber" "Algeria" "DZ" "Africa" "Tagargrent"
"1259" "DZ" "Algeria" "Africa" "Africa" "brf" "RIF" "Berber (Rif)" 34.5 -4 "Afro-Asiatic" "Berber" "Morocco" "MA" "Africa" "Tarifit"
"1260" "DZ" "Algeria" "Africa" "Africa" "ctl" "CLN" "Catalan" 41.75 2 "Indo-European" "Romance" "Spain" "ES" "Europe" "Catalan-Valencian-Balear"
"1261" "DZ" "Algeria" "Africa" "Africa" "fre" "FRN" "French" 48 2 "Indo-European" "Romance" "Switzerland" "CH" "Europe" "French"
"1262" "DZ" "Algeria" "Africa" "Africa" "kbl" "KYL" "Kabyle" 36.5 5 "Afro-Asiatic" "Berber" "Algeria" "DZ" "Africa" "Kabyle"
"1263" "DZ" "Algeria" "Africa" "Africa" "tas" "SHI" "Tashlhiyt" 31 -5 "Afro-Asiatic" "Berber" "Morocco" "MA" "Africa" "Tachelhit"
"1264" "DZ" "Algeria" "Africa" "Africa" "tug" "THV" "Tuareg (Ahaggar)" 23 6 "Afro-Asiatic" "Berber" "Niger" "NE" "Africa" "Tahaggart Tamahaq"
"1265" "EC" "Ecuador" "Americas" "South America" "acu" "ACU" "Achuar" -3 -76 "Jivaroan" "Jivaroan" "Peru" "PE" "South America" "Achuar-Shiwiar"
"1266" "EC" "Ecuador" "Americas" "South America" "awp" "KWI" "Awa Pit" 1.5 -78.25 "Barbacoan" "Barbacoan" "Ecuador" "EC" "South America" "Awa-Cuaiquer"
"1267" "EC" "Ecuador" "Americas" "South America" "cay" "CBI" "Cayapa" 0.67 -79 "Barbacoan" "Barbacoan" "Ecuador" "EC" "South America" "Chachi"
"1268" "EC" "Ecuador" "Americas" "South America" "cof" "CON" "Cofán" 0.17 -77.17 "Cofán" "Cofán" "Ecuador" "EC" "South America" "Cofán"
"1269" "EC" "Ecuador" "Americas" "South America" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1270" "EC" "Ecuador" "Americas" "South America" "epe" "SJA" "Epena Pedee" 3 -77 "Choco" "Choco" "Colombia" "CO" "South America" "Epena"
"1271" "EC" "Ecuador" "Americas" "South America" "ger" "GER" "German" 52 10 "Indo-European" "Germanic" "Switzerland" "CH" "Europe" "Standard German"
"1272" "EC" "Ecuador" "Americas" "South America" "jiv" "JIV" "Jivaro" -2.5 -78 "Jivaroan" "Jivaroan" "Ecuador" "EC" "South America" "Shuar"
"1273" "EC" "Ecuador" "Americas" "South America" "qec" "QUG/..." "Quechua (Ecuadorean)" -1 -79 "Quechuan" "Quechuan" "Ecuador" "EC" "South America" "Chimborazo Highland Quichua"
"1274" "EC" "Ecuador" "Americas" "South America" "qim" "QHO" "Quechua (Imbabura)" 0.33 -78 "Quechuan" "Quechuan" "Ecuador" "EC" "South America" "Imbabura Highland Quichua"
"1275" "EC" "Ecuador" "Americas" "South America" "sec" "SEY" "Secoya" -0.33 -76 "Tucanoan" "Tucanoan" "Peru" "PE" "South America" "Secoya"
"1276" "EC" "Ecuador" "Americas" "South America" "sin" "SIN" "Siona" 0.33 -76.25 "Tucanoan" "Tucanoan" "Ecuador" "EC" "South America" "Siona"
"1277" "EC" "Ecuador" "Americas" "South America" "spa" "SPN" "Spanish" 40 -4 "Indo-European" "Romance" "Spain" "ES" "Europe" "Spanish"
"1278" "EC" "Ecuador" "Americas" "South America" "tsf" "COF" "Tsafiki" -1 -79.33 "Barbacoan" "Barbacoan" "Ecuador" "EC" "South America" "Colorado"
"1279" "EC" "Ecuador" "Americas" "South America" "wao" "AUC" "Waorani" -1 -76.5 "Waorani" "Waorani" "Ecuador" "EC" "South America" "Waorani"
"1280" "EC" "Ecuador" "Americas" "South America" "zpr" "ZRO" "Zaparo" -2 -76.33 "Zaparoan" "Zaparoan" "Peru" "PE" "South America" "Záparo"
"1281" "EE" "Estonia" "Europe" "Europe" "arm" "dARM" "Armenian (Eastern)" 40 45 "Indo-European" "Armenian" "Turkey" "TR" "Eurasia" "Armenian"
"1282" "EE" "Estonia" "Europe" "Europe" "aze" "AZE/ AZB" "Azerbaijani" 40.5 48.5 "Altaic" "Turkic" "Iraq" "IQ" "Asia" "South Azerbaijani"
"1283" "EE" "Estonia" "Europe" "Europe" "blr" "RUW" "Belorussian" 54 28 "Indo-European" "Slavic" "Belarus" "BY" "Europe" "Belarusan"
"1284" "EE" "Estonia" "Europe" "Europe" "chv" "CJU" "Chuvash" 55.5 47.5 "Altaic" "Turkic" "Russia" "RU" "Eurasia" "Chuvash"
"1285" "EE" "Estonia" "Europe" "Europe" "est" "EST" "Estonian" 59 26 "Uralic" "Finnic" "Estonia" "EE" "Europe" "Estonian"
"1286" "EE" "Estonia" "Europe" "Europe" "fin" "FIN" "Finnish" 62 25 "Uralic" "Finnic" "Finland" "FI" "Europe" "Finnish"
"1287" "EE" "Estonia" "Europe" "Europe" "ger" "GER" "German" 52 10 "Indo-European" "Germanic" "Switzerland" "CH" "Europe" "Standard German"
"1288" "EE" "Estonia" "Europe" "Europe" "lat" "LAT" "Latvian" 57 24 "Indo-European" "Baltic" "Latvia" "LV" "Europe" "Latvian"
"1289" "EE" "Estonia" "Europe" "Europe" "lit" "LIT" "Lithuanian" 55 24 "Indo-European" "Baltic" "Lithuania" "LT" "Europe" "Lithuanian"
"1290" "EE" "Estonia" "Europe" "Europe" "pol" "PQL" "Polish" 52 20 "Indo-European" "Slavic" "Poland" "PL" "Europe" "Polish"
"1291" "EE" "Estonia" "Europe" "Europe" "rnr" "dROM" "Romani (North Russian)" 60 38 "Indo-European" "Indic" "Russia" "RU" "Eurasia" "Baltic Romani"
"1292" "EE" "Estonia" "Europe" "Europe" "rus" "RUS" "Russian" 56 38 "Indo-European" "Slavic" "Russia" "RU" "Eurasia" "Russian"
"1293" "EE" "Estonia" "Europe" "Europe" "swe" "SWD" "Swedish" 60 15 "Indo-European" "Germanic" "Sweden" "SE" "Europe" "Swedish"
"1294" "EE" "Estonia" "Europe" "Europe" "tvo" "TTR" "Tatar" 56 49.5 "Altaic" "Turkic" "Russia" "RU" "Eurasia" "Tatar"
"1295" "EE" "Estonia" "Europe" "Europe" "ukr" "UKR" "Ukrainian" 49 33 "Indo-European" "Slavic" "Ukraine" "UA" "Asia" "Ukrainian"
"1296" "EE" "Estonia" "Europe" "Europe" "ydd" "YDD/ YIH" "Yiddish" 52 23 "Indo-European" "Germanic" "Ukraine" "UA" "Asia" "Eastern Yiddish"
"1297" "EG" "Egypt" "Africa" "Africa" "ady" "dADY" "Adyghe (Abzakh)" 45.23 40.58 "Northwest Caucasian" "Northwest Caucasian" "Russia" "RU" "Eurasia" "Adyghe"
"1298" "EG" "Egypt" "Africa" "Africa" "aeg" "ARZ" "Arabic (Egyptian)" 30 31 "Afro-Asiatic" "Semitic" "Egypt" "EG" "Africa" "Egyptian Spoken Arabic"
"1299" "EG" "Egypt" "Africa" "Africa" "ael" "dAYL" "Arabic (Eastern Libyan)" 32 22 "Afro-Asiatic" "Semitic" "Libya" "LY" "Africa" "Western Egyptian Bedawi Spoken Arabic"
"1300" "EG" "Egypt" "Africa" "Africa" "alb" "ALS" "Albanian" 41 20 "Indo-European" "Albanian" "Albania" "AL" "Europe" "Tosk Albanian"
"1301" "EG" "Egypt" "Africa" "Africa" "amh" "AMH" "Amharic" 10 38 "Afro-Asiatic" "Semitic" "Ethiopia" "ET" "Africa" "Amharic"
"1302" "EG" "Egypt" "Africa" "Africa" "amr" "ARY" "Arabic (Moroccan)" 34 -6 "Afro-Asiatic" "Semitic" "Morocco" "MA" "Africa" "Moroccan Spoken Arabic"
"1303" "EG" "Egypt" "Africa" "Africa" "ams" "ABV" "Arabic (Modern Standard)" 25 42 "Afro-Asiatic" "Semitic" "Yemen" "YE" "Asia" "Standard Arabic"
"1304" "EG" "Egypt" "Africa" "Africa" "apa" "AJP" "Arabic (Palestinian)" 32 35.25 "Afro-Asiatic" "Semitic" "Palestinian West Bank and Gaza" "PS" "Asia" "South Levantine Spoken Arabic"
"1305" "EG" "Egypt" "Africa" "Africa" "arm" "dARM" "Armenian (Eastern)" 40 45 "Indo-European" "Armenian" "Turkey" "TR" "Eurasia" "Armenian"
"1306" "EG" "Egypt" "Africa" "Africa" "bej" "BEI" "Beja" 18 36 "Afro-Asiatic" "Beja" "Sudan" "SD" "Africa" "Bedawi"
"1307" "EG" "Egypt" "Africa" "Africa" "bsi" "SIZ" "Berber (Siwa)" 29.17 25.5 "Afro-Asiatic" "Berber" "Egypt" "EG" "Africa" "Siwi"
"1308" "EG" "Egypt" "Africa" "Africa" "cop" "COP" "Coptic" 26 32 "Afro-Asiatic" "Egyptian-Coptic" "Egypt" "EG" "Africa" "Coptic"
"1309" "EG" "Egypt" "Africa" "Africa" "dom" "RMT" "Domari" 32 35 "Indo-European" "Indic" "Jordan" "JO" "Asia" "Domari"
"1310" "EG" "Egypt" "Africa" "Africa" "grk" "GRK" "Greek (Modern)" 39 22 "Indo-European" "Greek" "Greece" "GR" "Europe" "Greek"
"1311" "EG" "Egypt" "Africa" "Africa" "ita" "ITN" "Italian" 43 12 "Indo-European" "Romance" "Switzerland" "CH" "Europe" "Italian"
"1312" "EG" "Egypt" "Africa" "Africa" "nbd" "dKNC" "Nubian (Dongolese)" 18.25 30.75 "Nilo-Saharan" "Nubian" "Sudan" "SD" "Africa" "Kenuzi-Dongola"
"1313" "EG" "Egypt" "Africa" "Africa" "nob" "FIA" "Nobiin" 21 31 "Nilo-Saharan" "Nubian" "Sudan" "SD" "Africa" "Nobiin"
"1314" "EG" "Egypt" "Africa" "Africa" "owc" "GAZ" "Oromo (West-Central)" 9 37 "Afro-Asiatic" "Eastern Cushitic" "Ethiopia" "ET" "Africa" "West Central Oromo"
"1315" "ER" "Eritrea" "Africa" "Africa" "ams" "ABV" "Arabic (Modern Standard)" 25 42 "Afro-Asiatic" "Semitic" "Yemen" "YE" "Asia" "Standard Arabic"
"1316" "ER" "Eritrea" "Africa" "Africa" "arh" "ACW" "Arabic (Hijazi)" 26 38 "Afro-Asiatic" "Semitic" "Saudi Arabia" "SA" "Asia" "Hijazi Spoken Arabic"
"1317" "ER" "Eritrea" "Africa" "Africa" "bej" "BEI" "Beja" 18 36 "Afro-Asiatic" "Beja" "Sudan" "SD" "Africa" "Bedawi"
"1318" "ER" "Eritrea" "Africa" "Africa" "bln" "BYN" "Bilin" 15.75 38.5 "Afro-Asiatic" "Central Cushitic" "Eritrea" "ER" "Africa" "Bilen"
"1319" "ER" "Eritrea" "Africa" "Africa" "eng" "ENG" "English" 52 0 "Indo-European" "Germanic" "United Kingdom" "GB" "Europe" "English"
"1320" "ER" "Eritrea" "Africa" "Africa" "hau" "HUA" "Hausa" 12 7 "Afro-Asiatic" "West Chadic" "Nigeria" "NG" "Africa" "Hausa"
"1321" "ER" "Eritrea" "Africa" "Africa" "ita" "ITN" "Italian" 43 12 "Indo-European" "Romance" "Switzerland" "CH" "Europe" "Italian"
"1322" "ER" "Eritrea" "Africa" "Africa" "kem" "dQIM" "Kemant" 12.67 37.42 "Afro-Asiatic" "Central Cushitic" "Ethiopia" "ET" "Africa" "Qimant"
"1323" "ER" "Eritrea" "Africa" "Africa" "knm" "KUM" "Kunama" 14.5 37 "Nilo-Saharan" "Kunama" "Ethiopia" "ET" "Africa" "Kunama"
"1324" "ER" "Eritrea" "Africa" "Africa" "knr" "KPH/ ..." "Kanuri" 12 13 "Nilo-Saharan" "Saharan" "Sudan" "SD" "Africa" "Central Kanuri"
"1325" "ER" "Eritrea" "Africa" "Africa" "nar" "NRB" "Nara (in Ethiopia)" 15.08 37.58 "Nilo-Saharan" "Nara" "Eritrea" "ER" "Africa" "Nara"
"1326" "ER" "Eritrea" "Africa" "Africa" "qaf" "AFR" "Qafar" 12 42 "Afro-Asiatic" "Eastern Cushitic" "Ethiopia" "ET" "Africa" "Afar"
"1327" "ER" "Eritrea" "Africa" "Africa" "sao" "SSY" "Saho" 14.75 39.75 "Afro-Asiatic" "Eastern Cushitic" "Ethiopia" "ET" "Africa" "Saho"
"1328" "ER" "Eritrea" "Africa" "Africa" "tgr" "TIE" "Tigré" 16.5 38.5 "Afro-Asiatic" "Semitic" "Eritrea" "ER" "Africa" "Tigré"
"1329" "ER" "Eritrea" "Africa" "Africa" "tig" "TGN" "Tigrinya" 14.5 38.5 "Afro-Asiatic" "Semitic" "Ethiopia" "ET" "Africa" "Tigrigna"
"1330" "ES" "Spain" "Europe" "Europe" "ast" "AUB" "Asturian" 43.25 -6 "Indo-European" "Romance" "Spain" "ES" "Europe" "Asturian"
"1331" "ES" "Spain" "Europe" "Europe" "brf" "RIF" "Berber (Rif)" 34.5 -4 "Afro-Asiatic" "Berber" "Morocco" "MA" "Africa" "Tarifit"
"1332" "ES" "Spain" "Europe" "Europe" "bsq" "BSQ" "Basque" 43 -3 "Basque" "Basque" "Spain" "ES" "Europe" "Basque"
"1333" "ES" "Spain" "Europe" "Europe" "ctl" "CLN" "Catalan" 41.75 2 "Indo-European" "Romance" "Spain" "ES" "Europe" "Catalan-Valencian-Balear"
"1334" "ES" "Spain" "Europe" "Europe" "glc" "GLN" "Galician" 43 -8 "Indo-European" "Romance" "Spain" "ES" "Europe" "Galician"
"1335" "ES" "Spain" "Europe" "Europe" "lse" "SSP" "Lengua de Señas Española" 40 -3 "Sign Languages" "" "Spain" "ES" "Europe" "Spanish Sign Language"
"1336" "ES" "Spain" "Europe" "Europe" "por" "POR" "Portuguese" 39 -8 "Indo-European" "Romance" "Portugal" "PT" "Europe" "Portuguese"
"1337" "ES" "Spain" "Europe" "Europe" "prs" "PES" "Persian" 32 54 "Indo-European" "Iranian" "Iran" "IR" "Asia" "Western Farsi"
"1338" "ES" "Spain" "Europe" "Europe" "rka" "dRMY" "Romani (Kalderash)" 45 21 "Indo-European" "Indic" "Serbia and Montenegro" "CS" "Europe" "Vlax Romani"
"1339" "ES" "Spain" "Europe" "Europe" "spa" "SPN" "Spanish" 40 -4 "Indo-European" "Romance" "Spain" "ES" "Europe" "Spanish"
